#GC Content (%)	Sample	HUMAN (hg19)
1.0	9.407892310175385E-6	0.0
2.0	1.2579391417571618E-5	3.0E-6
3.0	1.5084609199884613E-5	3.0E-6
4.0	1.7829688259227573E-5	1.0E-5
5.0	2.353305640194013E-5	8.0E-6
6.0	3.747166172268156E-5	1.2000000000000002E-5
7.0	8.754936611593806E-5	6.999999999999999E-6
8.0	2.0302924537936567E-4	9.999999999999999E-6
9.0	5.104514487727737E-4	1.6E-5
10.0	0.0013118546265828979	1.5000000000000002E-5
11.0	0.003245882754528528	1.9999999999999998E-5
12.0	0.0072158534019045205	1.6E-5
13.0	0.013860490498188674	1.6E-5
14.0	0.02313896432377989	2.4999999999999998E-5
15.0	0.03411757488095951	2.2000000000000003E-5
16.0	0.045074304759423395	2.6999999999999996E-5
17.0	0.055194984831172834	3.3E-5
18.0	0.06320656469399777	3.7000000000000005E-5
19.0	0.0685015290356873	4.7000000000000004E-5
20.0	0.07039382130142972	5.4999999999999995E-5
21.0	0.06907079979983842	6.400000000000001E-5
22.0	0.06588618827596456	9.3E-5
23.0	0.061975729876545003	1.66E-4
24.0	0.0583010817636989	3.03E-4
25.0	0.06019249453809221	7.059999999999999E-4
26.0	0.04623936428446396	0.0016020000000000001
27.0	0.04737910511915135	0.0033690000000000005
28.0	0.04230457329105237	0.006167999999999999
29.0	0.03611044897553649	0.010352
30.0	0.029576947604276222	0.015647
31.0	0.023470719121165343	0.022148
32.0	0.018258426966292134	0.028808
33.0	0.013985671433545314	0.035106000000000005
34.0	0.010672440962677372	0.041161
35.0	0.00808156605321168	0.047408
36.0	0.006063586478305561	0.052698999999999996
37.0	0.004508325958043253	0.057517000000000006
38.0	0.003322185291877061	0.061487999999999994
39.0	0.002423664948122803	0.063321
40.0	0.0017488019195724884	0.060248
41.0	0.0012436807214003805	0.055508
42.0	8.738679347261775E-4	0.051446000000000006
43.0	6.18708838472299E-4	0.048194
44.0	4.3905274197685354E-4	0.044423
45.0	3.0640945577928156E-4	0.040655000000000004
46.0	2.237106177099495E-4	0.03652
47.0	1.5988086676697487E-4	0.032315
48.0	1.1214847263801138E-4	0.028137999999999996
49.0	7.89676626488659E-5	0.02458
50.0	6.0524995570561746E-5	0.020810000000000002
51.0	4.003018201100121E-5	0.017532
52.0	2.4332593992040016E-5	0.014506999999999997
53.0	1.78563395122309E-5	0.012007
54.0	1.3832000308728114E-5	0.010018
55.0	9.541148575192033E-6	0.008414999999999999
56.0	7.035930792879041E-6	0.007258
57.0	3.997687950499455E-6	0.006174999999999999
58.0	3.917734191489466E-6	0.005363000000000001
59.0	1.8122852042264199E-6	0.0046159999999999994
60.0	2.318659011289684E-6	0.003946
61.0	7.728863370965613E-7	0.0034579999999999993
62.0	6.12978819076583E-7	0.002915
63.0	5.863275660732536E-7	0.0024610000000000005
64.0	2.6651253003329707E-7	0.0019950000000000002
65.0	1.0660501201331881E-7	0.0016779999999999998
66.0	1.5990751801997823E-7	0.0013500000000000003
67.0	1.5724239271964524E-6	0.001069
68.0	2.6651253003329703E-8	8.119999999999999E-4
69.0	5.3302506006659405E-8	6.4E-4
70.0	2.6651253003329703E-8	5.05E-4
71.0	0.0	4.0299999999999993E-4
72.0	2.3986127702996734E-7	3.2E-4
73.0	7.99537590099891E-8	2.79E-4
74.0	5.3302506006659405E-8	2.0700000000000002E-4
75.0	4.530713010566049E-7	2.0099999999999998E-4
76.0	0.0	1.54E-4
77.0	2.6651253003329703E-8	1.12E-4
78.0	0.0	7.699999999999999E-5
79.0	0.0	6.3E-5
80.0	1.332562650166485E-7	3.7E-5
81.0	0.0	2.8000000000000003E-5
82.0	0.0	1.6E-5
83.0	0.0	9.0E-6
84.0	1.0660501201331881E-7	4.0E-6
85.0	0.0	0.0
86.0	5.3302506006659405E-8	1.0E-6
87.0	0.0	0.0
88.0	2.6651253003329703E-8	0.0
89.0	0.0	0.0
90.0	0.0	0.0
91.0	0.0	0.0
92.0	0.0	0.0
93.0	0.0	0.0
94.0	0.0	0.0
95.0	0.0	0.0
96.0	0.0	0.0
97.0	0.0	0.0
98.0	0.0	0.0
99.0	0.0	0.0
100.0	2.132100240266376E-6	0.0
