#Coverage (X)	Coverage
1.0	91.54131193499393
2.0	90.37404363969235
3.0	88.86479689622671
4.0	86.87159173762078
5.0	84.25058037603398
6.0	80.98501471556608
7.0	77.08186318840023
8.0	72.60971170182539
9.0	67.66095185473216
10.0	62.35271809006146
11.0	56.81664953576012
12.0	51.18614958966486
13.0	45.58689432749926
14.0	40.13680511509271
15.0	34.933482713754046
16.0	30.062434227771888
17.0	25.581861401742685
18.0	21.52807469133468
19.0	17.920266866435867
20.0	14.760313006156494
21.0	12.033504291357701
22.0	9.71282456312187
23.0	7.764871890068292
24.0	6.152654122076001
25.0	4.834997940034
26.0	3.7705833760057033
27.0	2.920134190540068
28.0	2.248183529692895
29.0	1.724177533247584
30.0	1.3183317795681546
31.0	1.0068331575127445
32.0	0.7698483650595023
33.0	0.5907292120303111
34.0	0.4563806938038937
35.0	0.35610493017151157
36.0	0.281763975856677
37.0	0.2267507302853886
38.0	0.18614174785598436
39.0	0.15600254316157702
40.0	0.13353227202456708
41.0	0.1166179461643253
42.0	0.10364055738511979
43.0	0.09359953229873952
44.0	0.08564552710220141
45.0	0.07926678707291046
46.0	0.07399088105148621
47.0	0.06952705983756857
48.0	0.06569115753913479
49.0	0.062387462087215795
50.0	0.059421968634268296
51.0	0.05673648217778293
