#Position (bp)	Coverage	Std
3874904.0	14.652319470665528	9.347907145383545
1.1624711E7	15.009893923809974	7.1999540589244075
1.9374518E7	16.24503190853656	8.514946716885134
2.7124325E7	15.8244428538672	8.490074384742497
3.4874132E7	15.389250725856785	7.444089762100908
4.2623939E7	15.34065648344533	7.473714819179217
5.0373746E7	14.14336344117989	6.81180231302184
5.8123553E7	14.207656139049657	6.85246504797673
6.587336E7	13.071060737383524	6.352761391074344
7.3623167E7	11.467955524569838	6.670300608708588
8.1372974E7	11.387991081584355	6.52726997038633
8.9122781E7	12.840047113431341	7.62963957885654
9.6872588E7	12.436508160783875	6.901709384178422
1.04622395E8	10.463782259351749	6.829702770220833
1.12372202E8	14.213531511171826	7.031993895599597
1.20122009E8	13.798280266850517	28.73537306971442
1.27871816E8	5.616868910412866	110.51518858751196
1.35621623E8	0.0	0.0
1.4337143E8	6.262204723291819	59.915477714745386
1.51121237E8	12.432159149253652	8.25173346076573
1.58871044E8	14.787932009145518	8.295897195280856
1.66620851E8	13.309059309476996	6.869022792034139
1.74370658E8	13.090740324242914	6.305459298219778
1.82120465E8	13.546438511307443	7.322164597283064
1.89870272E8	10.591861965078614	6.672148069149237
1.97620079E8	11.640324333238235	7.35216117864393
2.05369886E8	15.333525725221286	7.721868226721033
2.13119693E8	13.05641417908859	6.362479075166976
2.208695E8	12.808836658770986	7.705878363183066
2.28619307E8	14.602731526088327	7.9664325003145695
2.36369114E8	13.190372224753467	7.067228680956113
2.44118921E8	12.957244225565875	7.935820819465663
2.484751235E8	11.05888543296371	7.072027477607258
2.52350027E8	13.270668989270847	7.00023738578939
2.59618535E8	14.210321108641802	7.13664786067447
2.67368342E8	13.332340018274003	7.01289845635826
2.75118149E8	14.32939504170878	7.135550993079373
2.82867956E8	12.783325829920667	7.650398100694327
2.90617763E8	13.443390267654408	7.291317395179858
2.9836757E8	12.618664051891873	7.427531552510416
3.06117377E8	12.529133693264878	7.118610223188243
3.13867184E8	13.450305665676577	7.125923508282466
3.21616991E8	14.152417215035161	6.930709275280835
3.29366798E8	10.946092076873656	7.254297116673228
3.37116605E8	11.170148237239973	21.031637653929714
3.44866412E8	10.531076709394183	9.59702512951382
3.52616219E8	13.581043760186544	7.610816110134732
3.60366026E8	11.977592732309335	8.884821986576336
3.68115833E8	13.210135168527422	6.889846758048199
3.7586564E8	12.595373149292621	7.780314372330808
3.83615447E8	12.72739746938214	7.602635633084723
3.91365254E8	11.322823781289005	6.360092837633582
3.99115061E8	12.192911642831879	6.398331165060684
4.06864868E8	11.92908584691206	7.575458166068095
4.14614675E8	11.639027913856435	7.015911483254567
4.22364482E8	13.190003570411495	6.59378927980364
4.30114289E8	11.56510955692187	6.853815082012471
4.37864096E8	11.357941688096233	6.5302099281856245
4.45613903E8	11.540924696576315	6.927740391864309
4.5336371E8	13.266175789926123	6.697135905545739
4.61113517E8	11.265493063246607	6.271996463774008
4.68863324E8	14.018622786348098	6.554162240298866
4.76613131E8	12.97933664670617	7.951033288529101
4.84362938E8	15.183450245922254	7.089172293268129
4.896938965E8	15.635576609400058	8.454737559275594
4.935688E8	11.966619240518783	7.570032415224463
4.99862552E8	13.924587670376823	8.117604229686975
5.07612359E8	14.205173367543217	7.1086108505762216
5.15362166E8	12.12235285343235	6.146327495415132
5.23111973E8	12.642760522939474	7.3311916652214615
5.3086178E8	14.349719676890018	7.3025027262942075
5.38611587E8	15.261167665207662	7.271731297323545
5.46361394E8	14.42526917121936	7.419202962170016
5.54111201E8	13.17577999039202	6.39989488845473
5.61861008E8	13.226363830737979	6.626181150083943
5.69610815E8	10.901087859349271	7.419167969195411
5.77360622E8	10.258145009288619	6.010356975147493
5.85110429E8	7.932635483696561	38.397369353925626
5.92860236E8	11.553204873360071	6.863794629546717
6.00610043E8	12.139083205555957	6.283491746327915
6.0835985E8	12.27408514818498	6.469006591461963
6.16109657E8	14.918350869899083	8.468652073779179
6.23859464E8	13.935371680868956	8.198042253501987
6.31609271E8	13.496619464200851	7.295336856485712
6.39359078E8	11.754422013348204	7.314544247426641
6.47108885E8	12.360581366735971	6.65977730963863
6.54858692E8	10.902349181082831	7.346355471275852
6.62608499E8	12.33336391474007	6.667632720731738
6.70358306E8	11.972607446869322	7.591213655521624
6.78108113E8	13.914713488993984	8.12775855042536
6.857142635E8	13.604131541010284	8.153067882141057
6.89589167E8	11.920069749715466	9.464082284107144
6.93607727E8	15.704887489456189	8.199687581232954
7.01357534E8	13.232663213419379	7.375224856327188
7.09107341E8	12.018382393264762	5.996038453771632
7.16857148E8	11.82724924633607	7.446408821905151
7.24606955E8	11.29176829822988	6.559572246101987
7.32356762E8	11.974600270690612	7.682525072883167
7.40106569E8	9.828762187238986	14.56692295837115
7.47856376E8	11.438337625698292	6.78522216407891
7.55606183E8	10.278147700968553	6.157088960054368
7.6335599E8	12.471642842202392	6.956071005186755
7.71105797E8	12.386117615574168	6.788204688176609
7.78855604E8	11.6218314856099	7.039016020999077
7.86605411E8	11.469360204712196	6.62274411620604
7.94355218E8	11.845190080217481	7.36980690964634
8.02105025E8	11.304895334812855	6.392991898660902
8.09854832E8	11.517718828352757	6.8176945949747925
8.17604639E8	10.869527202419363	7.221672520450849
8.25354446E8	10.687472604156465	6.953423956493439
8.33104253E8	12.332454988879078	6.618947206210744
8.4085406E8	12.529139757932036	7.035110803238784
8.48603867E8	10.983801274018823	7.375339461685681
8.56353674E8	11.520184954283378	6.845863362297055
8.64103481E8	11.03214080040961	5.846590561431345
8.71853288E8	12.238762591120011	6.637344460121869
8.776941285E8	11.371474518257706	8.231559333996225
8.81569032E8	14.636457737734004	8.201967245429227
8.87352902E8	13.19156309311961	6.6704464473809315
8.95102709E8	12.004226169761388	6.2587581805113714
9.02852516E8	9.991657469663439	7.094431699947919
9.10602323E8	11.722410119374585	7.758470038854455
9.1835213E8	12.7033197084779	7.322296686181062
9.26101937E8	7.136835149572112	11.474747293731923
9.33851744E8	12.651613259530205	7.388616145152542
9.41601551E8	12.318491157263658	6.626271020048109
9.49351358E8	10.483488298482788	8.227966612685517
9.57101165E8	13.464465244102207	7.15948079596961
9.64850972E8	11.196399213554608	6.213783024568267
9.72600779E8	11.852095800579292	7.338678849616363
9.80350586E8	10.827765517257397	7.109902374787992
9.88100393E8	11.311359753862257	6.489188777246008
9.958502E8	12.165993295058831	6.284401018839809
1.003600007E9	12.01989301152919	6.024203646139111
1.011349814E9	13.382145129549677	7.295241175919619
1.019099621E9	14.557682920361758	7.677845608590199
1.026849428E9	13.56334331938847	7.5342131855662
1.034599235E9	13.412562274131473	7.1000134135880675
1.042349042E9	11.828300369286616	7.355527489520291
1.050098849E9	14.579769922012252	7.7176388789144665
1.0575860385E9	13.940925773872832	9.01220436714473
1.061460942E9	15.131299323160109	14.184491064614056
1.065598463E9	14.626286822368609	7.732717941576728
1.07334827E9	13.776905928108919	7.87956144092592
1.081098077E9	13.08305419734969	6.292226953632677
1.088847884E9	13.423788489184311	7.413579845775288
1.096597691E9	15.180978958572775	7.19523763546519
1.104347498E9	15.149936766167208	7.034306045256526
1.112097305E9	12.242631203589973	6.570856476779615
1.119847112E9	8.765347059610646	12.152690028827218
1.127596919E9	10.394966352065284	6.302432823531977
1.135346726E9	11.565698087707217	6.8848434039985085
1.143096533E9	11.718564604254016	7.109084066421467
1.15084634E9	12.051824645439558	6.115284221108913
1.158596147E9	10.870264123996895	7.21315581882076
1.166345954E9	12.095286889079947	6.438655750944378
1.174095761E9	12.476049790659303	7.0140296452190425
1.181845568E9	11.430183229079125	6.5893264221817125
1.189595375E9	11.949489451801831	7.526431300196245
1.197345182E9	13.115371905390676	6.360748318828845
1.205094989E9	12.114615499456955	6.227516927829756
1.212844796E9	13.226364992057222	6.695386392689076
1.220594603E9	13.62025996260294	7.620852199708226
1.228236905E9	13.278227270091019	7.369797344773358
1.2321118085E9	14.555588112180828	9.930867260836106
1.236094217E9	14.66045218932549	8.072618628298303
1.243844024E9	10.909437099530349	7.158772059664968
1.251593831E9	12.203695524288541	6.3440875472667475
1.259343638E9	13.999734444999728	8.277476869022347
1.267093445E9	13.174897645838149	6.68392539916803
1.274843252E9	13.49931204738389	7.289491874689436
1.282593059E9	12.478167778887913	7.225576591156789
1.290342866E9	7.310747996692046	9.554765935625392
1.298092673E9	12.201085910913653	7.165555392296404
1.30584248E9	12.496567850012266	8.132261367039336
1.313592287E9	10.866939396039154	7.100290861167639
1.321342094E9	11.656113758703926	7.036472263165352
1.329091901E9	12.991509982119554	7.989537599872236
1.336841708E9	13.227593022639144	7.113013832708974
1.344591515E9	11.218566475268352	6.1830699699011165
1.352341322E9	11.310648252272605	6.363058863562434
1.360091129E9	13.026264266968196	6.448422866510907
1.367840936E9	13.405174993390158	7.064109231029688
1.375590743E9	12.228513948798984	7.232992991564909
1.38334055E9	13.832461505170388	8.179631160772107
1.389282865E9	14.595733602139681	7.844605201081381
1.3931577685E9	12.004473602096164	7.287271680074336
1.398840164E9	12.088205680476946	7.957096340790038
1.406589971E9	11.80635233883889	8.53071200899466
1.414339778E9	14.397350024329638	7.372928262263359
1.422089585E9	13.265404157806769	6.885267718307336
1.429839392E9	12.901744004721666	7.9022180544426455
1.437589199E9	10.25611360386136	8.387107566394851
1.445339006E9	12.284435470457522	6.729019647554914
1.453088813E9	12.363180915344085	6.733140959905107
1.46083862E9	12.487951377369784	6.965798444966056
1.468588427E9	11.551620317770494	6.8926249047165316
1.476338234E9	10.781172098866461	7.89667042108354
1.484088041E9	12.1660820714632	6.290722873755166
1.491837848E9	13.30311541951948	6.874485729982511
1.499587655E9	11.600300755876889	6.960577059681462
1.507337462E9	11.518685562104967	6.789676967418482
1.515087269E9	13.670963031724533	7.6012893258012655
1.522837076E9	14.423746165549671	7.360700516479034
1.530586883E9	14.389086205630669	7.479270460549875
1.5354753495E9	15.89596009325518	9.517373044850146
1.539350253E9	12.87775624746513	7.755461524740975
1.546086497E9	11.406283795196448	6.593609387074014
1.553836304E9	12.493906880519734	6.893861106314374
1.561586111E9	11.441932424897807	6.6075360620727075
1.569335918E9	12.631093909822528	7.586105082108414
1.577085725E9	8.095387020605804	9.323804997438778
1.584835532E9	0.4605091455825932	3.187126473003034
1.592585339E9	0.0	0.0
1.600335146E9	3.398567086896487	7.175898875921626
1.608084953E9	11.61741924669866	7.660370457530362
1.61583476E9	12.675113457664171	7.367599034066239
1.623584567E9	13.976247537519322	8.245702484838272
1.631334374E9	14.42077576899657	7.465676073869672
1.639084181E9	12.36694049284066	6.924714603857157
1.646833988E9	14.155946077108759	6.8795076833589635
1.654583795E9	13.804763783149696	7.886985952597554
1.662333602E9	15.487168906270828	7.792122187336505
1.670083409E9	16.679288529378862	8.451363731382143
1.674420971E9	12.21296485420672	8.957287242612306
1.6782958745E9	13.811356892602964	8.05965740297978
1.685583023E9	13.626426696819676	7.519882547866856
1.69333283E9	12.715319491182168	7.359116305840786
1.701082637E9	13.204633096024198	6.614923442289236
1.708832444E9	13.141943534851901	6.539060231844329
1.716582251E9	10.8011892425192	19.475113910145744
1.724332058E9	12.049488458228701	7.9319067765983
1.732081865E9	11.095823160499352	5.938062617618934
1.739831672E9	11.910810811159555	7.516334372461456
1.747581479E9	15.278643068143504	7.401215219760732
1.755331286E9	13.737290231872871	8.197140731014331
1.763081093E9	12.91114540013706	7.965667808787851
1.7708309E9	14.008739443446785	6.474431062051182
1.778580707E9	13.946686801361635	8.24076250513786
1.786330514E9	13.493196540249325	7.31590991716721
1.794080321E9	13.809570612532674	7.947571263259625
1.801830128E9	15.0549467877071	6.8305253056636
1.8071930415E9	14.950440521233057	9.584431080891584
1.811067945E9	14.821997504287477	9.441262635353263
1.817329742E9	14.091899449883075	6.8538211348290785
1.825079549E9	13.91384495123556	8.107775798207387
1.832829356E9	11.253348244672416	6.318846771775566
1.840579163E9	12.979179223430984	7.998558035752772
1.84832897E9	11.589410162085327	6.971726974097792
1.856078777E9	13.321762851642628	7.82470240276527
1.863828584E9	8.89828920900869	9.630193780531302
1.871578391E9	15.517659601071356	7.932061808176492
1.879328198E9	15.817531326909174	8.63610684683342
1.887078005E9	13.82364967282411	8.104521962558247
1.894827812E9	11.711582236822156	7.389461987492762
1.902577619E9	12.090669225698138	6.517506986612267
1.910327426E9	11.284539989189408	6.359887628312761
1.918077233E9	12.746304262802932	7.444204667961261
1.92582704E9	15.243996656949005	7.211765385812952
1.933576847E9	14.203121832582411	6.9317933778149206
1.940609712E9	14.261433839519576	6.9205913080941865
1.9444846155E9	14.273753664871077	7.798272093126925
1.949076461E9	15.161324146523906	7.215883602812758
1.956826268E9	12.776509144034167	7.701039544908911
1.964576075E9	11.417001997598133	6.59365709801999
1.972325882E9	13.011369702497108	6.1771723606221585
1.980075689E9	9.360405233317424	8.136284238940105
1.987825496E9	12.345551573090788	6.738479885748674
1.995575303E9	14.75114644790509	8.14136289918255
2.00332511E9	12.67549682204989	7.5076313635422665
2.011074917E9	12.865855627114327	7.655189900284222
2.018824724E9	11.319440987369104	6.394937925291769
2.026574531E9	10.654610753532314	6.74328129245045
2.034324338E9	12.05578848608746	6.153676356952624
2.042074145E9	12.593996082741157	7.10235924089208
2.049823952E9	14.391573364343138	7.2769580594737935
2.057573759E9	14.976557351686306	8.381127647257017
2.065323566E9	15.211847985375636	7.008088882821138
2.073073373E9	14.117392342802859	6.736596562680948
2.0769956295E9	12.826716364327497	10.69581854207758
