#GC Content (%)	Sample	HUMAN (hg19)
1.0	6.925390282722671E-6	0.0
2.0	1.01079320954949E-5	3.0E-6
3.0	1.320082484311862E-5	3.0E-6
4.0	1.541963920554433E-5	1.0E-5
5.0	2.1784722831088787E-5	8.0E-6
6.0	3.435800421816781E-5	1.2000000000000002E-5
7.0	6.93211396260881E-5	6.999999999999999E-6
8.0	1.5199998995930468E-4	9.999999999999999E-6
9.0	3.624287581291531E-4	1.6E-5
10.0	0.001002074837963797	1.5000000000000002E-5
11.0	0.002771343963202286	1.9999999999999998E-5
12.0	0.006939846194477869	1.6E-5
13.0	0.014645945361046369	1.6E-5
14.0	0.025462463667475125	2.4999999999999998E-5
15.0	0.03760287454348455	2.2000000000000003E-5
16.0	0.04913026511200844	2.6999999999999996E-5
17.0	0.05898462482673077	3.3E-5
18.0	0.06632623330667171	3.7000000000000005E-5
19.0	0.07075023537362055	4.7000000000000004E-5
20.0	0.07161328692380528	5.4999999999999995E-5
21.0	0.06941885710709997	6.400000000000001E-5
22.0	0.06535179279303993	9.3E-5
23.0	0.0607841056869243	1.66E-4
24.0	0.056609283196555754	3.03E-4
25.0	0.05801997847346648	7.059999999999999E-4
26.0	0.04440280095953187	0.0016020000000000001
27.0	0.04551406835884656	0.0033690000000000005
28.0	0.040455395735178805	0.006167999999999999
29.0	0.03441632093504692	0.010352
30.0	0.028209445497223297	0.015647
31.0	0.022304799470281602	0.022148
32.0	0.01730433150216153	0.028808
33.0	0.013209475977905453	0.035106000000000005
34.0	0.010061942125073714	0.041161
35.0	0.007537805459018453	0.047408
36.0	0.005644394790815561	0.052698999999999996
37.0	0.004185894149914395	0.057517000000000006
38.0	0.0030474854961259953	0.061487999999999994
39.0	0.002221526246646453	0.063321
40.0	0.0015935569575474024	0.060248
41.0	0.0011103709086632016	0.055508
42.0	7.825018651488006E-4	0.051446000000000006
43.0	5.50960742136477E-4	0.048194
44.0	3.8067234288687566E-4	0.044423
45.0	2.7188320232915446E-4	0.040655000000000004
46.0	1.9521083936088824E-4	0.03652
47.0	1.383957443230178E-4	0.032315
48.0	9.675375356153323E-5	0.028137999999999996
49.0	7.093482279876134E-5	0.02458
50.0	6.109583789871197E-5	0.020810000000000002
51.0	3.803361588925687E-5	0.017532
52.0	2.2389854020841254E-5	0.014506999999999997
53.0	1.8086698893712606E-5	0.012007
54.0	1.3357710707128517E-5	0.010018
55.0	9.951046231485003E-6	0.008414999999999999
56.0	6.902978016435542E-6	0.007258
57.0	4.213506061980136E-6	0.006174999999999999
58.0	4.347979659702907E-6	0.005363000000000001
59.0	2.3981124927227376E-6	0.0046159999999999994
60.0	2.6446474218811498E-6	0.003946
61.0	1.0309642492079057E-6	0.0034579999999999993
62.0	8.068415863366219E-7	0.002915
63.0	5.378943908910813E-7	0.0024610000000000005
64.0	5.378943908910814E-7	0.0019950000000000002
65.0	3.8100852688118256E-7	0.0016779999999999998
66.0	2.0171039658415546E-7	0.0013500000000000003
67.0	1.7929813029702707E-6	0.001069
68.0	2.2412266287128384E-8	8.119999999999999E-4
69.0	8.964906514851354E-8	6.4E-4
70.0	2.465349291584122E-7	5.05E-4
71.0	2.2412266287128384E-8	4.0299999999999993E-4
72.0	2.465349291584122E-7	3.2E-4
73.0	8.964906514851354E-8	2.79E-4
74.0	2.2412266287128384E-8	2.0700000000000002E-4
75.0	7.620170537623651E-7	2.0099999999999998E-4
76.0	0.0	1.54E-4
77.0	2.2412266287128384E-8	1.12E-4
78.0	4.482453257425677E-8	7.699999999999999E-5
79.0	0.0	6.3E-5
80.0	2.465349291584122E-7	3.7E-5
81.0	0.0	2.8000000000000003E-5
82.0	0.0	1.6E-5
83.0	0.0	9.0E-6
84.0	6.723679886138516E-8	4.0E-6
85.0	0.0	0.0
86.0	4.482453257425677E-8	1.0E-6
87.0	0.0	0.0
88.0	0.0	0.0
89.0	0.0	0.0
90.0	0.0	0.0
91.0	0.0	0.0
92.0	0.0	0.0
93.0	0.0	0.0
94.0	0.0	0.0
95.0	0.0	0.0
96.0	0.0	0.0
97.0	0.0	0.0
98.0	0.0	0.0
99.0	0.0	0.0
100.0	3.675611671089055E-6	0.0
