#Insert size (bp)	insert size
20.0	32.0
21.0	43.0
22.0	70.0
23.0	100.0
24.0	136.0
25.0	186.0
26.0	183.0
27.0	282.0
28.0	329.0
29.0	488.0
30.0	595.0
31.0	646.0
32.0	689.0
33.0	729.0
34.0	772.0
35.0	878.0
36.0	1060.0
37.0	1258.0
38.0	1500.0
39.0	1906.0
40.0	2153.0
41.0	2406.0
42.0	2217.0
43.0	2274.0
44.0	2449.0
45.0	2426.0
46.0	2730.0
47.0	2838.0
48.0	3368.0
49.0	4230.0
50.0	4992.0
51.0	4653.0
52.0	4242.0
53.0	4116.0
54.0	4314.0
55.0	4734.0
56.0	5099.0
57.0	5553.0
58.0	6726.0
59.0	9479.0
60.0	12240.0
61.0	12610.0
62.0	9432.0
63.0	7227.0
64.0	6495.0
65.0	6655.0
66.0	7381.0
67.0	7881.0
68.0	9094.0
69.0	12349.0
70.0	17013.0
71.0	21421.0
72.0	21763.0
73.0	17242.0
74.0	13130.0
75.0	12188.0
76.0	12726.0
77.0	14866.0
78.0	17505.0
79.0	22075.0
80.0	25834.0
81.0	27978.0
82.0	28466.0
83.0	26995.0
84.0	25183.0
85.0	23535.0
86.0	24522.0
87.0	26180.0
88.0	28636.0
89.0	32849.0
90.0	39580.0
91.0	44948.0
92.0	44059.0
93.0	38379.0
94.0	34100.0
95.0	34017.0
96.0	35904.0
97.0	39880.0
98.0	42854.0
99.0	49296.0
100.0	62102.0
101.0	81349.0
102.0	94838.0
103.0	90785.0
104.0	71046.0
105.0	56936.0
106.0	55064.0
107.0	59456.0
108.0	66155.0
109.0	76775.0
110.0	94363.0
111.0	124290.0
112.0	168009.0
113.0	209987.0
114.0	218769.0
115.0	194899.0
116.0	172758.0
117.0	185015.0
118.0	223514.0
119.0	280366.0
120.0	340104.0
121.0	355937.0
122.0	373925.0
123.0	384897.0
124.0	412514.0
125.0	435675.0
126.0	446639.0
127.0	485065.0
128.0	610836.0
129.0	813953.0
130.0	842782.0
131.0	727104.0
132.0	786266.0
133.0	803153.0
134.0	800138.0
135.0	813474.0
136.0	895270.0
137.0	998238.0
138.0	1117815.0
139.0	1254641.0
140.0	1372267.0
141.0	1470467.0
142.0	1579639.0
143.0	1759300.0
144.0	2028265.0
145.0	2270915.0
146.0	2382641.0
147.0	2395773.0
148.0	2361461.0
149.0	2291423.0
150.0	2192827.0
151.0	2084834.0
152.0	2001578.0
153.0	1966414.0
154.0	1956637.0
155.0	1945249.0
156.0	1913143.0
157.0	1836505.0
158.0	1726646.0
159.0	1602918.0
160.0	1477530.0
161.0	1364958.0
162.0	1266738.0
163.0	1189541.0
164.0	1127680.0
165.0	1084713.0
166.0	1049126.0
167.0	1016024.0
168.0	974745.0
169.0	919625.0
170.0	861126.0
171.0	801145.0
172.0	739146.0
173.0	685252.0
174.0	639308.0
175.0	605462.0
176.0	579378.0
177.0	556922.0
178.0	537945.0
179.0	517914.0
180.0	493859.0
181.0	467112.0
182.0	436190.0
183.0	405927.0
184.0	379752.0
185.0	356120.0
186.0	339528.0
187.0	323029.0
188.0	309944.0
189.0	296410.0
190.0	284690.0
191.0	270909.0
192.0	254176.0
193.0	238218.0
194.0	221968.0
195.0	208045.0
196.0	196106.0
197.0	186327.0
198.0	178066.0
199.0	171072.0
200.0	163859.0
201.0	156492.0
202.0	147689.0
203.0	139872.0
204.0	131178.0
205.0	123623.0
206.0	116249.0
207.0	111869.0
208.0	107002.0
209.0	104681.0
210.0	101551.0
211.0	98009.0
212.0	94049.0
213.0	90452.0
214.0	86254.0
215.0	82295.0
216.0	80628.0
217.0	78184.0
218.0	76963.0
219.0	77272.0
220.0	77621.0
221.0	77064.0
222.0	77357.0
223.0	76175.0
224.0	74485.0
225.0	73600.0
226.0	73966.0
227.0	73659.0
228.0	73757.0
229.0	74684.0
230.0	75486.0
231.0	76984.0
232.0	78558.0
233.0	79284.0
234.0	80203.0
235.0	80011.0
236.0	80641.0
237.0	81388.0
238.0	82171.0
239.0	82245.0
240.0	84272.0
241.0	86301.0
242.0	88967.0
243.0	90519.0
244.0	91455.0
245.0	92176.0
246.0	92513.0
247.0	93791.0
248.0	94817.0
249.0	97464.0
250.0	101058.0
251.0	106473.0
252.0	109265.0
253.0	112997.0
254.0	114414.0
255.0	115727.0
256.0	116711.0
257.0	119123.0
258.0	122769.0
259.0	128756.0
260.0	137775.0
261.0	147353.0
262.0	156773.0
263.0	161870.0
264.0	166828.0
265.0	170200.0
266.0	175017.0
267.0	183136.0
268.0	192753.0
269.0	204158.0
270.0	216084.0
271.0	228426.0
272.0	241105.0
273.0	254332.0
274.0	265849.0
275.0	276233.0
276.0	291616.0
277.0	310057.0
278.0	330447.0
279.0	349744.0
280.0	363665.0
281.0	376571.0
282.0	391699.0
283.0	409844.0
284.0	433116.0
285.0	459520.0
286.0	486079.0
287.0	511578.0
288.0	536187.0
289.0	554460.0
290.0	568816.0
291.0	583585.0
292.0	599566.0
293.0	614136.0
294.0	630901.0
295.0	647252.0
296.0	660217.0
297.0	674915.0
298.0	685371.0
299.0	697550.0
300.0	708526.0
301.0	715906.0
302.0	722701.0
303.0	732698.0
304.0	737349.0
305.0	738677.0
306.0	740862.0
307.0	739821.0
308.0	741384.0
309.0	745979.0
310.0	754673.0
311.0	759955.0
312.0	766109.0
313.0	768081.0
314.0	765008.0
315.0	762996.0
316.0	752021.0
317.0	743912.0
318.0	739888.0
319.0	735280.0
320.0	736170.0
321.0	736415.0
322.0	735838.0
323.0	736470.0
324.0	734098.0
325.0	728325.0
326.0	719504.0
327.0	713240.0
328.0	708731.0
329.0	702013.0
330.0	696785.0
331.0	692202.0
332.0	685001.0
333.0	679546.0
334.0	668147.0
335.0	661123.0
336.0	653717.0
337.0	644334.0
338.0	638924.0
339.0	628550.0
340.0	620765.0
341.0	610389.0
342.0	600711.0
343.0	588016.0
344.0	573596.0
345.0	561171.0
346.0	549335.0
347.0	538163.0
348.0	528073.0
349.0	518190.0
350.0	506513.0
351.0	496175.0
352.0	481020.0
353.0	465744.0
354.0	450784.0
355.0	433976.0
356.0	418937.0
357.0	406721.0
358.0	394134.0
359.0	382294.0
360.0	372599.0
361.0	360951.0
362.0	348318.0
363.0	335541.0
364.0	321008.0
365.0	307554.0
366.0	293629.0
367.0	282262.0
368.0	270843.0
369.0	261085.0
370.0	251442.0
371.0	242635.0
372.0	233017.0
373.0	222493.0
374.0	211917.0
375.0	201869.0
376.0	191689.0
377.0	182786.0
378.0	174620.0
379.0	167486.0
380.0	160767.0
381.0	155336.0
382.0	148380.0
383.0	142259.0
384.0	136453.0
385.0	130255.0
386.0	124111.0
387.0	118357.0
388.0	112589.0
389.0	108375.0
390.0	103963.0
391.0	100375.0
392.0	97408.0
393.0	93528.0
394.0	90115.0
395.0	87489.0
396.0	83676.0
397.0	80102.0
398.0	78050.0
399.0	74808.0
400.0	73663.0
401.0	70910.0
402.0	69033.0
403.0	67344.0
