#Coverage (X)	Coverage
1.0	92.9231703986632
2.0	91.74383693092415
3.0	90.24207850359961
4.0	88.3206772359155
5.0	85.91563646428546
6.0	83.02026876354779
7.0	79.64606319497065
8.0	75.82887539640623
9.0	71.62480960842822
10.0	67.10818733325246
11.0	62.35689219435886
12.0	57.457148797835075
13.0	52.492949597220274
14.0	47.550589587457694
15.0	42.707265052272156
16.0	38.032024523415345
17.0	33.58468933433909
18.0	29.411372605003436
19.0	25.54663165049712
20.0	22.013097004026093
21.0	18.81962427396023
22.0	15.966829249879652
23.0	13.448165348851546
24.0	11.242730435695762
25.0	9.334350525631422
26.0	7.699346188276266
27.0	6.3118115827785175
28.0	5.145419019036069
29.0	4.171364261194938
30.0	3.3662110462391723
31.0	2.7065348211228155
32.0	2.1692331053635883
33.0	1.7353351023618444
34.0	1.3871661124193366
35.0	1.1092518779165346
36.0	0.8894301272155758
37.0	0.7157843367545098
38.0	0.5798402302723957
39.0	0.4735290577701079
40.0	0.39102622209684057
41.0	0.3270254938928332
42.0	0.27717863547741217
43.0	0.23846176484190096
44.0	0.2083940780635345
45.0	0.18487468393813344
46.0	0.16628070320550137
47.0	0.15139275055842916
48.0	0.1393657403648234
49.0	0.1295385915902756
50.0	0.12138590400994076
51.0	0.11447292482527871
