#GC Content (%)	Sample	HUMAN (hg19)
1.0	1.1944403979326671E-5	0.0
2.0	1.627277215401337E-5	3.0E-6
3.0	1.9536787498859075E-5	3.0E-6
4.0	1.986791949036516E-5	1.0E-5
5.0	2.2753498273489625E-5	8.0E-6
6.0	3.481616367835418E-5	1.2000000000000002E-5
7.0	6.549317746288228E-5	6.999999999999999E-6
8.0	1.4058918267944106E-4	9.999999999999999E-6
9.0	3.1724810014793797E-4	1.6E-5
10.0	8.019780311426327E-4	1.5000000000000002E-5
11.0	0.0021164301237111484	1.9999999999999998E-5
12.0	0.005389977339455207	1.6E-5
13.0	0.01177003933351361	1.6E-5
14.0	0.021283627015479215	2.4999999999999998E-5
15.0	0.03245351326667315	2.2000000000000003E-5
16.0	0.043466774085884716	2.6999999999999996E-5
17.0	0.05337298970063611	3.3E-5
18.0	0.06144688644038857	3.7000000000000005E-5
19.0	0.06707128157754497	4.7000000000000004E-5
20.0	0.06947638784099411	5.4999999999999995E-5
21.0	0.06864971682419917	6.400000000000001E-5
22.0	0.06570257114293968	9.3E-5
23.0	0.06206674187620285	1.66E-4
24.0	0.05861655939527541	3.03E-4
25.0	0.060832707553000104	7.059999999999999E-4
26.0	0.04709342626599979	0.0016020000000000001
27.0	0.04874551472847898	0.0033690000000000005
28.0	0.04373662300667707	0.006167999999999999
29.0	0.03769145371745685	0.010352
30.0	0.03119592126750325	0.015647
31.0	0.02506304930510414	0.022148
32.0	0.019700697834654585	0.028808
33.0	0.01524051547506336	0.035106000000000005
34.0	0.011770606988356193	0.041161
35.0	0.00897552184805332	0.047408
36.0	0.006792368628053696	0.052698999999999996
37.0	0.005096074044708448	0.057517000000000006
38.0	0.0037961208029108767	0.061487999999999994
39.0	0.002814030620674041	0.063321
40.0	0.0020349953060857587	0.060248
41.0	0.001467198549793252	0.055508
42.0	0.0010397308010440024	0.051446000000000006
43.0	7.387791253351854E-4	0.048194
44.0	5.195224423879413E-4	0.044423
45.0	3.720267924570876E-4	0.040655000000000004
46.0	2.714099716094526E-4	0.03652
47.0	1.9643222781843173E-4	0.032315
48.0	1.3933561156873948E-4	0.028137999999999996
49.0	1.0106621426467895E-4	0.02458
50.0	7.590018291021643E-5	0.020810000000000002
51.0	5.1798504385594876E-5	0.017532
52.0	3.195423718033729E-5	0.014506999999999997
53.0	2.5331597350215576E-5	0.012007
54.0	1.6911383851917965E-5	0.010018
55.0	1.14950105622827E-5	0.008414999999999999
56.0	7.994472366361219E-6	0.007258
57.0	5.913071276894392E-6	0.006174999999999999
58.0	3.571495051244213E-6	0.005363000000000001
59.0	2.1050533745744036E-6	0.0046159999999999994
60.0	2.246967085219869E-6	0.003946
61.0	1.1353096851637233E-6	0.0034579999999999993
62.0	7.805254085500598E-7	0.002915
63.0	3.31131991506086E-7	0.0024610000000000005
64.0	1.8921828086062055E-7	0.0019950000000000002
65.0	1.1826142553788786E-7	0.0016779999999999998
66.0	7.09568553227327E-8	0.0013500000000000003
67.0	7.568731234424822E-7	0.001069
68.0	0.0	8.119999999999999E-4
69.0	2.365228510757757E-8	6.4E-4
70.0	4.730457021515514E-8	5.05E-4
71.0	0.0	4.0299999999999993E-4
72.0	4.730457021515514E-8	3.2E-4
73.0	2.365228510757757E-8	2.79E-4
74.0	0.0	2.0700000000000002E-4
75.0	2.1287056596819814E-7	2.0099999999999998E-4
76.0	0.0	1.54E-4
77.0	2.365228510757757E-8	1.12E-4
78.0	2.365228510757757E-8	7.699999999999999E-5
79.0	2.365228510757757E-8	6.3E-5
80.0	1.4191371064546543E-7	3.7E-5
81.0	0.0	2.8000000000000003E-5
82.0	0.0	1.6E-5
83.0	0.0	9.0E-6
84.0	2.365228510757757E-8	4.0E-6
85.0	0.0	0.0
86.0	4.730457021515514E-8	1.0E-6
87.0	0.0	0.0
88.0	0.0	0.0
89.0	0.0	0.0
90.0	0.0	0.0
91.0	0.0	0.0
92.0	0.0	0.0
93.0	0.0	0.0
94.0	0.0	0.0
95.0	0.0	0.0
96.0	0.0	0.0
97.0	0.0	0.0
98.0	0.0	0.0
99.0	0.0	0.0
100.0	1.6320076724228523E-6	0.0
