#Coverage (X)	Coverage
1.0	91.44118182016213
2.0	89.82298419307503
3.0	87.83290211250475
4.0	85.38617655737096
5.0	82.41670658570175
6.0	78.9285314597156
7.0	74.94832181356753
8.0	70.52898254982559
9.0	65.74722774661743
10.0	60.69822242697128
11.0	55.48029737043677
12.0	50.20119704339412
13.0	44.964834429390336
14.0	39.863579191284046
15.0	34.97724506529855
16.0	30.373957463345533
17.0	26.10740979156614
18.0	22.21133340892726
19.0	18.705929691163846
20.0	15.597023364462174
21.0	12.87922332637406
22.0	10.53364710508744
23.0	8.537284448230977
24.0	6.858791475848022
25.0	5.464892227447422
26.0	4.32164324198834
27.0	3.3929738439874058
28.0	2.646757133922847
29.0	2.0542547808132383
30.0	1.588271072867414
31.0	1.2254101674342337
32.0	0.9457606960250757
33.0	0.7314355342790435
34.0	0.568580690868302
35.0	0.4455877789625049
36.0	0.3531488563087919
37.0	0.2839445787300434
38.0	0.23234319260366476
39.0	0.1939312973304368
40.0	0.16503115585429384
41.0	0.14315264143885997
42.0	0.12653058094589653
43.0	0.11374980998274964
44.0	0.10372662405180222
45.0	0.0956746164064981
46.0	0.08910074246917077
47.0	0.08364844494352042
48.0	0.07898645748774413
49.0	0.07494871143620685
50.0	0.07136636386037765
51.0	0.06814886411059717
