Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69
BACW_53_1_val_1	(1, 36.34411130679526)	(2, 36.32514665826656)	(3, 36.33352926285182)	(4, 36.32133386344428)	(5, 36.32305423483847)	(6, 36.31997174213808)	(7, 36.309878422677976)	(8, 36.31293742785638)	(9, 36.281903428007226)	(10, 36.29559528281838)	(12, 36.25250613554609)	(14, 36.21715520663978)	(16, 36.15372557233546)	(18, 36.1195523198887)	(20, 36.0889483858798)	(22, 36.06297256095882)	(24, 36.04222263637149)	(26, 36.02115924817957)	(28, 35.974034438816375)	(30, 35.97402612537228)	(32, 35.94518231538761)	(34, 35.87762321551764)	(36, 35.839804995929704)	(38, 35.826802519760136)	(40, 35.81146778072896)	(42, 35.777225857264995)	(44, 35.76092214626479)	(46, 35.71792092604346)	(48, 35.667644585719536)	(50, 35.65179286900583)	(52, 35.60953626639602)	(54, 35.57063989144228)	(56, 35.59984423694024)	(58, 35.48568080688873)	(60, 35.47484229554824)	(62, 35.487691789852356)	(64, 35.440053737364735)	(66, 35.4118868608481)	(68, 35.398222921354844)	(70, 35.32307165629538)	(72, 35.336982338754304)	(74, 35.28333253861746)	(76, 35.220241115565685)	(78, 35.19669845719512)	(80, 35.1913198548045)	(82, 35.19158662963234)	(84, 35.10715173653844)	(86, 35.14440121707108)	(88, 35.00187915937131)	(90, 35.03274326047423)	(92, 34.970068384420145)	(94, 34.90090423213152)	(96, 34.88302202398305)	(98, 34.85753680489851)	(100, 34.78867278935281)	(102, 34.83733919385028)	(104, 34.77271910964943)	(106, 34.642748990419534)	(108, 34.60347598152844)	(110, 34.56919208173346)	(112, 34.58870386174067)	(114, 34.49100324118441)	(116, 34.396683681616565)	(118, 34.42440560654283)	(120, 34.431260483825156)	(122, 34.39904529116926)	(124, 34.27582917654436)	(126, 34.190045439338334)	(128, 34.246813593865)	(130, 34.29125171814074)
BACW_53_2	(1, 36.10378984719289)	(2, 36.114596677628775)	(3, 36.12341219766557)	(4, 36.139068119846584)	(5, 36.216334452586494)	(6, 36.1877461055255)	(7, 36.16624236974724)	(8, 36.17240674321612)	(9, 36.17428442530272)	(10, 36.11725036368516)	(15, 36.06955521135466)	(20, 35.993661373861514)	(25, 35.90084124355429)	(30, 35.831010445904546)	(35, 35.742855584393226)	(40, 35.66603705263735)	(45, 35.58454084702812)	(50, 35.508369619554415)	(55, 35.38122965807294)	(60, 35.21546288814019)	(65, 35.10450692205692)	(70, 34.98008120321757)	(75, 34.90709319597363)	(80, 34.788608581836755)	(85, 34.659729853031685)	(90, 34.536610516572615)	(95, 34.36750405112793)	(100, 34.24573451620247)	(105, 34.08087550641399)	(110, 33.859504612119615)	(115, 33.71634375371714)	(120, 33.55033369924041)	(125, 33.35903000757548)	(130, 33.15808522879571)	(135, 32.82950744050758)	(140, 32.560505735013066)	(145, 32.32037409811611)	(150, 32.330777318346264)																																
BACW_53_2_val_2	(1, 36.11858022704559)	(2, 36.094808113773674)	(3, 36.10677474955982)	(4, 36.08482951511943)	(5, 36.085903262926266)	(6, 36.072953826892665)	(7, 36.08805546088712)	(8, 36.06344647994251)	(9, 36.05093199407386)	(10, 36.03287754271433)	(12, 35.98371832868682)	(14, 35.94278650304513)	(16, 35.91998978781915)	(18, 35.875635958557396)	(20, 35.88073317608825)	(22, 35.80352818095011)	(24, 35.793056635188094)	(26, 35.74445701563297)	(28, 35.74255203945773)	(30, 35.6788134297703)	(32, 35.67928090212196)	(34, 35.641448964021635)	(36, 35.6013714337077)	(38, 35.56980827315682)	(40, 35.55463601710292)	(42, 35.49546203099634)	(44, 35.48365941062197)	(46, 35.41533740631775)	(48, 35.337559426727715)	(50, 35.278877860178824)	(52, 35.21648721987144)	(54, 35.17233501598004)	(56, 35.12772103477354)	(58, 35.09059935044345)	(60, 35.0332638761934)	(62, 35.002723688582904)	(64, 34.94390486913625)	(66, 34.943305584858855)	(68, 34.91218848940288)	(70, 34.88526020825098)	(72, 34.81879841051624)	(74, 34.656278004788504)	(76, 34.70435731628068)	(78, 34.713709347802904)	(80, 34.60853118103944)	(82, 34.57243614969091)	(84, 34.463859832934304)	(86, 34.441764072858255)	(88, 34.37838242651811)	(90, 34.35475898960645)	(92, 34.294999962825614)	(94, 34.193778892651615)	(96, 34.193993824529905)	(98, 34.04419126140661)	(100, 33.89704486248495)	(102, 33.94714144756283)	(104, 33.862874834049975)	(106, 33.71820887466148)	(108, 33.84463398336993)	(110, 33.67064203537505)	(112, 33.65310667152796)	(114, 33.52975310830616)	(116, 33.509194327025085)	(118, 33.34197257758062)	(120, 33.3223412477079)	(122, 33.284135186162544)	(124, 33.11080123810909)	(126, 32.966512399649304)	(128, 33.16548247072136)	(130, 33.15261145562613)
BACW_55_1	(1, 35.98078300161995)	(2, 36.05992172475772)	(3, 36.16398842367963)	(4, 36.19498822007062)	(5, 36.270786719949825)	(6, 36.284216336887155)	(7, 36.295387040411335)	(8, 36.299919981172266)	(9, 36.28701215653812)	(10, 36.30029300452171)	(15, 36.27540886471045)	(20, 36.226485908564364)	(25, 36.11117365399942)	(30, 36.02429486959078)	(35, 35.95746604253692)	(40, 35.88796193144738)	(45, 35.784420406790034)	(50, 35.72433081961795)	(55, 35.633643461153646)	(60, 35.54330888910014)	(65, 35.46810210532421)	(70, 35.390623608968724)	(75, 35.31943851049457)	(80, 35.22145961226496)	(85, 35.121067338117385)	(90, 35.05970553351104)	(95, 34.966555172659504)	(100, 34.859218819521764)	(105, 34.742523487368295)	(110, 34.677744870315095)	(115, 34.492354877600846)	(120, 34.41257083872158)	(125, 34.24109473343505)	(130, 34.20984143456255)	(135, 33.967141120516125)	(140, 33.809651800771675)	(145, 33.62163508011931)	(150, 33.46453248638933)																																
BACW_55_1_val_1	(1, 36.30960969140544)	(2, 36.28861857457789)	(3, 36.30342994385627)	(4, 36.28628122231882)	(5, 36.2907259289769)	(6, 36.285954646027925)	(7, 36.277235175133356)	(8, 36.279547794473565)	(9, 36.24566063482637)	(10, 36.260498716611146)	(12, 36.21438997313)	(14, 36.1783363039999)	(16, 36.115847354212505)	(18, 36.07814385986924)	(20, 36.04429718911153)	(22, 36.017627295190024)	(24, 35.99706240478578)	(26, 35.97630595464993)	(28, 35.924998379206116)	(30, 35.92223143065059)	(32, 35.89340880959635)	(34, 35.82165897540081)	(36, 35.78529846093372)	(38, 35.768272583702)	(40, 35.74983410601439)	(42, 35.71338689316005)	(44, 35.69605819813524)	(46, 35.65110435066239)	(48, 35.59960593093624)	(50, 35.58197776981601)	(52, 35.536616526661334)	(54, 35.49530957837354)	(56, 35.52766164532477)	(58, 35.40848619901546)	(60, 35.39649212433372)	(62, 35.40699163430134)	(64, 35.35717368645155)	(66, 35.32821043597643)	(68, 35.31601171795987)	(70, 35.234431825067325)	(72, 35.24798641356604)	(74, 35.19174867627496)	(76, 35.125308753444415)	(78, 35.10111751856708)	(80, 35.09338666416616)	(82, 35.09260446643934)	(84, 35.00328703451494)	(86, 35.04320001927887)	(88, 34.89327411903141)	(90, 34.92477788758083)	(92, 34.859261614693516)	(94, 34.78588952836658)	(96, 34.76860770035934)	(98, 34.74562563047397)	(100, 34.67235129990141)	(102, 34.720353664383424)	(104, 34.65045933824219)	(106, 34.51496254275963)	(108, 34.47587908271343)	(110, 34.43811323542664)	(112, 34.45882331204683)	(114, 34.35412944639748)	(116, 34.25502466335324)	(118, 34.287748997212816)	(120, 34.29597763579598)	(122, 34.26249815860835)	(124, 34.13240430362698)	(126, 34.04558093180384)	(128, 34.1079977808523)	(130, 34.14621734971637)
BACW_55_2	(1, 36.10058616717555)	(2, 36.06476861738163)	(3, 36.10799698941865)	(4, 36.13494157888155)	(5, 36.17987030035004)	(6, 36.163423260264345)	(7, 36.14618568670182)	(8, 36.15367911510027)	(9, 36.16323725636061)	(10, 36.106704519947705)	(15, 36.05353382505325)	(20, 35.97495217834271)	(25, 35.87564166936571)	(30, 35.80226456802718)	(35, 35.708458255260894)	(40, 35.63285574942139)	(45, 35.54392214136832)	(50, 35.47004953341766)	(55, 35.33385006514368)	(60, 35.16969116470452)	(65, 35.052698848503326)	(70, 34.93044159873547)	(75, 34.85035453818097)	(80, 34.734953847232596)	(85, 34.59951732354499)	(90, 34.47719084369233)	(95, 34.30326022588594)	(100, 34.180790357544915)	(105, 34.013988385139896)	(110, 33.788438793566954)	(115, 33.64608534193644)	(120, 33.4778503595396)	(125, 33.28931649916488)	(130, 33.08253479882133)	(135, 32.757726165112516)	(140, 32.48551795656616)	(145, 32.25214928851709)	(150, 32.26374401578181)																																
BACW_55_2_val_2	(1, 36.11145623554528)	(2, 36.08365270215009)	(3, 36.095996129993836)	(4, 36.07729847264328)	(5, 36.0712622809655)	(6, 36.05975322938898)	(7, 36.07202015293244)	(8, 36.045896840164104)	(9, 36.036473983660485)	(10, 36.01774738378627)	(12, 35.96399090537739)	(14, 35.922473548834944)	(16, 35.895156071753895)	(18, 35.85072529701942)	(20, 35.85662674662322)	(22, 35.774574231623006)	(24, 35.759502764909655)	(26, 35.710798623067205)	(28, 35.711376217559526)	(30, 35.64935372518812)	(32, 35.648136336820954)	(34, 35.603157403687845)	(36, 35.561556128720305)	(38, 35.53270276774304)	(40, 35.52081837771781)	(42, 35.45874656409397)	(44, 35.44140542991758)	(46, 35.36885282020169)	(48, 35.29392782417628)	(50, 35.23594848721142)	(52, 35.17379910691912)	(54, 35.12719253774578)	(56, 35.07893328440923)	(58, 35.0410950129372)	(60, 34.98625182415437)	(62, 34.957461682636136)	(64, 34.89617816905668)	(66, 34.88986892718377)	(68, 34.857598013172534)	(70, 34.8350951085058)	(72, 34.77087140886563)	(74, 34.60318652940414)	(76, 34.64836242902393)	(78, 34.65782472378121)	(80, 34.55089100236754)	(82, 34.51973665925572)	(84, 34.410440680477905)	(86, 34.38484233651421)	(88, 34.31520332116135)	(90, 34.29235190141785)	(92, 34.237641448056195)	(94, 34.13788531848591)	(96, 34.13529073275449)	(98, 33.97787234478541)	(100, 33.82754092760191)	(102, 33.8842861714701)	(104, 33.80231678022771)	(106, 33.65289926356432)	(108, 33.78044500081724)	(110, 33.60426912386517)	(112, 33.586733100729234)	(114, 33.46727799343202)	(116, 33.447313753365734)	(118, 33.276751462342375)	(120, 33.25244196841342)	(122, 33.21533556418459)	(124, 33.04515704176088)	(126, 32.90278853126587)	(128, 33.10775728434923)	(130, 33.067420666519126)
BACW_56_1	(1, 36.060036977190606)	(2, 36.14977739566191)	(3, 36.23853146865162)	(4, 36.234697466008654)	(5, 36.297267177257005)	(6, 36.304495765548104)	(7, 36.32702712762672)	(8, 36.33314326525277)	(9, 36.322639830685)	(10, 36.33590063829324)	(15, 36.314652795742845)	(20, 36.27177593202889)	(25, 36.16213928022685)	(30, 36.08308509760233)	(35, 36.01804275798278)	(40, 35.95489728267189)	(45, 35.8538226694274)	(50, 35.80021091919144)	(55, 35.71278417976816)	(60, 35.62709404559472)	(65, 35.553205153918746)	(70, 35.48151742616716)	(75, 35.412811256378674)	(80, 35.322688631793504)	(85, 35.22686460861839)	(90, 35.17191335973199)	(95, 35.08231427263842)	(100, 34.980164104906336)	(105, 34.86766167218282)	(110, 34.807641925123406)	(115, 34.63411534096451)	(120, 34.56176124898157)	(125, 34.399599534184034)	(130, 34.37166466315528)	(135, 34.13698888231115)	(140, 33.98927349012755)	(145, 33.808027974186565)	(150, 33.65635897938085)																																
BACW_56_1_val_1	(1, 36.343694130389615)	(2, 36.323829554912386)	(3, 36.34086112279366)	(4, 36.318702236819675)	(5, 36.32508858809423)	(6, 36.3227486745599)	(7, 36.31596938884712)	(8, 36.32041144639971)	(9, 36.29026776262561)	(10, 36.30370655531895)	(12, 36.260479017661694)	(14, 36.22555525400131)	(16, 36.16531989918194)	(18, 36.13187023162074)	(20, 36.10220672728849)	(22, 36.07707038768635)	(24, 36.05584872775435)	(26, 36.034293922185)	(28, 35.98806987872188)	(30, 35.98723962222302)	(32, 35.959834464629054)	(34, 35.89097623509576)	(36, 35.85217994192017)	(38, 35.83965445790232)	(40, 35.82418467470907)	(42, 35.78941828874914)	(44, 35.772283729283004)	(46, 35.72910341642198)	(48, 35.67959780899282)	(50, 35.66258222643899)	(52, 35.62053241414922)	(54, 35.58108631601475)	(56, 35.610322095169934)	(58, 35.494639543872125)	(60, 35.48421268655692)	(62, 35.4982091405438)	(64, 35.45088802442757)	(66, 35.42152120922792)	(68, 35.4077943778495)	(70, 35.33298370886603)	(72, 35.34825431998267)	(74, 35.293541183842066)	(76, 35.22937952260561)	(78, 35.206796072482085)	(80, 35.20192455420387)	(82, 35.202639504471435)	(84, 35.11791817132587)	(86, 35.155474053944374)	(88, 35.01064371264388)	(90, 35.04076918793728)	(92, 34.97987141555616)	(94, 34.9109385516317)	(96, 34.893270286710475)	(98, 34.867579958727546)	(100, 34.79768100373107)	(102, 34.84804696611482)	(104, 34.785438425153785)	(106, 34.6538511693851)	(108, 34.615182586847034)	(110, 34.58131951694752)	(112, 34.603204187320046)	(114, 34.50539329871097)	(116, 34.40971020134343)	(118, 34.43717457383954)	(120, 34.44540636812885)	(122, 34.4131363577742)	(124, 34.287951345755104)	(126, 34.20100807859954)	(128, 34.25608296504565)	(130, 34.305818263375386)
BACW_56_2	(1, 36.128272702774936)	(2, 36.1304379552388)	(3, 36.19031610800726)	(4, 36.206577390218705)	(5, 36.26605041511961)	(6, 36.234743779447534)	(7, 36.21813835350263)	(8, 36.22586560051886)	(9, 36.227488796326114)	(10, 36.16985005893913)	(15, 36.120125702049876)	(20, 36.04150913950154)	(25, 35.94932790446764)	(30, 35.87724313222214)	(35, 35.78963491643683)	(40, 35.7115858206585)	(45, 35.63051543872959)	(50, 35.55396620278954)	(55, 35.42726551400316)	(60, 35.2621516371478)	(65, 35.15188085109989)	(70, 35.028405669924226)	(75, 34.95517119545485)	(80, 34.838611791053054)	(85, 34.7083350478472)	(90, 34.5865507622858)	(95, 34.41656748777545)	(100, 34.29641078128829)	(105, 34.13272331073621)	(110, 33.91133971250033)	(115, 33.768244223684604)	(120, 33.60132629502474)	(125, 33.41021884585226)	(130, 33.206451970265746)	(135, 32.87696419924595)	(140, 32.600753768038)	(145, 32.35795949288555)	(150, 32.36179550567599)																																
BACW_56_2_val_2	(1, 36.17140252014356)	(2, 36.14554338878954)	(3, 36.15970618320479)	(4, 36.142065335684556)	(5, 36.138603822827534)	(6, 36.126247694983384)	(7, 36.13861385328675)	(8, 36.11046187493037)	(9, 36.09893211747968)	(10, 36.07944669059961)	(12, 36.03097539730275)	(14, 35.993102053885636)	(16, 35.96849417054459)	(18, 35.92265487526932)	(20, 35.926812768761664)	(22, 35.84967538480187)	(24, 35.8386888510147)	(26, 35.791740306801955)	(28, 35.78893519963406)	(30, 35.7241313511888)	(32, 35.72495130710551)	(34, 35.68648512016525)	(36, 35.647223677687506)	(38, 35.61615883549758)	(40, 35.600832795199)	(42, 35.541308780845235)	(44, 35.527519435534316)	(46, 35.46135195485135)	(48, 35.38485927904273)	(50, 35.326445936091744)	(52, 35.262769506962904)	(54, 35.21888993426957)	(56, 35.17509512982893)	(58, 35.139503004082925)	(60, 35.082686651595)	(62, 35.05107477996827)	(64, 34.99225361253259)	(66, 34.99195708127006)	(68, 34.96148463532086)	(70, 34.936647694129704)	(72, 34.869331887328826)	(74, 34.70664770095053)	(76, 34.75388507044441)	(78, 34.76384600155551)	(80, 34.65938141676351)	(82, 34.624163406946394)	(84, 34.516256745896726)	(86, 34.492420721859006)	(88, 34.428823452101476)	(90, 34.40632801374738)	(92, 34.34833258694501)	(94, 34.247818685602894)	(96, 34.248313547643704)	(98, 34.09845502049923)	(100, 33.95194817192707)	(102, 34.00178932216075)	(104, 33.91768581624228)	(106, 33.772956814190465)	(108, 33.89846865379282)	(110, 33.72354330442691)	(112, 33.706621607047026)	(114, 33.5837868821889)	(116, 33.56217811771374)	(118, 33.3945978943819)	(120, 33.371758856929944)	(122, 33.33032795305304)	(124, 33.15754324854001)	(126, 33.011126036664166)	(128, 33.203388191073515)	(130, 33.17979138108057)
BACW_57_1	(1, 36.04628821670623)	(2, 36.13049298376837)	(3, 36.22958891632225)	(4, 36.23313926568871)	(5, 36.301611757938495)	(6, 36.31027821691727)	(7, 36.33092730065045)	(8, 36.33506660646368)	(9, 36.3247259610902)	(10, 36.33446252460816)	(15, 36.31688675006942)	(20, 36.26736377693088)	(25, 36.16028613395847)	(30, 36.077539324295664)	(35, 36.01390636616493)	(40, 35.94780254854279)	(45, 35.84701908596725)	(50, 35.79143012075386)	(55, 35.704133628162374)	(60, 35.61708923612041)	(65, 35.54337253690816)	(70, 35.4704196391678)	(75, 35.40220118805831)	(80, 35.31115698416369)	(85, 35.21520558893079)	(90, 35.15898564990041)	(95, 35.071462781061726)	(100, 34.96794759824767)	(105, 34.85418682963272)	(110, 34.79367425333315)	(115, 34.61967688447681)	(120, 34.54631506276915)	(125, 34.385149485019625)	(130, 34.35675186469062)	(135, 34.121968224634564)	(140, 33.97433790489947)	(145, 33.795770979041535)	(150, 33.64700347311587)																																
BACW_57_1_val_1	(1, 36.34159981803281)	(2, 36.323910669567894)	(3, 36.33779514133217)	(4, 36.32502305253435)	(5, 36.33634861182123)	(6, 36.327167457247334)	(7, 36.317196760575854)	(8, 36.318575051930914)	(9, 36.286812697636655)	(10, 36.29867267740427)	(12, 36.2556775787361)	(14, 36.224620915346534)	(16, 36.16464454953539)	(18, 36.12790107160952)	(20, 36.096458663871104)	(22, 36.07099067091097)	(24, 36.05232295414932)	(26, 36.031724133961575)	(28, 35.981719343381855)	(30, 35.980359999989304)	(32, 35.9525615309794)	(34, 35.88362800681432)	(36, 35.846866429246504)	(38, 35.83137809683794)	(40, 35.81586675121786)	(42, 35.77957888975463)	(44, 35.764109046832054)	(46, 35.72056604870312)	(48, 35.67024489355586)	(50, 35.65310509196635)	(52, 35.609746350746484)	(54, 35.571242664450594)	(56, 35.601489234854846)	(58, 35.483076426208484)	(60, 35.47346728722953)	(62, 35.48627193673728)	(64, 35.43984381828538)	(66, 35.41110917231076)	(68, 35.39638483999144)	(70, 35.3211020863578)	(72, 35.335862875318)	(74, 35.28271927375703)	(76, 35.2182758782252)	(78, 35.19407503841228)	(80, 35.18893831231685)	(82, 35.1893773235015)	(84, 35.10655999184132)	(86, 35.145997967867835)	(88, 34.998803226238294)	(90, 35.029983552569554)	(92, 34.966993021352735)	(94, 34.898499350517966)	(96, 34.88032547023832)	(98, 34.85474229952854)	(100, 34.78501541174146)	(102, 34.83467363453512)	(104, 34.771987383552286)	(106, 34.64135195232191)	(108, 34.601337229948875)	(110, 34.56808734218782)	(112, 34.5894177316642)	(114, 34.492046323468145)	(116, 34.396979627281986)	(118, 34.425025381472935)	(120, 34.43486604991128)	(122, 34.398507425829365)	(124, 34.27469102418218)	(126, 34.18703485118587)	(128, 34.24048023692293)	(130, 34.29238584645045)
BACW_57_2	(1, 36.09368597123341)	(2, 36.09655491987999)	(3, 36.12696948046484)	(4, 36.129790694617576)	(5, 36.1956569523514)	(6, 36.16482727149477)	(7, 36.146795281874894)	(8, 36.150580003016266)	(9, 36.15603126844347)	(10, 36.09942599913735)	(15, 36.04628455767369)	(20, 35.960343671465)	(25, 35.866851276455705)	(30, 35.7872856467637)	(35, 35.688990822942586)	(40, 35.597745096866554)	(45, 35.51098080808054)	(50, 35.43813506418118)	(55, 35.29972055309334)	(60, 35.1139289831353)	(65, 34.98248354291362)	(70, 34.847892110386866)	(75, 34.762096133249884)	(80, 34.638488073614745)	(85, 34.495086575638396)	(90, 34.36494736230157)	(95, 34.18291284675587)	(100, 34.0532979968339)	(105, 33.87898688383707)	(110, 33.64502931031028)	(115, 33.49492832477565)	(120, 33.32418836512287)	(125, 33.12724987196369)	(130, 32.916600523028684)	(135, 32.578052002857206)	(140, 32.304311599796875)	(145, 32.06649893989491)	(150, 32.08452907704925)																																
BACW_57_2_val_2	(1, 36.10084345345519)	(2, 36.07439390339559)	(3, 36.09180062120509)	(4, 36.07397405964618)	(5, 36.06882173906373)	(6, 36.05638676328743)	(7, 36.066885933709365)	(8, 36.03478308203821)	(9, 36.02220195905133)	(10, 36.00120861897136)	(12, 35.94935517215764)	(14, 35.91289444403603)	(16, 35.88828012611606)	(18, 35.839936184650135)	(20, 35.842721707479086)	(22, 35.758119381835925)	(24, 35.74582199901852)	(26, 35.69272401298461)	(28, 35.68778895565369)	(30, 35.61635243158621)	(32, 35.61243288355395)	(34, 35.56774552449462)	(36, 35.52986812929916)	(38, 35.499983673751586)	(40, 35.48792942674331)	(42, 35.428198951665095)	(44, 35.41257315985259)	(46, 35.33900661408049)	(48, 35.254744036076595)	(50, 35.18510157417232)	(52, 35.11867640134287)	(54, 35.06525660391876)	(56, 35.01121689022666)	(58, 34.9698452871213)	(60, 34.90870158587042)	(62, 34.876762919929725)	(64, 34.811760501576195)	(66, 34.80602310181109)	(68, 34.77176799245219)	(70, 34.74655305493481)	(72, 34.67743462528444)	(74, 34.502854002234685)	(76, 34.54935610152785)	(78, 34.55958182627454)	(80, 34.44720769026253)	(82, 34.41210863388342)	(84, 34.298550489532744)	(86, 34.271384065283904)	(88, 34.20096719739449)	(90, 34.17569125448887)	(92, 34.116577236915724)	(94, 34.01315330161379)	(96, 34.00928523332804)	(98, 33.84879347023363)	(100, 33.69208447571223)	(102, 33.75118146241225)	(104, 33.664563839236024)	(106, 33.505924815108)	(108, 33.641509497636804)	(110, 33.462626548069565)	(112, 33.442226615669796)	(114, 33.3180331197033)	(116, 33.293123301631844)	(118, 33.12169087579798)	(120, 33.097081848559995)	(122, 33.054343011024365)	(124, 32.87615616859887)	(126, 32.72139042491388)	(128, 32.936436562341065)	(130, 32.87489105480356)
BACW_58_1	(1, 36.04874956109221)	(2, 36.13308463457255)	(3, 36.22438720274671)	(4, 36.21821866966877)	(5, 36.28359027086588)	(6, 36.291218936599854)	(7, 36.31669344374227)	(8, 36.32713686613688)	(9, 36.32380640562867)	(10, 36.32710366882511)	(15, 36.306653961680794)	(20, 36.267049897497095)	(25, 36.15390975133568)	(30, 36.07928376908736)	(35, 36.012387844542616)	(40, 35.952692933277135)	(45, 35.850691915079366)	(50, 35.79998374589527)	(55, 35.71190197873979)	(60, 35.62739565607664)	(65, 35.55354235306494)	(70, 35.48276161039197)	(75, 35.41448656754295)	(80, 35.325905839932894)	(85, 35.23028541900494)	(90, 35.17499394238934)	(95, 35.08752647877769)	(100, 34.9862004512382)	(105, 34.87410094520586)	(110, 34.81333924207968)	(115, 34.640521214104346)	(120, 34.566703211575415)	(125, 34.4049192025404)	(130, 34.37585264072204)	(135, 34.14023575838143)	(140, 33.98998679775607)	(145, 33.804963381939956)	(150, 33.65175190813882)																																
BACW_58_1_val_1	(1, 36.338296324158094)	(2, 36.31551400289251)	(3, 36.32536739295202)	(4, 36.304995107349896)	(5, 36.31568302734436)	(6, 36.31238613224718)	(7, 36.30703494128019)	(8, 36.31380933914553)	(9, 36.28551011683355)	(10, 36.30052627407883)	(12, 36.25539289290492)	(14, 36.21753899261999)	(16, 36.15558361026602)	(18, 36.125455067926374)	(20, 36.09862091849148)	(22, 36.073482818606635)	(24, 36.04993825024576)	(26, 36.02825624656401)	(28, 35.98356018417249)	(30, 35.985096250865936)	(32, 35.957553357456334)	(34, 35.887994179244885)	(36, 35.84898677036699)	(38, 35.83698246842076)	(40, 35.823782796830386)	(42, 35.78943670527521)	(44, 35.77194244032009)	(46, 35.727909822595294)	(48, 35.67885973495508)	(50, 35.66261654948264)	(52, 35.62103084862339)	(54, 35.58128219408629)	(56, 35.610207211718404)	(58, 35.495712977237254)	(60, 35.48524297390432)	(62, 35.49935071035597)	(64, 35.45254615960857)	(66, 35.423152259645846)	(68, 35.40937577255608)	(70, 35.33591660985393)	(72, 35.35127368123813)	(74, 35.296882106327566)	(76, 35.23266992396394)	(78, 35.210733717343345)	(80, 35.20502439869059)	(82, 35.20536838376811)	(84, 35.121648224518275)	(86, 35.159710243775294)	(88, 35.017511267511765)	(90, 35.04741906345334)	(92, 34.98553305034187)	(94, 34.916309475360094)	(96, 34.8994849815636)	(98, 34.87429473174714)	(100, 34.80392870798831)	(102, 34.85369218145169)	(104, 34.79071450343011)	(106, 34.66029583481044)	(108, 34.62123859051107)	(110, 34.58697068273182)	(112, 34.608077943179005)	(114, 34.509730741424896)	(116, 34.41470839529475)	(118, 34.442667648122466)	(120, 34.450396062279665)	(122, 34.41673068676711)	(124, 34.29086586193113)	(126, 34.20382416841579)	(128, 34.258493792284355)	(130, 34.30902418822984)
BACW_58_2	(1, 36.15380023701021)	(2, 36.1684253363195)	(3, 36.23195594134279)	(4, 36.234055427735285)	(5, 36.304111857273334)	(6, 36.275110615010576)	(7, 36.25669639228042)	(8, 36.27070643148495)	(9, 36.26775659540079)	(10, 36.21608520293252)	(15, 36.171225411770656)	(20, 36.100984746844134)	(25, 36.01353236833962)	(30, 35.945054856642805)	(35, 35.86190892953634)	(40, 35.78512336553812)	(45, 35.70790046749657)	(50, 35.634011042544344)	(55, 35.51494297785104)	(60, 35.356331185133016)	(65, 35.252751421583056)	(70, 35.13228373629737)	(75, 35.06237717840014)	(80, 34.948041443142486)	(85, 34.82430102994751)	(90, 34.705260594243576)	(95, 34.54286262151939)	(100, 34.42474017000247)	(105, 34.26676933807239)	(110, 34.05328358703456)	(115, 33.912844435024915)	(120, 33.74925252636692)	(125, 33.56217720978973)	(130, 33.36189328426674)	(135, 33.03997555095737)	(140, 32.767465617466414)	(145, 32.525406790672065)	(150, 32.523889187566304)																																
BACW_58_2_val_2	(1, 36.21533915906897)	(2, 36.19555004498428)	(3, 36.207742775484945)	(4, 36.18586465431299)	(5, 36.188422376020206)	(6, 36.17376897598342)	(7, 36.186389375847504)	(8, 36.1657567924187)	(9, 36.15289516945381)	(10, 36.13681887857995)	(12, 36.0919346925122)	(14, 36.05360932061323)	(16, 36.03154281837105)	(18, 35.98862089240716)	(20, 35.99212779119774)	(22, 35.91793812179585)	(24, 35.91033734360655)	(26, 35.86374897312829)	(28, 35.86017865695266)	(30, 35.79725611894432)	(32, 35.79745638354048)	(34, 35.7615702747527)	(36, 35.724129904262924)	(38, 35.69355639967093)	(40, 35.67858346865286)	(42, 35.62184713303134)	(44, 35.60947470261793)	(46, 35.54768076428841)	(48, 35.47469623137485)	(50, 35.41867003610998)	(52, 35.35572556084294)	(54, 35.31656073868201)	(56, 35.27598258561362)	(58, 35.24004435946969)	(60, 35.184467515712804)	(62, 35.15353671618282)	(64, 35.09859344847948)	(66, 35.09836040857468)	(68, 35.068836374955865)	(70, 35.04247074850635)	(72, 34.97812243956564)	(74, 34.82455013211805)	(76, 34.86924213195847)	(78, 34.87694194296522)	(80, 34.77769347634003)	(82, 34.74188846599441)	(84, 34.638939733646666)	(86, 34.616674281293946)	(88, 34.556241196427024)	(90, 34.53244933971368)	(92, 34.47580303320791)	(94, 34.379450281984234)	(96, 34.378689954832055)	(98, 34.236511656982394)	(100, 34.09756413355355)	(102, 34.14126886114499)	(104, 34.0583735504884)	(106, 33.92024509987702)	(108, 34.03932961339261)	(110, 33.87050888517958)	(112, 33.85407811438854)	(114, 33.73223824672668)	(116, 33.71120251476087)	(118, 33.54932607186315)	(120, 33.52630075818732)	(122, 33.485654514795264)	(124, 33.31502913751804)	(126, 33.173780723956845)	(128, 33.360339929093016)	(130, 33.35613282769993)
