Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69
BACW_45_2	(1, 36.18338048292964)	(2, 36.19329761942442)	(3, 36.22335567935606)	(4, 36.21663370174358)	(5, 36.27607588451558)	(6, 36.26130696192992)	(7, 36.24994613970811)	(8, 36.26104455341738)	(9, 36.26085419271168)	(10, 36.206349011079894)	(15, 36.160660998749805)	(20, 36.088722590378325)	(25, 35.99972039297873)	(30, 35.93416494292833)	(35, 35.851474788843824)	(40, 35.77835251244614)	(45, 35.7008979599569)	(50, 35.62811129608788)	(55, 35.50908274129649)	(60, 35.35183380645953)	(65, 35.24817178731949)	(70, 35.12905750165727)	(75, 35.06077075921117)	(80, 34.94759690216836)	(85, 34.82443907756001)	(90, 34.707141568723706)	(95, 34.54473011759343)	(100, 34.43005771967337)	(105, 34.27387491514234)	(110, 34.06126675794951)	(115, 33.92252772147633)	(120, 33.76199389989662)	(125, 33.5776162679634)	(130, 33.3834264294998)	(135, 33.067897818051655)	(140, 32.80466859254517)	(145, 32.57194251738716)	(150, 32.57774864598528)																																
BACW_45_2_val_2	(1, 36.208722479934224)	(2, 36.18438243814064)	(3, 36.19602940674717)	(4, 36.1772619166367)	(5, 36.176613697034504)	(6, 36.16518950504153)	(7, 36.177721708866116)	(8, 36.1551346157995)	(9, 36.14240770355031)	(10, 36.126553826943464)	(12, 36.079593877560214)	(14, 36.039840379237035)	(16, 36.017669771760254)	(18, 35.97618606529585)	(20, 35.98125441768954)	(22, 35.90826458202712)	(24, 35.89897583485606)	(26, 35.85357455226565)	(28, 35.85101679988118)	(30, 35.79026925511208)	(32, 35.79121894732023)	(34, 35.7552047348384)	(36, 35.71711142180058)	(38, 35.686983802213334)	(40, 35.672553303616226)	(42, 35.61542308104221)	(44, 35.60494442109387)	(46, 35.54151356075134)	(48, 35.46820470297301)	(50, 35.413469611704286)	(52, 35.3510439619681)	(54, 35.31184752282195)	(56, 35.270245425151145)	(58, 35.234999666019625)	(60, 35.18010029724994)	(62, 35.150086439458526)	(64, 35.09417305855921)	(66, 35.095623381669675)	(68, 35.06572544219627)	(70, 35.04005800320427)	(72, 34.976119856433186)	(74, 34.8210598064137)	(76, 34.86658091787697)	(78, 34.875051194497786)	(80, 34.775626483254285)	(82, 34.74059537357938)	(84, 34.63761159607452)	(86, 34.61476201783555)	(88, 34.554143530697786)	(90, 34.532813394291864)	(92, 34.476061036517066)	(94, 34.38076910654425)	(96, 34.3813287753095)	(98, 34.238304816386616)	(100, 34.09712605597348)	(102, 34.14302315062061)	(104, 34.061547509714075)	(106, 33.922886925904294)	(108, 34.04236559043029)	(110, 33.873539875461795)	(112, 33.8586587033316)	(114, 33.73752961989301)	(116, 33.718360127501924)	(118, 33.55423385906294)	(120, 33.53420469247911)	(122, 33.49486409207711)	(124, 33.32492228258535)	(126, 33.18603437115953)	(128, 33.36913530005219)	(130, 33.374887120009895)
BACW_47_1	(1, 36.030838252574625)	(2, 36.11856072544997)	(3, 36.212177587078564)	(4, 36.210682228079065)	(5, 36.27892952824979)	(6, 36.2851342527138)	(7, 36.30951143020124)	(8, 36.3119872346649)	(9, 36.30486578040508)	(10, 36.31519682266081)	(15, 36.29560911382602)	(20, 36.25203939380681)	(25, 36.14006129977896)	(30, 36.06112752934502)	(35, 35.99553691597114)	(40, 35.93319882296277)	(45, 35.8315305820874)	(50, 35.778446928533235)	(55, 35.689417274745416)	(60, 35.60413578830854)	(65, 35.53052630019115)	(70, 35.45938678866133)	(75, 35.39162925523806)	(80, 35.301100385126354)	(85, 35.20595213255037)	(90, 35.150599280506896)	(95, 35.063008650455764)	(100, 34.9615713638241)	(105, 34.8506484522296)	(110, 34.7909985652455)	(115, 34.616539892835064)	(120, 34.54337222981002)	(125, 34.382874304385105)	(130, 34.35584579061119)	(135, 34.121164318183716)	(140, 33.97303026242473)	(145, 33.786626453856215)	(150, 33.63360282227685)																																
BACW_47_1_val_1	(1, 36.32730518061722)	(2, 36.30296186317296)	(3, 36.314069611856425)	(4, 36.29917747317055)	(5, 36.30501784410084)	(6, 36.30303081234205)	(7, 36.296734811123194)	(8, 36.3023811779333)	(9, 36.27216942793668)	(10, 36.28594005342535)	(12, 36.2397828061884)	(14, 36.20342961653627)	(16, 36.14285356530591)	(18, 36.11056589919207)	(20, 36.08047501693431)	(22, 36.05505856025671)	(24, 36.03306738859299)	(26, 36.01227967122946)	(28, 35.96591916970239)	(30, 35.96598264540573)	(32, 35.93831820423328)	(34, 35.868264665173946)	(36, 35.83078327644854)	(38, 35.81753005672269)	(40, 35.80231079493698)	(42, 35.76838671000495)	(44, 35.75004103856152)	(46, 35.70570070772019)	(48, 35.65689383458661)	(50, 35.64014884870793)	(52, 35.59793658976456)	(54, 35.55809007038466)	(56, 35.5882089702706)	(58, 35.472399216151175)	(60, 35.462131920918345)	(62, 35.47623713484606)	(64, 35.4294970648435)	(66, 35.40037332579954)	(68, 35.38764048419634)	(70, 35.31146248433474)	(72, 35.32699448786187)	(74, 35.27291791426065)	(76, 35.209044275800665)	(78, 35.186608787951215)	(80, 35.18110995538087)	(82, 35.182038531695156)	(84, 35.09703852321897)	(86, 35.1361148164438)	(88, 34.992723427168855)	(90, 35.02316863976003)	(92, 34.961029015309535)	(94, 34.89194467497244)	(96, 34.87651403730068)	(98, 34.85100931345535)	(100, 34.78096977403672)	(102, 34.831458090132585)	(104, 34.76821533053382)	(106, 34.63603102370206)	(108, 34.59737686706749)	(110, 34.562667883220875)	(112, 34.584577689046895)	(114, 34.486878811236735)	(116, 34.39201083815996)	(118, 34.421402589209094)	(120, 34.43024888089912)	(122, 34.396564771489835)	(124, 34.27127241721048)	(126, 34.18356841852084)	(128, 34.24144780773166)	(130, 34.287518245602854)
BACW_47_2	(1, 36.011289062003826)	(2, 35.99397465421083)	(3, 36.08345863274196)	(4, 36.12298915203002)	(5, 36.19370760954848)	(6, 36.16385701528555)	(7, 36.149773723198464)	(8, 36.16367327748507)	(9, 36.169242385577284)	(10, 36.11687699287912)	(15, 36.069063994360036)	(20, 35.990703228592295)	(25, 35.89496772019461)	(30, 35.820717387372746)	(35, 35.730445046787274)	(40, 35.65001904161206)	(45, 35.568384787168135)	(50, 35.49003646432602)	(55, 35.36166254503846)	(60, 35.19189813780203)	(65, 35.07985098981322)	(70, 34.953691878995606)	(75, 34.88139568765707)	(80, 34.76317808604791)	(85, 34.632481441349825)	(90, 34.51024971423619)	(95, 34.33820423458381)	(100, 34.2184321792418)	(105, 34.05156784986267)	(110, 33.82909545057866)	(115, 33.685100380693044)	(120, 33.521571273761694)	(125, 33.32817917153129)	(130, 33.12641152993707)	(135, 32.79230784237815)	(140, 32.517801254057176)	(145, 32.272944249763256)	(150, 32.28293323025143)																																
BACW_47_2_val_2	(1, 36.11687545537927)	(2, 36.09494621886232)	(3, 36.10906355468458)	(4, 36.08957406404144)	(5, 36.08851665864137)	(6, 36.07497446383661)	(7, 36.08812428050621)	(8, 36.06155874714549)	(9, 36.04965220264961)	(10, 36.03037019251548)	(12, 35.98141581753485)	(14, 35.94173156535219)	(16, 35.91619700629466)	(18, 35.867919170479595)	(20, 35.87176129823984)	(22, 35.793779724319535)	(24, 35.78316988779463)	(26, 35.733620296022494)	(28, 35.73053393692871)	(30, 35.6639709832389)	(32, 35.665134134954485)	(34, 35.62471024732565)	(36, 35.586701639767725)	(38, 35.55539406518585)	(40, 35.53877751082934)	(42, 35.477900145968846)	(44, 35.46444823861509)	(46, 35.3969688153327)	(48, 35.31964117323585)	(50, 35.25755902382349)	(52, 35.19348906664129)	(54, 35.14833902023045)	(56, 35.103983668883764)	(58, 35.06784996100916)	(60, 35.00865844468896)	(62, 34.977385846853664)	(64, 34.91703064263681)	(66, 34.91841461585922)	(68, 34.88876793252736)	(70, 34.86281139578513)	(72, 34.7939104546396)	(74, 34.627004744485326)	(76, 34.677426056332905)	(78, 34.68952336455868)	(80, 34.58271333452082)	(82, 34.547183331411645)	(84, 34.435641191819094)	(86, 34.412895821154095)	(88, 34.34980564135116)	(90, 34.32837139294516)	(92, 34.26796892740296)	(94, 34.16496870679214)	(96, 34.16477200735659)	(98, 34.014193359459355)	(100, 33.864892948570485)	(102, 33.91687883020251)	(104, 33.83200915878979)	(106, 33.68243540421658)	(108, 33.814709604076036)	(110, 33.63965375198874)	(112, 33.623114260668885)	(114, 33.496784587306415)	(116, 33.47468073963513)	(118, 33.30541887100259)	(120, 33.285317474191636)	(122, 33.24433158859107)	(124, 33.06699148531893)	(126, 32.91535207734069)	(128, 33.1129895129026)	(130, 33.07816762050913)
BACW_48_1	(1, 36.001852359351126)	(2, 36.096599041854894)	(3, 36.196524885831785)	(4, 36.207516742676845)	(5, 36.27730143339073)	(6, 36.28605289683422)	(7, 36.30560178455162)	(8, 36.312089712782615)	(9, 36.30146995877675)	(10, 36.31350980214692)	(15, 36.29134928439715)	(20, 36.24517470963017)	(25, 36.13211114059341)	(30, 36.048531517679365)	(35, 35.9836375753775)	(40, 35.916662475310524)	(45, 35.81556223847042)	(50, 35.75850008976572)	(55, 35.670280202497985)	(60, 35.5817379335336)	(65, 35.5081784665867)	(70, 35.434214136954985)	(75, 35.36505532707163)	(80, 35.27172423120922)	(85, 35.1745905990855)	(90, 35.11620730464648)	(95, 35.02481126138345)	(100, 34.91876208253417)	(105, 34.80056207482726)	(110, 34.7341313836184)	(115, 34.55138892146924)	(120, 34.46974282241381)	(125, 34.29860650479433)	(130, 34.26239554833809)	(135, 34.01840413322809)	(140, 33.85870882023805)	(145, 33.66815693139727)	(150, 33.50989471806563)																																
BACW_48_1_val_1	(1, 36.32333528492345)	(2, 36.30000531598877)	(3, 36.317425067141)	(4, 36.29757929983174)	(5, 36.30473428187468)	(6, 36.30120532101354)	(7, 36.292339892845)	(8, 36.29626129531479)	(9, 36.263885658944915)	(10, 36.27764504071064)	(12, 36.23367002849672)	(14, 36.1986501190687)	(16, 36.13604854661811)	(18, 36.09971012519884)	(20, 36.06725172853292)	(22, 36.04215946482063)	(24, 36.0224283253597)	(26, 36.00156647854356)	(28, 35.95186729610336)	(30, 35.949434370370454)	(32, 35.92170541480205)	(34, 35.85200638876218)	(36, 35.81472290616128)	(38, 35.80082092671456)	(40, 35.7830887768192)	(42, 35.74722250421108)	(44, 35.730434066019434)	(46, 35.68708133241589)	(48, 35.636375242276586)	(50, 35.61797147454128)	(52, 35.574959334132316)	(54, 35.53473001563186)	(56, 35.56596475305419)	(58, 35.4489537605624)	(60, 35.43709636072904)	(62, 35.4509748242891)	(64, 35.401406922305526)	(66, 35.37320206887293)	(68, 35.36070494852098)	(70, 35.28261710000578)	(72, 35.297450429760865)	(74, 35.241863867111164)	(76, 35.17806686680026)	(78, 35.154003880966926)	(80, 35.1476089574818)	(82, 35.14788287088152)	(84, 35.06098395623997)	(86, 35.10009955576717)	(88, 34.95315138880876)	(90, 34.98373291949977)	(92, 34.92050653922739)	(94, 34.84870927480823)	(96, 34.83039823014182)	(98, 34.80718588907782)	(100, 34.73385880401504)	(102, 34.784336600765755)	(104, 34.718531957095415)	(106, 34.58426413472789)	(108, 34.54549454231639)	(110, 34.508624164466404)	(112, 34.530103785695786)	(114, 34.428236279531454)	(116, 34.33020056146168)	(118, 34.35845800929668)	(120, 34.36594335968434)	(122, 34.33036221395081)	(124, 34.200220394438674)	(126, 34.11191966377463)	(128, 34.17064204555983)	(130, 34.22219646083148)
BACW_48_2	(1, 35.98660795381271)	(2, 35.97690181555876)	(3, 36.01048277602343)	(4, 36.04222695718266)	(5, 36.12061923100328)	(6, 36.09143052460031)	(7, 36.070908436137834)	(8, 36.07903233939899)	(9, 36.08632048421643)	(10, 36.03160419251732)	(15, 35.97984754841407)	(20, 35.896043067163724)	(25, 35.797645914014595)	(30, 35.71941793963795)	(35, 35.624425979690685)	(40, 35.53986082465755)	(45, 35.45248365437436)	(50, 35.3704211494317)	(55, 35.233218672312915)	(60, 35.0559349883907)	(65, 34.93710623746368)	(70, 34.80646414261655)	(75, 34.72914259758357)	(80, 34.60708792893957)	(85, 34.468742657615714)	(90, 34.34018970291721)	(95, 34.1603609129874)	(100, 34.033895351193735)	(105, 33.86115510123159)	(110, 33.62759496020287)	(115, 33.478114293498344)	(120, 33.30728673079075)	(125, 33.107016152258275)	(130, 32.89395311465208)	(135, 32.54939837768687)	(140, 32.26629747694095)	(145, 32.01947008616402)	(150, 32.0293724869519)																																
BACW_48_2_val_2	(1, 36.0313034250918)	(2, 36.00723507710647)	(3, 36.02478555364555)	(4, 36.00533208350994)	(5, 36.00164047712674)	(6, 35.9885002335592)	(7, 36.00045004775216)	(8, 35.969477027484274)	(9, 35.95737123910483)	(10, 35.93680165725813)	(12, 35.88602795487135)	(14, 35.84664544284111)	(16, 35.819623299542336)	(18, 35.769376777101904)	(20, 35.77371858710004)	(22, 35.691095656122684)	(24, 35.678224436977956)	(26, 35.627881917515424)	(28, 35.62507092014724)	(30, 35.55538361050577)	(32, 35.55560166300538)	(34, 35.511841905937914)	(36, 35.47127612725202)	(38, 35.43972966746964)	(40, 35.42194269057807)	(42, 35.35797032413332)	(44, 35.34309566135175)	(46, 35.269988247316306)	(48, 35.18927844207158)	(50, 35.123746268081554)	(52, 35.05948693285052)	(54, 35.01071813973529)	(56, 34.96326937690155)	(58, 34.92484103324195)	(60, 34.86375977168911)	(62, 34.83302232491425)	(64, 34.77000789402243)	(66, 34.76908534646654)	(68, 34.73764358159309)	(70, 34.712513497538716)	(72, 34.64209146114868)	(74, 34.46481292382339)	(76, 34.51726885519784)	(78, 34.53123494866361)	(80, 34.41787462007737)	(82, 34.38079649935948)	(84, 34.26511464289126)	(86, 34.24120440522763)	(88, 34.173513470450814)	(90, 34.1503208090659)	(92, 34.08839834376147)	(94, 33.98170253060001)	(96, 33.98148130562791)	(98, 33.82246015074348)	(100, 33.66534343875129)	(102, 33.72252081036385)	(104, 33.63345278053648)	(106, 33.47574365093179)	(108, 33.61467375280844)	(110, 33.43275132674182)	(112, 33.413351270274575)	(114, 33.28248628191723)	(116, 33.25846780177944)	(118, 33.08384009154454)	(120, 33.059201615199385)	(122, 33.01586480916603)	(124, 32.83279509231441)	(126, 32.67610746560402)	(128, 32.88888154687411)	(130, 32.84235945217283)
BACW_50_1	(1, 36.062430145361446)	(2, 36.143020527309105)	(3, 36.24339882665519)	(4, 36.242431986042725)	(5, 36.31081862545079)	(6, 36.318880414211065)	(7, 36.33763370603939)	(8, 36.34124827166967)	(9, 36.32602859696675)	(10, 36.34210585439702)	(15, 36.32451179655428)	(20, 36.275635931144095)	(25, 36.167721248901)	(30, 36.084755758954444)	(35, 36.01932144842688)	(40, 35.95285247954221)	(45, 35.85183402772263)	(50, 35.796360241529065)	(55, 35.70950999517312)	(60, 35.62243781876575)	(65, 35.549691109455395)	(70, 35.47666208702826)	(75, 35.4082616859313)	(80, 35.317586083506725)	(85, 35.222917072904536)	(90, 35.167037662481526)	(95, 35.08043136310698)	(100, 34.97785947713504)	(105, 34.8667855205163)	(110, 34.805620873658825)	(115, 34.63388138439684)	(120, 34.55983216269035)	(125, 34.400586869128134)	(130, 34.37084722849643)	(135, 34.13699143747362)	(140, 33.98685480552461)	(145, 33.8042109802132)	(150, 33.64963056422721)																																
BACW_50_1_val_1	(1, 36.34786819938642)	(2, 36.33235100049579)	(3, 36.347242267641)	(4, 36.332173216658305)	(5, 36.34264318808198)	(6, 36.33367631995578)	(7, 36.32405154878364)	(8, 36.32699688046197)	(9, 36.2968459225937)	(10, 36.307397466937616)	(12, 36.264079076640826)	(14, 36.232266974314626)	(16, 36.17230826020442)	(18, 36.13514704942999)	(20, 36.10349528805337)	(22, 36.07944847424715)	(24, 36.05860465402226)	(26, 36.037198997081966)	(28, 35.987456554745215)	(30, 35.98475143275638)	(32, 35.95879046795732)	(34, 35.88975279735147)	(36, 35.85169764077847)	(38, 35.83724415909048)	(40, 35.82073999304343)	(42, 35.7857533513378)	(44, 35.77017542234236)	(46, 35.72670125688032)	(48, 35.67691641159841)	(50, 35.65839050583489)	(52, 35.61711651315553)	(54, 35.57791305747889)	(56, 35.607821584563595)	(58, 35.4919879017699)	(60, 35.48028924022723)	(62, 35.494140220775506)	(64, 35.447567263901234)	(66, 35.41778538799926)	(68, 35.40482868562391)	(70, 35.328059905563904)	(72, 35.34430466196299)	(74, 35.290672001501626)	(76, 35.22771029657039)	(78, 35.20394323222448)	(80, 35.19781448332087)	(82, 35.19921762875274)	(84, 35.11620778305486)	(86, 35.15483727644573)	(88, 35.01129420641726)	(90, 35.04029475277656)	(92, 34.97950500126382)	(94, 34.90973544622961)	(96, 34.892663649959694)	(98, 34.86861812298331)	(100, 34.795844897522485)	(102, 34.846914300690486)	(104, 34.78467964691589)	(106, 34.6539401656486)	(108, 34.61566057502187)	(110, 34.579861958413204)	(112, 34.6014837937092)	(114, 34.503724927330815)	(116, 34.409915931450904)	(118, 34.43902699576763)	(120, 34.444920623832715)	(122, 34.41138808839527)	(124, 34.28536652768022)	(126, 34.198738470736075)	(128, 34.25593607045644)	(130, 34.30003017586778)
BACW_50_2	(1, 36.11350346360797)	(2, 36.10191109273738)	(3, 36.14394689366914)	(4, 36.167060771130785)	(5, 36.229241371791026)	(6, 36.20216780539104)	(7, 36.183771785792516)	(8, 36.1940208944263)	(9, 36.19598641007967)	(10, 36.14322714936468)	(15, 36.09399238655165)	(20, 36.01661977634801)	(25, 35.92173905106783)	(30, 35.84849219519505)	(35, 35.760656714705945)	(40, 35.680445877125166)	(45, 35.598337470125365)	(50, 35.51936791118502)	(55, 35.392832608478685)	(60, 35.22667725811614)	(65, 35.11572194090217)	(70, 34.990924334539265)	(75, 34.91703916049409)	(80, 34.799790737259755)	(85, 34.669817053100296)	(90, 34.54734690367006)	(95, 34.37807305535661)	(100, 34.257870624900576)	(105, 34.09354656986094)	(110, 33.87466782601585)	(115, 33.73031710431451)	(120, 33.566966163728786)	(125, 33.376794776116064)	(130, 33.17757161592205)	(135, 32.85083371510278)	(140, 32.58093580388348)	(145, 32.33995847443606)	(150, 32.34670804672711)																																
BACW_50_2_val_2	(1, 36.14438576670506)	(2, 36.122339107943354)	(3, 36.13645504001952)	(4, 36.11745824029261)	(5, 36.113835495627484)	(6, 36.10100205955554)	(7, 36.11394143270021)	(8, 36.086598913310034)	(9, 36.074225297419204)	(10, 36.056280959480006)	(12, 36.00793127416968)	(14, 35.96882942052625)	(16, 35.94250427074202)	(18, 35.896320317427666)	(20, 35.89916757611023)	(22, 35.823236492649855)	(24, 35.81265185876181)	(26, 35.7647099910659)	(28, 35.76164063546726)	(30, 35.696485661629836)	(32, 35.695510694837324)	(34, 35.65655229435225)	(36, 35.61732646895894)	(38, 35.58658958163855)	(40, 35.56904207232725)	(42, 35.50932829392799)	(44, 35.49471679689119)	(46, 35.42953954285324)	(48, 35.35419331667432)	(50, 35.29380050008788)	(52, 35.22949969274475)	(54, 35.18633102687243)	(56, 35.14186764271698)	(58, 35.106721001828824)	(60, 35.04826928987147)	(62, 35.01649190656792)	(64, 34.95764001087581)	(66, 34.95734537710287)	(68, 34.926546611574246)	(70, 34.901440314635316)	(72, 34.833488462186594)	(74, 34.67138933868176)	(76, 34.71812343455271)	(78, 34.72888049068502)	(80, 34.623681117167436)	(82, 34.58776919289025)	(84, 34.48030569691173)	(86, 34.45685528040313)	(88, 34.39386470075905)	(90, 34.37144795534532)	(92, 34.31216450215807)	(94, 34.21179958856852)	(96, 34.210676623596626)	(98, 34.0637590527214)	(100, 33.91761170738616)	(102, 33.966593596431835)	(104, 33.882445408516574)	(106, 33.735057283459554)	(108, 33.86191216994259)	(110, 33.69055980351513)	(112, 33.67208215608953)	(114, 33.54869374592777)	(116, 33.52669385050355)	(118, 33.360924361997405)	(120, 33.33979206480264)	(122, 33.29966060948021)	(124, 33.12500084236275)	(126, 32.979934613049224)	(128, 33.17482029250583)	(130, 33.156551634579245)
BACW_52_1	(1, 35.80159535699747)	(2, 35.98970545320844)	(3, 36.109002061528216)	(4, 36.15764910993781)	(5, 36.24309500189282)	(6, 36.26190733949728)	(7, 36.282569523701305)	(8, 36.28655385720827)	(9, 36.27868963128239)	(10, 36.29180772713978)	(15, 36.27294591071417)	(20, 36.220850562416004)	(25, 36.10372030270929)	(30, 36.011996675135364)	(35, 35.94294312858696)	(40, 35.8685520957441)	(45, 35.75811678024271)	(50, 35.69143653332109)	(55, 35.59543800568811)	(60, 35.501113705142835)	(65, 35.41968566167998)	(70, 35.33798573825857)	(75, 35.26235142438894)	(80, 35.15196777531495)	(85, 35.04480571739508)	(90, 34.9744368035354)	(95, 34.87570379118841)	(100, 34.7612834412885)	(105, 34.646963764978366)	(110, 34.57648016794351)	(115, 34.384766864914525)	(120, 34.29652585617821)	(125, 34.120251197885516)	(130, 34.078970680551684)	(135, 33.83458358012275)	(140, 33.66974842115931)	(145, 33.47827887172291)	(150, 33.31774165978212)																																
BACW_52_1_val_1	(1, 36.296752241995506)	(2, 36.281869433804665)	(3, 36.30127780534494)	(4, 36.28262427657391)	(5, 36.29224305487918)	(6, 36.28555553971795)	(7, 36.27450197876593)	(8, 36.276939039732376)	(9, 36.24137766551685)	(10, 36.25666240576295)	(12, 36.20921481800852)	(14, 36.172364810562)	(16, 36.10977301013118)	(18, 36.07156942608644)	(20, 36.034817875322354)	(22, 36.00596135262454)	(24, 35.98509151621661)	(26, 35.96403551882258)	(28, 35.91170864703602)	(30, 35.90686813562343)	(32, 35.87632040868992)	(34, 35.80143236660885)	(36, 35.76424051355846)	(38, 35.74567338534706)	(40, 35.724006093574204)	(42, 35.68539477483381)	(44, 35.66680024592313)	(46, 35.62025249620322)	(48, 35.56706011122681)	(50, 35.54764767639463)	(52, 35.50065515609691)	(54, 35.45749895575931)	(56, 35.48720553196459)	(58, 35.36501135150632)	(60, 35.35155191168372)	(62, 35.36214574272532)	(64, 35.30946993273689)	(66, 35.28034940393079)	(68, 35.26591114747829)	(70, 35.18140782102973)	(72, 35.194380937433806)	(74, 35.13530633735718)	(76, 35.06602110010979)	(78, 35.03862671711735)	(80, 35.02647590253958)	(82, 35.02317490466443)	(84, 34.93365877681043)	(86, 34.97058675130132)	(88, 34.81707388514543)	(90, 34.8467559327627)	(92, 34.7799181619194)	(94, 34.70416172226919)	(96, 34.685221543362964)	(98, 34.65956603472361)	(100, 34.58276782583326)	(102, 34.62867778023184)	(104, 34.55723419529449)	(106, 34.418978174776164)	(108, 34.37775977434672)	(110, 34.33612738785128)	(112, 34.35465815653468)	(114, 34.24932204239998)	(116, 34.150134289746305)	(118, 34.17971952159603)	(120, 34.18441695556251)	(122, 34.150054173183314)	(124, 34.022105277607494)	(126, 33.940498581338666)	(128, 34.01265679715897)	(130, 34.0551468567199)
BACW_52_2	(1, 36.00161660225748)	(2, 35.9960830881381)	(3, 36.04926399789699)	(4, 36.063754844294465)	(5, 36.13275205235478)	(6, 36.101707334731216)	(7, 36.08253093755955)	(8, 36.08267494191464)	(9, 36.08107953131959)	(10, 36.02226109678315)	(15, 35.96857581638818)	(20, 35.88663709014232)	(25, 35.78856998744415)	(30, 35.708722732329264)	(35, 35.610827391765646)	(40, 35.52585260778248)	(45, 35.435991541805585)	(50, 35.351919962966534)	(55, 35.210988877180796)	(60, 35.03557720687458)	(65, 34.91702105585438)	(70, 34.78630076444181)	(75, 34.704429168764875)	(80, 34.578815607882014)	(85, 34.4392526451029)	(90, 34.30906163236325)	(95, 34.126720766699506)	(100, 33.99826325668356)	(105, 33.81947994011252)	(110, 33.59392648109312)	(115, 33.446104486769684)	(120, 33.27427631338626)	(125, 33.078670072285014)	(130, 32.86765678841098)	(135, 32.53368021088755)	(140, 32.260121894937015)	(145, 32.02117101168584)	(150, 32.03085507698222)																																
BACW_52_2_val_2	(1, 36.0308608502636)	(2, 36.00961868746383)	(3, 36.0218745678322)	(4, 35.99605740329694)	(5, 35.99869345242524)	(6, 35.98156494900765)	(7, 35.99466503121254)	(8, 35.969972215238904)	(9, 35.95684093313048)	(10, 35.935920588499215)	(12, 35.88519131263874)	(14, 35.84586533931696)	(16, 35.81796908274546)	(18, 35.77008021414266)	(20, 35.7720010789262)	(22, 35.690006012085036)	(24, 35.676497987606496)	(26, 35.623421262503356)	(28, 35.62119806421632)	(30, 35.55161725139212)	(32, 35.5527008446265)	(34, 35.508941409758776)	(36, 35.46658872868484)	(38, 35.43459482919169)	(40, 35.41678308368871)	(42, 35.353338774295814)	(44, 35.33692875219605)	(46, 35.26214559624628)	(48, 35.1813501705456)	(50, 35.1185170068052)	(52, 35.05385158739112)	(54, 35.009684884668374)	(56, 34.96064177035474)	(58, 34.92158889685029)	(60, 34.86110734284655)	(62, 34.83033427866351)	(64, 34.767582008369146)	(66, 34.763196707211236)	(68, 34.7306893327343)	(70, 34.704398061247986)	(72, 34.634984382074464)	(74, 34.46069681870682)	(76, 34.51149842350847)	(78, 34.52162070946292)	(80, 34.40932656776043)	(82, 34.374553940040464)	(84, 34.259112502963276)	(86, 34.235318197042275)	(88, 34.16646287271224)	(90, 34.1410534923012)	(92, 34.083254774469694)	(94, 33.97809319330152)	(96, 33.97587474753763)	(98, 33.82001229905849)	(100, 33.666059782767896)	(102, 33.72159038961736)	(104, 33.63516626468737)	(106, 33.48512649793747)	(108, 33.61693870708474)	(110, 33.439980161723824)	(112, 33.42095606102676)	(114, 33.29752810070532)	(116, 33.277713134637715)	(118, 33.109438096532045)	(120, 33.086301809716126)	(122, 33.05097298014127)	(124, 32.87973271582432)	(126, 32.7421046846992)	(128, 32.971973377367206)	(130, 32.91813741781031)
BACW_53_1	(1, 36.032969066319644)	(2, 36.131542593146705)	(3, 36.23173220473548)	(4, 36.23500244722264)	(5, 36.3042224983807)	(6, 36.3080840118163)	(7, 36.329835393707555)	(8, 36.333571646366345)	(9, 36.32650137840103)	(10, 36.33489316498858)	(15, 36.30928752409828)	(20, 36.263817298646885)	(25, 36.15070159298829)	(30, 36.06955791349431)	(35, 36.00424008891288)	(40, 35.94090107769772)	(45, 35.841105436327396)	(50, 35.787955334009155)	(55, 35.70115780536226)	(60, 35.61615298807946)	(65, 35.54339809871219)	(70, 35.47134994714514)	(75, 35.403193031581694)	(80, 35.3125162702015)	(85, 35.21721744327864)	(90, 35.1612755495243)	(95, 35.072717115565545)	(100, 34.97122916508492)	(105, 34.858412877024726)	(110, 34.79795058052822)	(115, 34.62310386523311)	(120, 34.54880504723671)	(125, 34.38678134679016)	(130, 34.35669010857528)	(135, 34.12362504707445)	(140, 33.97538086953673)	(145, 33.79395814547364)	(150, 33.64179660318101)																																
