Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69
BACW_45_2	(1, 0.009367970521294558)	(2, 0.00877816165932737)	(3, 0.0013831874728911558)	(4, 0.0)	(5, 0.0)	(6, 0.0004205157442515874)	(7, 0.0)	(8, 0.0)	(9, 2.5080461883792486e-06)	(10, 2.516406342340513e-05)	(15, 7.114491021035802e-05)	(20, 4.3305597519348364e-05)	(25, 1.8057932556330592e-05)	(30, 7.106130867074538e-05)	(35, 7.858544723588313e-06)	(40, 6.796805170507765e-05)	(45, 1.5633487907563985e-05)	(50, 1.9646361808970782e-05)	(55, 1.2540230941896243e-06)	(60, 0.035913967394496656)	(65, 1.5048277130275493e-05)	(70, 4.180076980632082e-07)	(75, 5.852107772884914e-07)	(80, 8.360153961264164e-08)	(85, 0.0)	(90, 2.0900384903160407e-06)	(95, 0.0)	(100, 3.3440615845056655e-07)	(105, 0.0)	(110, 0.0)	(115, 6.437318550173405e-06)	(120, 2.508046188379249e-07)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 1.6720307922528328e-07)	(145, 0.0)	(150, 0.0)																																
BACW_45_2_val_2	(1, 0.0001250355854830808)	(2, 0.0)	(3, 0.0)	(4, 8.363584313249553e-07)	(5, 0.0)	(6, 3.7636129409622987e-06)	(7, 0.00022958038939870022)	(8, 9.869029489634472e-05)	(9, 2.3836215292761226e-05)	(10, 6.063598627105926e-05)	(12, 4.0981563134922814e-05)	(14, 1.77726166656553e-05)	(16, 2.697255941022981e-05)	(18, 7.10904666626212e-06)	(20, 1.881819443150432e-06)	(22, 0.00017417783087318403)	(24, 1.7355592919800506e-05)	(26, 3.763987754819383e-06)	(28, 0.0)	(30, 9.682565152841173e-05)	(32, 2.091361779284759e-05)	(34, 7.090056968733232e-05)	(36, 1.6314274502853336e-05)	(38, 4.183400652756084e-06)	(40, 4.769421072671624e-05)	(42, 1.4644120222135068e-06)	(44, 2.0921873087511964e-06)	(46, 4.184731034614823e-07)	(48, 6.27769668772338e-07)	(50, 1.63238911475306e-05)	(52, 0.08923793433799236)	(54, 0.00022733456490054547)	(56, 3.663808266741455e-05)	(58, 1.0469605090600067e-06)	(60, 4.188648852921129e-07)	(62, 0.0)	(64, 2.095162147406105e-06)	(66, 0.0)	(68, 0.0)	(70, 2.096463717077928e-07)	(72, 0.0)	(74, 0.0)	(76, 0.0)	(78, 0.0)	(80, 5.249516159444907e-06)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 8.423830669058561e-07)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)	(102, 0.0)	(104, 0.0)	(106, 1.567238945379499e-05)	(108, 0.0)	(110, 0.0)	(112, 6.377896408446235e-07)	(114, 0.0)	(116, 0.0)	(118, 0.0)	(120, 0.0)	(122, 0.0)	(124, 0.0)	(126, 0.0)	(128, 0.0)	(130, 0.0)
BACW_47_1	(1, 0.0031770564390135045)	(2, 0.06224866329855631)	(3, 0.0)	(4, 0.08337842308468321)	(5, 0.0)	(6, 0.005173352718162905)	(7, 0.00039053227756037444)	(8, 0.0)	(9, 0.005460906652143113)	(10, 0.0042314499535351675)	(15, 0.0)	(20, 0.0)	(25, 0.0005038957252812519)	(30, 0.000272368991791269)	(35, 2.4086460023835386e-05)	(40, 8.726978269505574e-08)	(45, 0.02010634704446198)	(50, 0.00010324015292825094)	(55, 2.7228172200857392e-05)	(60, 2.705363263546728e-06)	(65, 5.236186961703345e-07)	(70, 4.188949569362676e-06)	(75, 0.00015848192537422124)	(80, 5.148917179008289e-06)	(85, 4.10167978666762e-06)	(90, 1.047237392340669e-06)	(95, 4.71256826553301e-06)	(100, 0.0013294678695764792)	(105, 0.0012486560508008576)	(110, 2.356284132766505e-06)	(115, 0.0022288702500317236)	(120, 0.0010022061844700203)	(125, 0.0007239901172381824)	(130, 0.00012505759860201489)	(135, 0.002068293849872821)	(140, 1.51849421889397e-05)	(145, 4.887107830923121e-06)	(150, 2.618093480851672e-06)																																
BACW_47_1_val_1	(1, 0.0)	(2, 0.021050582077843497)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0006185954957342231)	(16, 0.0003878772744953121)	(18, 0.0002523275910616662)	(20, 0.0003649590552610524)	(22, 0.00022373590707712123)	(24, 0.000145593513540486)	(26, 6.766791401042637e-06)	(28, 2.1828646201289272e-07)	(30, 0.0)	(32, 0.0)	(34, 5.239149252012882e-06)	(36, 0.05026374966555215)	(38, 0.0)	(40, 0.00020827273402720218)	(42, 4.126316539771553e-05)	(44, 5.1963083076527086e-05)	(46, 6.986928365329156e-06)	(48, 1.7686469054627048e-05)	(50, 2.6203666227001902e-06)	(52, 2.183773340295028e-07)	(54, 4.80459102608141e-06)	(56, 0.0)	(58, 4.368426560987555e-07)	(60, 1.0266933252467181e-05)	(62, 2.184742827924606e-07)	(64, 0.00037297335276695656)	(66, 6.555543975794117e-07)	(68, 2.2291392997474902e-05)	(70, 3.4972423730231236e-06)	(72, 6.3402229161598635e-06)	(74, 7.216215991928422e-06)	(76, 2.6245189338810413e-06)	(78, 3.5000511379346575e-06)	(80, 0.0)	(82, 0.0)	(84, 2.6274903073962657e-06)	(86, 0.0)	(88, 1.1831392093293628e-05)	(90, 0.00017337699151558103)	(92, 2.4560854121245534e-05)	(94, 0.005118876651856253)	(96, 0.0011145585728108641)	(98, 1.1638545495921982e-05)	(100, 0.0)	(102, 5.937959042720774e-06)	(104, 3.0819873646927474e-06)	(106, 0.002814499133639885)	(108, 0.002751829073312299)	(110, 9.006037541614515e-05)	(112, 0.00010435866108456906)	(114, 0.00261637836141698)	(116, 0.0015133118106764702)	(118, 4.90200362223308e-06)	(120, 4.697418672925048e-06)	(122, 0.00030781222872150216)	(124, 4.525742570829512e-07)	(126, 0.0032507180398191338)	(128, 0.0019411159744213203)	(130, 2.1908181309855107e-05)
BACW_47_2	(1, 0.009107910870969491)	(2, 0.00860741866721335)	(3, 0.0013592268654754932)	(4, 0.0)	(5, 0.0)	(6, 0.0004913288765731639)	(7, 0.0)	(8, 0.0)	(9, 4.363489134752787e-07)	(10, 3.03698843778794e-05)	(15, 6.84195096329237e-05)	(20, 4.3547621564832815e-05)	(25, 1.4399514144684198e-05)	(30, 7.156122180994571e-05)	(35, 6.894312832909403e-06)	(40, 6.527779745590169e-05)	(45, 1.51849421889397e-05)	(50, 1.6493988929365534e-05)	(55, 8.726978269505574e-07)	(60, 0.03588324016942224)	(65, 1.684306806014576e-05)	(70, 4.363489134752787e-07)	(75, 6.98158261560446e-07)	(80, 4.363489134752787e-07)	(85, 0.0)	(90, 2.705363263546728e-06)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 6.4579639194341255e-06)	(120, 1.745395653901115e-07)	(125, 0.0)	(130, 0.0)	(135, 8.726978269505574e-08)	(140, 7.854280442555017e-07)	(145, 8.726978269505574e-08)	(150, 0.0)																																
BACW_47_2_val_2	(1, 0.00014973765351929325)	(2, 0.0)	(3, 0.0)	(4, 2.182764628561126e-06)	(5, 0.0)	(6, 1.7462117028489009e-06)	(7, 0.00022831718014749378)	(8, 9.778785535953844e-05)	(9, 1.3969693622791207e-05)	(10, 6.111740959971152e-05)	(12, 4.300046318265418e-05)	(14, 1.527935239992788e-05)	(16, 2.204592274846737e-05)	(18, 3.4924234056978017e-06)	(20, 2.4010591674435166e-06)	(22, 0.00017419132023380117)	(24, 1.4407272466322492e-05)	(26, 4.584291532125896e-06)	(28, 0.0)	(30, 9.453101509663585e-05)	(32, 1.6592781919792203e-05)	(34, 7.008596528348695e-05)	(36, 1.5939384398921393e-05)	(38, 3.930485820821533e-06)	(40, 3.996259710550778e-05)	(42, 1.0919539868410635e-06)	(44, 1.3104442177007082e-06)	(46, 4.3684973319981373e-07)	(48, 4.3688827627152666e-07)	(50, 1.0704853146979521e-05)	(52, 0.08911947123354531)	(54, 0.0002268189404041756)	(56, 3.999333890179021e-05)	(58, 8.742887639048415e-07)	(60, 4.372165026713109e-07)	(62, 0.0)	(64, 2.1868463618732786e-06)	(66, 2.18721765549038e-07)	(68, 0.0)	(70, 8.752401182972793e-07)	(72, 0.0)	(74, 0.0)	(76, 0.0)	(78, 0.0)	(80, 6.354900214578904e-06)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)	(102, 0.0)	(104, 0.0)	(106, 1.5910416998152102e-05)	(108, 0.0)	(110, 0.0)	(112, 4.4378055859058317e-07)	(114, 0.0)	(116, 0.0)	(118, 0.0)	(120, 0.0)	(122, 0.0)	(124, 0.0)	(126, 0.0)	(128, 2.419364340568015e-07)	(130, 0.0)
BACW_48_1	(1, 0.0032634986756610003)	(2, 0.06275992007221962)	(3, 0.0)	(4, 0.08296559665269605)	(5, 0.0)	(6, 0.0052265141990051524)	(7, 0.0003921348839119207)	(8, 0.0)	(9, 0.005827787687670097)	(10, 0.004228267545273553)	(15, 0.0)	(20, 0.0)	(25, 0.000506848969354811)	(30, 0.0002758600626126646)	(35, 2.317692746703293e-05)	(40, 0.0)	(45, 0.020247816448598313)	(50, 0.00010222819859196341)	(55, 2.8561466171495123e-05)	(60, 2.5752141630036585e-06)	(65, 4.6822075690975614e-07)	(70, 4.760244361915854e-06)	(75, 0.0001651258536035073)	(80, 5.618649082917073e-06)	(85, 4.994354740370732e-06)	(90, 8.584047210012195e-07)	(95, 4.682207569097561e-06)	(100, 0.0013480855959360062)	(105, 0.0013065700221566745)	(110, 4.2920236050060975e-06)	(115, 0.002299432137183812)	(120, 0.0010467855388645781)	(125, 0.0007436906355583294)	(130, 0.00012993126004245733)	(135, 0.0021539715553705145)	(140, 1.8182572726662194e-05)	(145, 7.881716074647562e-06)	(150, 6.633127389554878e-06)																																
BACW_48_1_val_1	(1, 0.0)	(2, 0.021016463739784278)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0006179475853500968)	(16, 0.00039973362438313275)	(18, 0.000248662420636773)	(20, 0.00037065253271033)	(22, 0.00022895252201011063)	(24, 0.00014385394164601747)	(26, 4.2942338951853005e-06)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 3.1236306601068522e-06)	(36, 0.050619084654202694)	(38, 0.0)	(40, 0.0002054284294547633)	(42, 4.1403314893130156e-05)	(44, 5.449511235485842e-05)	(46, 7.423204928056339e-06)	(48, 1.797432235588521e-05)	(50, 2.7356747447181664e-06)	(52, 1.9543904258118562e-07)	(54, 3.909409107981836e-06)	(56, 0.0)	(58, 7.821582155387254e-07)	(60, 1.1539773717555119e-05)	(62, 3.9129350737972023e-07)	(64, 0.0003880512040354132)	(66, 5.871852951296149e-07)	(68, 2.4275726600149938e-05)	(70, 5.091612362923612e-06)	(72, 6.661216446309087e-06)	(74, 6.075824748424891e-06)	(76, 3.921055146058745e-06)	(78, 4.902907449220274e-06)	(80, 0.0)	(82, 0.0)	(84, 2.1606099120509593e-06)	(86, 0.0)	(88, 1.1600832818675822e-05)	(90, 0.00018199554439098477)	(92, 2.6189953225964422e-05)	(94, 0.005286027483145306)	(96, 0.001125498160631902)	(98, 1.302652966452257e-05)	(100, 7.902711489065488e-07)	(102, 1.0090662345615537e-05)	(104, 1.78354201293433e-06)	(106, 0.002843298276318774)	(108, 0.002910741778532762)	(110, 0.0001223783527236162)	(112, 0.00013583170537073098)	(114, 0.002675938235206224)	(116, 0.0015588672659432356)	(118, 4.031199127022867e-06)	(120, 7.2911321671851985e-06)	(122, 0.0003185441432930333)	(124, 6.160647609905296e-07)	(126, 0.0033205090440075694)	(128, 0.0021069379284262917)	(130, 2.6338787581329998e-05)
BACW_48_2	(1, 0.009261016387710885)	(2, 0.008653890139584567)	(3, 0.0013968585914474392)	(4, 0.0)	(5, 0.0)	(6, 0.0005263581675593842)	(7, 0.0)	(8, 0.0)	(9, 1.5607358563658538e-06)	(10, 2.9966128442224393e-05)	(15, 7.405691638455976e-05)	(20, 4.627581814124756e-05)	(25, 1.6699873663114636e-05)	(30, 7.686624092601829e-05)	(35, 8.740120795648782e-06)	(40, 7.265225411383049e-05)	(45, 2.0757786889665855e-05)	(50, 2.5439994458763416e-05)	(55, 7.803679281829269e-07)	(60, 0.03589622236527927)	(65, 1.607557932056829e-05)	(70, 3.9018396409146346e-07)	(75, 3.9018396409146346e-07)	(80, 1.5607358563658536e-07)	(85, 0.0)	(90, 2.8873613342768292e-06)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 5.696685875735367e-06)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 5.462575497280489e-07)	(145, 0.0)	(150, 0.0)																																
BACW_48_2_val_2	(1, 0.0001487290145409898)	(2, 0.0)	(3, 0.0)	(4, 1.1710946026849591e-06)	(5, 0.0)	(6, 3.9036486756165306e-06)	(7, 0.00022758271778844377)	(8, 0.00012023237920898914)	(9, 1.8347148775397694e-05)	(10, 6.206801394230284e-05)	(12, 4.821006114386415e-05)	(14, 1.795678390783604e-05)	(16, 2.2836344752356704e-05)	(18, 6.245837880986449e-06)	(20, 2.732581204540181e-06)	(22, 0.00018738453452818874)	(24, 1.971527438872699e-05)	(26, 3.904208182999763e-06)	(28, 0.0)	(30, 0.00010093733119537004)	(32, 2.0306345115066958e-05)	(34, 8.533310921513224e-05)	(36, 2.0114780562214993e-05)	(38, 5.664038494211851e-06)	(40, 6.055572405999696e-05)	(42, 2.539864665655781e-06)	(44, 1.3678525942796846e-06)	(46, 5.863246758351585e-07)	(48, 1.954774268248383e-07)	(50, 1.4859561908909845e-05)	(52, 0.08906520901857547)	(54, 0.0002660297341042588)	(56, 3.874021008232868e-05)	(58, 9.7854065050439e-07)	(60, 3.9154244359438583e-07)	(62, 0.0)	(64, 1.3712915479471826e-06)	(66, 1.9595543629280955e-07)	(68, 0.0)	(70, 3.9217910622122854e-07)	(72, 0.0)	(74, 0.0)	(76, 0.0)	(78, 0.0)	(80, 7.2725773325530405e-06)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)	(102, 0.0)	(104, 0.0)	(106, 1.393945925571731e-05)	(108, 0.0)	(110, 0.0)	(112, 0.0)	(114, 0.0)	(116, 0.0)	(118, 0.0)	(120, 0.0)	(122, 0.0)	(124, 0.0)	(126, 0.0)	(128, 0.0)	(130, 0.0)
BACW_50_1	(1, 0.0032875637992295956)	(2, 0.06306628452592192)	(3, 0.0)	(4, 0.08310757473219581)	(5, 0.0)	(6, 0.0051165480799869765)	(7, 0.0004200283668018405)	(8, 0.0)	(9, 0.005881283271020708)	(10, 0.004248666682422161)	(15, 0.0)	(20, 0.0)	(25, 0.00048826082301226605)	(30, 0.00027292982484170225)	(35, 2.2330622032502914e-05)	(40, 8.861357949405917e-08)	(45, 0.0206721302786921)	(50, 9.995611766929875e-05)	(55, 2.6141005950747456e-05)	(60, 3.1014752822920707e-06)	(65, 3.544543179762367e-07)	(70, 5.494041928631669e-06)	(75, 0.00015463069621713326)	(80, 4.607906133691077e-06)	(85, 3.987611077232663e-06)	(90, 1.2405901129168284e-06)	(95, 4.962360451667314e-06)	(100, 0.0013307987368417807)	(105, 0.0013157344283277906)	(110, 4.3420653952089e-06)	(115, 0.0023163589679747066)	(120, 0.0010133848950940607)	(125, 0.0007743940711985831)	(130, 0.0001260971236200462)	(135, 0.002129650155980724)	(140, 1.4798467775507881e-05)	(145, 7.354927098006911e-06)	(150, 4.4306789747029585e-06)																																
BACW_50_1_val_1	(1, 0.0)	(2, 0.021130671249113348)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0006142018423120578)	(16, 0.0003621818153511015)	(18, 0.0002438188475435812)	(20, 0.0003694971375364854)	(22, 0.0002243156994683514)	(24, 0.00013809290563080383)	(26, 5.76316967948553e-06)	(28, 6.64989212168173e-07)	(30, 0.0)	(32, 0.0)	(34, 3.10343413918449e-06)	(36, 0.051678069871861944)	(38, 0.0)	(40, 0.00020018654859056597)	(42, 4.101425721868829e-05)	(44, 4.8775536493100385e-05)	(46, 5.9863285426009785e-06)	(48, 1.9511870342326695e-05)	(50, 3.769556358606074e-06)	(52, 2.217523968972653e-07)	(54, 4.657067044019791e-06)	(56, 0.0)	(58, 0.0)	(60, 1.3531129251238747e-05)	(62, 2.2185382556372912e-07)	(64, 0.0003634343112639904)	(66, 4.437975444331266e-07)	(68, 2.2192432974225297e-05)	(70, 2.441579955711737e-06)	(72, 5.994517600698504e-06)	(74, 6.662066524536067e-06)	(76, 2.2210813119810923e-06)	(78, 4.2209254601225285e-06)	(80, 0.0)	(82, 4.4460226639295347e-07)	(84, 2.6686243160924658e-06)	(86, 0.0)	(88, 1.2462577855253867e-05)	(90, 0.00017233114578536963)	(92, 2.4729016650741997e-05)	(94, 0.005226499204701446)	(96, 0.0011755419406691157)	(98, 1.4727821162120597e-05)	(100, 6.699252515715587e-07)	(102, 1.0283081704386634e-05)	(104, 1.5666365955248259e-06)	(106, 0.0028273781689982305)	(108, 0.002966119901808494)	(110, 0.000118976386879962)	(112, 0.00012459382273227653)	(114, 0.002598077346535253)	(116, 0.0016372283110198044)	(118, 5.6707067412699405e-06)	(120, 6.833136992632318e-06)	(122, 0.00031011402230687727)	(124, 0.0)	(126, 0.0032604978439153354)	(128, 0.0020968341974217024)	(130, 1.4340249229229527e-05)
BACW_50_2	(1, 0.009101943817732288)	(2, 0.008570705408665403)	(3, 0.0013681936673882737)	(4, 0.0)	(5, 0.0)	(6, 0.0005626962297872758)	(7, 0.0)	(8, 0.0)	(9, 4.4306789747029583e-07)	(10, 3.225534293583754e-05)	(15, 6.85869105284018e-05)	(20, 4.643351565488701e-05)	(25, 1.6659352944883126e-05)	(30, 7.319481666209288e-05)	(35, 1.0367788800804923e-05)	(40, 6.459929945116914e-05)	(45, 2.1001418340092024e-05)	(50, 2.250784919149103e-05)	(55, 9.747493744346508e-07)	(60, 0.035666611292040844)	(65, 1.488708135500194e-05)	(70, 8.861357949405917e-08)	(75, 5.31681476964355e-07)	(80, 0.0)	(85, 0.0)	(90, 3.278702441280189e-06)	(95, 0.0)	(100, 8.861357949405917e-08)	(105, 0.0)	(110, 0.0)	(115, 6.025723405596023e-06)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)																																
BACW_50_2_val_2	(1, 0.00015959051839216224)	(2, 0.0)	(3, 0.0)	(4, 1.329920986601352e-06)	(5, 0.0)	(6, 2.659841973202704e-06)	(7, 0.00021411727884281767)	(8, 0.00010949682789684465)	(9, 1.684566583028379e-05)	(10, 6.716100982336826e-05)	(12, 4.366573906007772e-05)	(14, 1.4850784350381765e-05)	(16, 2.704172672756082e-05)	(18, 4.4330699553378394e-06)	(20, 1.7732421907239588e-06)	(22, 0.0001799900990372467)	(24, 2.083701828058436e-05)	(26, 6.428684253563499e-06)	(28, 0.0)	(30, 8.934380299931758e-05)	(32, 1.596290387862271e-05)	(34, 7.98183435603801e-05)	(36, 2.4833711582541972e-05)	(38, 3.5478882536715265e-06)	(40, 5.477438085473683e-05)	(42, 8.871020544181357e-07)	(44, 1.996137013549339e-06)	(46, 4.4362301727821817e-07)	(48, 0.0)	(50, 1.7304741746829552e-05)	(52, 0.08856997757441813)	(54, 0.00024276664035392876)	(56, 3.639758142598929e-05)	(58, 4.439359069842758e-07)	(60, 0.0)	(62, 0.0)	(64, 1.5546423517286284e-06)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)	(78, 0.0)	(80, 8.013102758527318e-06)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 2.2328910849898677e-07)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)	(102, 0.0)	(104, 0.0)	(106, 1.4608189851954807e-05)	(108, 0.0)	(110, 0.0)	(112, 0.0)	(114, 0.0)	(116, 0.0)	(118, 0.0)	(120, 0.0)	(122, 0.0)	(124, 0.0)	(126, 0.0)	(128, 0.0)	(130, 0.0)
BACW_52_1	(1, 0.003273163579596667)	(2, 0.06196211211115051)	(3, 0.0)	(4, 0.08281363598545477)	(5, 0.0)	(6, 0.005050954404035618)	(7, 0.00038466577903560785)	(8, 0.0)	(9, 0.005410882833937103)	(10, 0.004202545786565657)	(15, 0.0)	(20, 0.0)	(25, 0.000515691271616011)	(30, 0.00028010925002871595)	(35, 2.30057346947341e-05)	(40, 0.0)	(45, 0.019734632560898614)	(50, 0.00010158804711079717)	(55, 2.704616838664081e-05)	(60, 1.978987930729815e-06)	(65, 7.421204740236808e-07)	(70, 4.2878071832479335e-06)	(75, 0.00016565778136817496)	(80, 5.194843318165765e-06)	(85, 4.2053493528008575e-06)	(90, 9.070361349178319e-07)	(95, 4.700096335483312e-06)	(100, 0.0013640174312555251)	(105, 0.001223014541191026)	(110, 3.545686709224252e-06)	(115, 0.002231886096710996)	(120, 0.00102354904933955)	(125, 0.0006931405227381178)	(130, 0.00012401657699240176)	(135, 0.0021131468208672073)	(140, 1.6244192598073902e-05)	(145, 5.359758979059917e-06)	(150, 4.947469826824538e-06)																																
BACW_52_1_val_1	(1, 0.0)	(2, 0.02092078232180763)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0006340319199292547)	(16, 0.0003974312751103273)	(18, 0.00025827871437039977)	(20, 0.00037162562154927157)	(22, 0.0002287600887509037)	(24, 0.00015092658662833636)	(26, 6.607040793847844e-06)	(28, 2.0647484039030273e-07)	(30, 0.0)	(32, 0.0)	(34, 2.6844115687450524e-06)	(36, 0.049352961339163615)	(38, 0.0)	(40, 0.00020321428831051938)	(42, 4.254507558336109e-05)	(44, 5.308095658616995e-05)	(46, 5.990014088822966e-06)	(48, 1.693832801247776e-05)	(50, 2.8921301000101065e-06)	(52, 0.0)	(54, 3.0991863858874326e-06)	(56, 0.0)	(58, 8.265923077452096e-07)	(60, 1.0127036082714299e-05)	(62, 6.201120725241408e-07)	(64, 0.0003898871549359396)	(66, 2.067495743072784e-07)	(68, 2.398589065547478e-05)	(70, 4.549783589336765e-06)	(72, 4.343917945822597e-06)	(74, 6.620559052088879e-06)	(76, 3.5177104647878207e-06)	(78, 4.553108999003871e-06)	(80, 0.0)	(82, 2.070616817016811e-07)	(84, 2.0711529304134926e-06)	(86, 0.0)	(88, 1.1811483941960174e-05)	(90, 0.00018178928322036122)	(92, 2.4884242392552716e-05)	(94, 0.005190251478823897)	(96, 0.0010610141840518084)	(98, 1.058705199140559e-05)	(100, 2.0768458466943922e-07)	(102, 8.728448061547495e-06)	(104, 4.159325517784607e-07)	(106, 0.00288001349413562)	(108, 0.0026986057616482173)	(110, 9.583428289135298e-05)	(112, 0.00010135005890138016)	(114, 0.002649927434194177)	(116, 0.0014415581251962927)	(118, 6.283135884217388e-06)	(120, 4.407602623392489e-06)	(122, 0.0003052504029263215)	(124, 6.341643312103068e-07)	(126, 0.0033289701482883717)	(128, 0.0019446103298782233)	(130, 1.9904104237351577e-05)
BACW_52_2	(1, 0.009314436527301665)	(2, 0.00865477388372506)	(3, 0.0014013708284480505)	(4, 0.0)	(5, 0.0)	(6, 0.00047124650100503724)	(7, 0.0)	(8, 0.0)	(9, 8.245783044707563e-07)	(10, 2.5314553947252223e-05)	(15, 6.736804747526079e-05)	(20, 4.238332484979688e-05)	(25, 1.6161734767626825e-05)	(30, 7.553137268952129e-05)	(35, 7.833493892472185e-06)	(40, 6.761542096660203e-05)	(45, 1.7481060054780035e-05)	(50, 2.102674676400429e-05)	(55, 1.566698778494437e-06)	(60, 0.036100780290203735)	(65, 1.5007325141367766e-05)	(70, 4.947469826824538e-07)	(75, 4.1228915223537816e-07)	(80, 2.473734913412269e-07)	(85, 0.0)	(90, 2.8035662352005716e-06)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 5.7720481312952945e-06)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 2.473734913412269e-07)	(145, 0.0)	(150, 0.0)																																
BACW_52_2_val_2	(1, 0.00012387468315127088)	(2, 0.0)	(3, 0.0)	(4, 2.8904092735296535e-06)	(5, 0.0)	(6, 3.7162404945381258e-06)	(7, 0.00022214859845127907)	(8, 9.331892797395738e-05)	(9, 1.7755371251682156e-05)	(10, 6.193734157563544e-05)	(12, 3.8814067387398204e-05)	(14, 1.631016661491733e-05)	(16, 2.4568478825002054e-05)	(18, 4.954987326050835e-06)	(20, 3.0969108380457924e-06)	(22, 0.00018334773855358262)	(24, 1.775773270226949e-05)	(26, 3.71697392776959e-06)	(28, 0.0)	(30, 9.644860817698406e-05)	(32, 1.8382489473381004e-05)	(34, 7.580837522460425e-05)	(36, 1.7765988616624586e-05)	(38, 4.1320429872133724e-06)	(40, 5.206954895767745e-05)	(42, 6.19948314991639e-07)	(44, 2.8934409737741673e-06)	(46, 6.20100272529109e-07)	(48, 4.1345650935943365e-07)	(50, 1.8194929621030114e-05)	(52, 0.08958113349653729)	(54, 0.00022854578038686835)	(56, 3.661543849625152e-05)	(58, 8.276282572613579e-07)	(60, 1.0347652245499e-06)	(62, 0.0)	(64, 1.0352401824617447e-06)	(66, 2.07095121525043e-07)	(68, 0.0)	(70, 6.216024311865648e-07)	(72, 0.0)	(74, 0.0)	(76, 0.0)	(78, 0.0)	(80, 7.056453039759538e-06)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)	(102, 0.0)	(104, 0.0)	(106, 1.4220766045521939e-05)	(108, 0.0)	(110, 0.0)	(112, 0.0)	(114, 0.0)	(116, 0.0)	(118, 0.0)	(120, 0.0)	(122, 0.0)	(124, 0.0)	(126, 0.0)	(128, 0.0)	(130, 0.0)
BACW_53_1	(1, 0.003262705347364942)	(2, 0.06308590854212856)	(3, 0.0)	(4, 0.08299906094112029)	(5, 0.0)	(6, 0.005179665759169862)	(7, 0.0004066279661404378)	(8, 0.0)	(9, 0.0058443088514446495)	(10, 0.004251295385998277)	(15, 0.0)	(20, 0.0)	(25, 0.0005013141925417112)	(30, 0.000270117148936148)	(35, 2.1977273408066518e-05)	(40, 9.681618241438995e-08)	(45, 0.020215218888124623)	(50, 0.00010039838116372238)	(55, 2.4591310333255047e-05)	(60, 2.9044854724316985e-06)	(65, 1.0649780065582894e-06)	(70, 6.4866842217641265e-06)	(75, 0.00015848809061235635)	(80, 5.228073850377057e-06)	(85, 5.615338580034617e-06)	(90, 6.777132769007296e-07)	(95, 3.969463478989988e-06)	(100, 0.0013477780753907225)	(105, 0.0012941419103331506)	(110, 3.969463478989988e-06)	(115, 0.002299771597071419)	(120, 0.001027606960146335)	(125, 0.000750809494623594)	(130, 0.00012847507406389547)	(135, 0.0021501905952411864)	(140, 1.6749199557689463e-05)	(145, 6.777132769007297e-06)	(150, 3.872647296575598e-06)																																
