Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69
BACW_53_1_val_1	(1, 0.0)	(2, 0.02113102133014709)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0006392480211714295)	(16, 0.0003741053760264616)	(18, 0.0002397180079392861)	(20, 0.0003634519015054064)	(22, 0.00021453751428884013)	(24, 0.00014722337335322272)	(26, 4.842919154465155e-06)	(28, 4.842971539241354e-07)	(30, 0.0)	(32, 0.0)	(34, 3.390227082955459e-06)	(36, 0.05053778596897838)	(38, 0.0)	(40, 0.00019688820778861706)	(42, 4.407715932453565e-05)	(44, 5.013325807499779e-05)	(46, 6.054942157621964e-06)	(48, 1.525900393494834e-05)	(50, 2.9066083836783136e-06)	(52, 4.844583168006887e-07)	(54, 5.087043554419072e-06)	(56, 0.0)	(58, 1.4535971665166103e-06)	(60, 1.5990943311197385e-05)	(62, 2.4231223190620095e-07)	(64, 0.00037609735551457957)	(66, 0.0)	(68, 1.9631929152410413e-05)	(70, 3.393562646784462e-06)	(72, 6.0609458849852804e-06)	(74, 8.971513391233687e-06)	(76, 3.3950360687783187e-06)	(78, 5.093276964630452e-06)	(80, 0.0)	(82, 2.4263980303704285e-07)	(84, 1.4561759409242236e-06)	(86, 0.0)	(88, 9.955121124213666e-06)	(90, 0.00018118701026605358)	(92, 2.4053337006545156e-05)	(94, 0.005241891810128559)	(96, 0.0011440849694840374)	(98, 1.2646083175351329e-05)	(100, 4.865875156002694e-07)	(102, 9.493999848086265e-06)	(104, 2.435936365595853e-06)	(106, 0.002876335045537451)	(108, 0.0028712886101386905)	(110, 0.00010590171363467042)	(112, 0.00011675966068821868)	(114, 0.0026523087894176184)	(116, 0.0015698178344274265)	(118, 7.118801415359116e-06)	(120, 7.87514927345448e-06)	(122, 0.0003128852592684189)	(124, 7.441843610782718e-07)	(126, 0.0033280158238074647)	(128, 0.0020659909291461105)	(130, 1.8868297525092585e-05)
BACW_53_2	(1, 0.009345182007548991)	(2, 0.008768641641271297)	(3, 0.0013960893504155031)	(4, 0.0)	(5, 0.0)	(6, 0.0005315208414550009)	(7, 0.0)	(8, 0.0)	(9, 1.936323648287799e-06)	(10, 3.185252401433429e-05)	(15, 6.670634968351468e-05)	(20, 4.6374951376492784e-05)	(25, 1.4522427362158493e-05)	(30, 7.067581316250467e-05)	(35, 8.907088782123876e-06)	(40, 6.631908495385711e-05)	(45, 1.5877853915959952e-05)	(50, 2.0718663036679448e-05)	(55, 1.3554265538014592e-06)	(60, 0.03587833451148945)	(65, 1.887915557080604e-05)	(70, 9.681618241438996e-07)	(75, 4.840809120719498e-07)	(80, 9.681618241438995e-08)	(85, 0.0)	(90, 3.4853825669180382e-06)	(95, 0.0)	(100, 3.872647296575598e-07)	(105, 0.0)	(110, 0.0)	(115, 6.680316586592907e-06)	(120, 1.936323648287799e-07)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 6.777132769007296e-07)	(145, 0.0)	(150, 0.0)																																
BACW_53_2_val_2	(1, 0.0001578748900771864)	(2, 0.0)	(3, 0.0)	(4, 1.452836411753249e-06)	(5, 0.0)	(6, 4.3585092352597465e-06)	(7, 0.0002087241644885501)	(8, 0.00010169854882272742)	(9, 1.8886873352792238e-05)	(10, 6.876759015632045e-05)	(12, 3.7773746705584476e-05)	(14, 1.7434036941038986e-05)	(16, 2.4456079597846358e-05)	(18, 3.874230431341997e-06)	(20, 7.264236023590519e-07)	(22, 0.0001748312158375385)	(24, 1.7919532450920826e-05)	(26, 5.3276015573199295e-06)	(28, 0.0)	(30, 9.372411053082459e-05)	(32, 1.7922151092137742e-05)	(34, 7.023853515161363e-05)	(36, 1.816602056994218e-05)	(38, 4.844533599903472e-06)	(40, 4.9175036439549846e-05)	(42, 2.1803185085346158e-06)	(44, 1.6959185440438514e-06)	(46, 2.1806249649827974e-06)	(48, 0.0)	(50, 1.72056565985473e-05)	(52, 0.08910284068486925)	(54, 0.0002566819591831523)	(56, 4.605768282134801e-05)	(58, 1.2121897353703016e-06)	(60, 7.274181721115137e-07)	(62, 0.0)	(64, 2.910546803409265e-06)	(66, 0.0)	(68, 0.0)	(70, 2.426628838693867e-07)	(72, 0.0)	(74, 0.0)	(76, 0.0)	(78, 0.0)	(80, 8.746317499677972e-06)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 7.304248478145221e-07)	(94, 2.4357889911364635e-07)	(96, 0.0)	(98, 0.0)	(100, 0.0)	(102, 0.0)	(104, 0.0)	(106, 1.5890643350102394e-05)	(108, 0.0)	(110, 0.0)	(112, 4.903237753269483e-07)	(114, 0.0)	(116, 0.0)	(118, 0.0)	(120, 0.0)	(122, 0.0)	(124, 0.0)	(126, 0.0)	(128, 0.0)	(130, 0.0)
BACW_55_1	(1, 0.003186878803479857)	(2, 0.0627542167579636)	(3, 0.0)	(4, 0.08309843097731064)	(5, 0.0)	(6, 0.00516074913083155)	(7, 0.000389370555717524)	(8, 0.0)	(9, 0.005694345718921994)	(10, 0.004227769601305132)	(15, 0.0)	(20, 0.0)	(25, 0.0005153200109853354)	(30, 0.00027700933821046706)	(35, 2.3680086857922886e-05)	(40, 0.0)	(45, 0.0198097435340907)	(50, 0.00010775234154142093)	(55, 3.146749797227337e-05)	(60, 4.052632314610964e-06)	(65, 4.7678027230717226e-07)	(70, 4.608875965635998e-06)	(75, 0.00016671416855007455)	(80, 6.118680161275377e-06)	(85, 5.244582995378895e-06)	(90, 1.6687309530751028e-06)	(95, 4.370485829482412e-06)	(100, 0.001365657626645177)	(105, 0.0013037556546239624)	(110, 3.49638866358593e-06)	(115, 0.002310238809464403)	(120, 0.0010423211386421964)	(125, 0.0007560940485004574)	(130, 0.00013651808463728698)	(135, 0.0021738001882058338)	(140, 1.6131065879725996e-05)	(145, 6.754387191018273e-06)	(150, 6.357070297428963e-06)																																
BACW_55_1_val_1	(1, 0.0)	(2, 0.021024968569277918)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0006262731222282644)	(16, 0.00041062528420298137)	(18, 0.0002500322398486692)	(20, 0.0003621301069276593)	(22, 0.00023969956557315825)	(24, 0.00014091919808063998)	(26, 7.751632372037172e-06)	(28, 1.987622490391321e-07)	(30, 0.0)	(32, 0.0)	(34, 4.770545260562074e-06)	(36, 0.049519459425551374)	(38, 1.9878163238951737e-07)	(40, 0.00021349848675095384)	(42, 4.612059277827775e-05)	(44, 5.8249242169407267e-05)	(46, 9.54289823616743e-06)	(48, 2.0279515343441545e-05)	(50, 3.3801079565124694e-06)	(52, 1.5907327473381436e-06)	(54, 5.766705441728921e-06)	(56, 0.0)	(58, 5.966302277009035e-07)	(60, 1.1536072416334134e-05)	(62, 0.0)	(64, 0.00039191432757573785)	(66, 9.947904772495775e-07)	(68, 2.3877285318606407e-05)	(70, 3.980118321912702e-06)	(72, 6.568603951731454e-06)	(74, 7.963382186738657e-06)	(76, 5.176906080818771e-06)	(78, 4.779439720181807e-06)	(80, 0.0)	(82, 1.99242961623333e-07)	(84, 3.985949766231022e-06)	(86, 0.0)	(88, 1.0966975147737617e-05)	(90, 0.00019049110491812228)	(92, 2.853620246822786e-05)	(94, 0.00529502398783213)	(96, 0.0011412937521450182)	(98, 1.2186546467042964e-05)	(100, 1.9987849226552386e-07)	(102, 8.601137552048083e-06)	(104, 3.2030094131181707e-06)	(106, 0.0028817992625366122)	(108, 0.0028899348461693636)	(110, 0.0001111197459577961)	(112, 0.00012490241722543612)	(114, 0.0026840225168468378)	(116, 0.001576402455825054)	(118, 7.267185507914314e-06)	(120, 4.452364985882088e-06)	(122, 0.000335094170611028)	(124, 8.160881246232669e-07)	(126, 0.0033524337628907577)	(128, 0.0020822440687228005)	(130, 1.3428263428632705e-05)
BACW_55_2	(1, 0.009300393845138574)	(2, 0.008899501099506959)	(3, 0.0013989527823279613)	(4, 0.0)	(5, 0.0)	(6, 0.0005153200109853354)	(7, 0.0)	(8, 0.0)	(9, 1.5892675743572407e-06)	(10, 2.7812182551251714e-05)	(15, 6.92920662419757e-05)	(20, 4.0367396388673914e-05)	(25, 1.644891939459744e-05)	(30, 7.167596760351155e-05)	(35, 8.343654765375514e-06)	(40, 7.350362531402238e-05)	(45, 1.676677290946889e-05)	(50, 2.097833198151558e-05)	(55, 1.1124873020500686e-06)	(60, 0.03606199106636143)	(65, 1.8356040483826132e-05)	(70, 7.151704084607584e-07)	(75, 7.946337871786203e-07)	(80, 2.3839013615358613e-07)	(85, 0.0)	(90, 3.3374619061502055e-06)	(95, 0.0)	(100, 3.178535148714482e-07)	(105, 0.0)	(110, 0.0)	(115, 5.482973131532481e-06)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 7.946337871786205e-08)	(140, 8.740971658964825e-07)	(145, 0.0)	(150, 0.0)																																
BACW_55_2_val_2	(1, 0.0001371400997580141)	(2, 0.0)	(3, 0.0)	(4, 1.5900301421219025e-06)	(5, 0.0)	(6, 5.56510549742666e-06)	(7, 0.00021942415961282257)	(8, 0.00010017189895367987)	(9, 2.106789938311521e-05)	(10, 5.8433607722979925e-05)	(12, 3.816072341092566e-05)	(14, 1.3515256208036175e-05)	(16, 2.6235497345011395e-05)	(18, 5.3663517296614215e-06)	(20, 1.987554434991799e-06)	(22, 0.00017491087128348337)	(24, 1.88831173181901e-05)	(26, 3.9755489349016405e-06)	(28, 0.0)	(30, 0.00010078905464741195)	(32, 2.1669740933595103e-05)	(34, 8.012258413410124e-05)	(36, 1.749674460639933e-05)	(38, 4.7721444583166266e-06)	(40, 5.229858734237533e-05)	(42, 1.9886986076428982e-07)	(44, 1.9888572720027373e-06)	(46, 3.978046458439021e-07)	(48, 3.9784126476077376e-07)	(50, 1.4721733054510872e-05)	(52, 0.08953698208557812)	(54, 0.0002469444927123755)	(56, 4.438006314701866e-05)	(58, 1.5923302071678328e-06)	(60, 5.97225793024179e-07)	(62, 0.0)	(64, 2.9871952382514733e-06)	(66, 0.0)	(68, 0.0)	(70, 5.97777115582429e-07)	(72, 0.0)	(74, 0.0)	(76, 0.0)	(78, 0.0)	(80, 8.181045646222003e-06)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 2.0003837056008735e-07)	(94, 6.004233561066974e-07)	(96, 0.0)	(98, 0.0)	(100, 0.0)	(102, 0.0)	(104, 0.0)	(106, 1.3669102205185805e-05)	(108, 0.0)	(110, 0.0)	(112, 0.0)	(114, 0.0)	(116, 0.0)	(118, 0.0)	(120, 0.0)	(122, 0.0)	(124, 0.0)	(126, 0.0)	(128, 2.1743137033190176e-07)	(130, 0.0)
BACW_56_1	(1, 0.00339371962166361)	(2, 0.06294701240917927)	(3, 0.0)	(4, 0.08343009080076953)	(5, 0.0)	(6, 0.0052237611907266215)	(7, 0.0004226623156301263)	(8, 0.0)	(9, 0.005793406483057511)	(10, 0.00426982097011097)	(15, 0.0)	(20, 0.0)	(25, 0.0005111971321123225)	(30, 0.0002785085887156228)	(35, 2.484219324519926e-05)	(40, 0.0)	(45, 0.020149088904627032)	(50, 0.0001034401324293158)	(55, 2.8154485677892494e-05)	(60, 3.0362680633021315e-06)	(65, 4.140365540866543e-07)	(70, 4.899432556692076e-06)	(75, 0.00017092809074544045)	(80, 4.209371633214319e-06)	(85, 5.244463018430954e-06)	(90, 5.520487387822058e-07)	(95, 3.933347263823215e-06)	(100, 0.0013751534083064746)	(105, 0.0013299544178186813)	(110, 4.002353356170991e-06)	(115, 0.002327023446151693)	(120, 0.0010455113051611499)	(125, 0.0007721781733716102)	(130, 0.0001304215145372961)	(135, 0.0021688614824905907)	(140, 1.5871401239988413e-05)	(145, 6.072536126604263e-06)	(150, 5.865517849560936e-06)																																
BACW_56_1_val_1	(1, 0.0)	(2, 0.021217907401623933)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0006240561000477627)	(16, 0.0003896898987577014)	(18, 0.0002635325400367627)	(20, 0.00036794529549502884)	(22, 0.00023402344425118966)	(24, 0.00014945886390446193)	(26, 5.177616664039112e-06)	(28, 8.629478392076057e-07)	(30, 0.0)	(32, 0.0)	(34, 4.3149873671323055e-06)	(36, 0.050372320260369516)	(38, 3.4521776263107994e-07)	(40, 0.0002047222667302316)	(42, 4.3673812372150954e-05)	(44, 5.4724305818037526e-05)	(46, 6.387699762469932e-06)	(48, 1.8646219448016207e-05)	(50, 3.280587744298808e-06)	(52, 0.0)	(54, 4.662573863933916e-06)	(56, 0.0)	(58, 5.18153117068301e-07)	(60, 1.20919120259712e-05)	(62, 1.7276985061615542e-07)	(64, 0.0004060571759744256)	(66, 3.4561934112376495e-07)	(68, 2.0221312168309233e-05)	(70, 3.6301241600994694e-06)	(72, 2.2478249561577305e-06)	(74, 7.955714219323604e-06)	(76, 3.632615513112572e-06)	(78, 6.055642771902517e-06)	(80, 0.0)	(82, 1.7313157242399857e-07)	(84, 1.2123500471288091e-06)	(86, 0.0)	(88, 9.87868832093633e-06)	(90, 0.00018673631187853383)	(92, 3.140002413256661e-05)	(94, 0.005345151141525099)	(96, 0.0011899915173903951)	(98, 1.111900761411573e-05)	(100, 5.215400563277169e-07)	(102, 9.570905122220172e-06)	(104, 2.9614277330185172e-06)	(106, 0.002905848981497753)	(108, 0.002912023830844503)	(110, 0.00011038352879339503)	(112, 0.000126831401483785)	(114, 0.002682080759410656)	(116, 0.0016361522599917463)	(118, 7.579307685554244e-06)	(120, 6.546187135529642e-06)	(122, 0.00032061136757531025)	(124, 1.7893542668505245e-07)	(126, 0.003354626654249589)	(128, 0.002090779976667007)	(130, 1.7208047618797694e-05)
BACW_56_2	(1, 0.009339629568809705)	(2, 0.008795171500185753)	(3, 0.0013928879740398529)	(4, 0.0)	(5, 0.0)	(6, 0.0005347972156952618)	(7, 0.0)	(8, 0.0)	(9, 6.900609234777572e-07)	(10, 3.291590604988902e-05)	(15, 7.149031167229563e-05)	(20, 4.512998439544532e-05)	(25, 1.6975498717552826e-05)	(30, 7.569968330550996e-05)	(35, 8.142718897037534e-06)	(40, 7.073124465647012e-05)	(45, 1.897667539563832e-05)	(50, 2.3600083582939297e-05)	(55, 1.1731035699121873e-06)	(60, 0.03606258386094759)	(65, 1.6147425609379516e-05)	(70, 6.210548311299815e-07)	(75, 6.900609234777572e-07)	(80, 6.900609234777572e-08)	(85, 0.0)	(90, 2.3462071398243746e-06)	(95, 0.0)	(100, 1.3801218469555144e-07)	(105, 0.0)	(110, 0.0)	(115, 6.003530034256487e-06)	(120, 6.900609234777572e-08)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 4.830426464344299e-07)	(145, 0.0)	(150, 0.0)																																
BACW_56_2_val_2	(1, 0.00016360762799924751)	(2, 0.0)	(3, 0.0)	(4, 1.0354913164509338e-06)	(5, 0.0)	(6, 3.1064739493528016e-06)	(7, 0.0002188338315432973)	(8, 0.00011735568253110583)	(9, 1.8293679923966497e-05)	(10, 6.523595293640883e-05)	(12, 4.383579906308952e-05)	(14, 1.5187205974613695e-05)	(16, 2.5024373480897565e-05)	(18, 6.040366012630447e-06)	(20, 3.279080707169514e-06)	(22, 0.00018397939336906095)	(24, 1.6914227003869594e-05)	(26, 5.005409207650454e-06)	(28, 0.0)	(30, 9.787236491474087e-05)	(32, 2.0369473173716278e-05)	(34, 8.199990652701182e-05)	(36, 1.9853721097660653e-05)	(38, 3.79834758447737e-06)	(40, 5.73248359692985e-05)	(42, 1.2087564319008987e-06)	(44, 1.554248701417007e-06)	(46, 5.181298907802397e-07)	(48, 1.0363638984694878e-06)	(50, 1.6238296349395526e-05)	(52, 0.08952169867856895)	(54, 0.00025728717231456906)	(56, 3.940222082011378e-05)	(58, 6.913747250612291e-07)	(60, 6.915098746253009e-07)	(62, 0.0)	(64, 2.5942164817930287e-06)	(66, 0.0)	(68, 0.0)	(70, 1.730580260723269e-07)	(72, 0.0)	(74, 0.0)	(76, 0.0)	(78, 0.0)	(80, 5.720206231739314e-06)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 3.4770810082961903e-07)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)	(102, 0.0)	(104, 0.0)	(106, 1.4690161077318911e-05)	(108, 0.0)	(110, 0.0)	(112, 1.7558246383346266e-07)	(114, 0.0)	(116, 0.0)	(118, 0.0)	(120, 0.0)	(122, 0.0)	(124, 0.0)	(126, 0.0)	(128, 0.0)	(130, 0.0)
BACW_57_1	(1, 0.003226209204001704)	(2, 0.06316788187519341)	(3, 0.0)	(4, 0.08394615626204177)	(5, 0.0)	(6, 0.0051108037397295455)	(7, 0.0003974814583390917)	(8, 0.0)	(9, 0.005934223758505908)	(10, 0.004231662879102875)	(15, 0.0)	(20, 0.0)	(25, 0.0005161751132195642)	(30, 0.000262172527717424)	(35, 2.2673884575001306e-05)	(40, 9.17971035425154e-08)	(45, 0.02068078586288621)	(50, 0.00010455690093492504)	(55, 2.9925855754860022e-05)	(60, 3.7636812452431316e-06)	(65, 3.671884141700616e-07)	(70, 4.865246487753316e-06)	(75, 0.0001639496269269325)	(80, 4.957043591295832e-06)	(85, 6.517594351518593e-06)	(90, 1.0097681389676694e-06)	(95, 3.580087038158101e-06)	(100, 0.0013426244364128303)	(105, 0.0013334447260585787)	(110, 3.7636812452431316e-06)	(115, 0.002327882748734648)	(120, 0.001034461559820606)	(125, 0.0007732988002421497)	(130, 0.00013136165516933955)	(135, 0.002148235817101945)	(140, 1.5238319188057555e-05)	(145, 6.242203040891047e-06)	(150, 4.58985517712577e-06)																																
BACW_57_1_val_1	(1, 0.0)	(2, 0.021030760856035086)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0006337056199250713)	(16, 0.0004045613414159332)	(18, 0.0002521046270571479)	(20, 0.0003517534564248633)	(22, 0.00021881516122631713)	(24, 0.00013432166649167347)	(26, 6.429180189930565e-06)	(28, 2.2961903669114965e-07)	(30, 0.0)	(32, 0.0)	(34, 3.444668431074828e-06)	(36, 0.05169968118893554)	(38, 2.2966813090588295e-07)	(40, 0.00020924423337190798)	(42, 4.088781579658589e-05)	(44, 6.133697063253845e-05)	(46, 6.2031554215593316e-06)	(48, 1.861121231245016e-05)	(50, 4.136318716464638e-06)	(52, 0.0)	(54, 5.74622375126427e-06)	(56, 0.0)	(58, 4.598139389105593e-07)	(60, 1.1727508956304339e-05)	(62, 4.600027124059937e-07)	(64, 0.00038669345094292213)	(66, 0.0)	(68, 2.2550828808770325e-05)	(70, 3.912785475591168e-06)	(72, 5.986261203595789e-06)	(74, 8.751649815537677e-06)	(76, 3.9160663239090455e-06)	(78, 6.221143728841617e-06)	(80, 0.0)	(82, 2.3058094599563893e-07)	(84, 2.3067494575655584e-06)	(86, 0.0)	(88, 9.003081013608136e-06)	(90, 0.00017622114625855345)	(92, 2.5883492277041877e-05)	(94, 0.005283003260938214)	(96, 0.0011900907280612079)	(98, 1.1805988004523573e-05)	(100, 0.0)	(102, 9.50872848164888e-06)	(104, 3.2508583299299554e-06)	(106, 0.0028427107833439934)	(108, 0.0029719995096003063)	(110, 0.0001243807831401224)	(112, 0.00013557670829114296)	(114, 0.0026264437507945554)	(116, 0.0016352967941544502)	(118, 6.353461233433856e-06)	(120, 5.197593805133477e-06)	(122, 0.0003222952077704676)	(124, 7.172048490172028e-07)	(126, 0.003272741128861548)	(128, 0.002126769402968163)	(130, 1.3849317519074644e-05)
BACW_57_2	(1, 0.009170989629415)	(2, 0.008650959037846651)	(3, 0.0014132164090370246)	(4, 0.0)	(5, 0.0)	(6, 0.0005535365343613679)	(7, 0.0)	(8, 0.0)	(9, 1.3769565531377311e-06)	(10, 2.9742261547774992e-05)	(15, 7.059197262419433e-05)	(20, 4.516417494291758e-05)	(25, 1.6431681534110257e-05)	(30, 7.114275524544944e-05)	(35, 9.087913250709024e-06)	(40, 7.077556683127937e-05)	(45, 1.8818406226215655e-05)	(50, 2.3224667196256397e-05)	(55, 1.0097681389676694e-06)	(60, 0.03576562029382068)	(65, 1.835942070850308e-05)	(70, 4.5898551771257705e-07)	(75, 9.179710354251541e-07)	(80, 2.7539131062754624e-07)	(85, 0.0)	(90, 2.937507313360493e-06)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 4.40626097004074e-06)	(120, 1.835942070850308e-07)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 6.425797247976079e-07)	(145, 0.0)	(150, 0.0)																																
BACW_57_2_val_2	(1, 0.0001478646446491833)	(2, 0.0)	(3, 0.0)	(4, 9.184139419203932e-07)	(5, 0.0)	(6, 3.673655767681573e-06)	(7, 0.00023327714124777985)	(8, 0.00010148474058220344)	(9, 1.4235416099766095e-05)	(10, 6.107452713770614e-05)	(12, 4.5231886639579364e-05)	(14, 1.4694623070726292e-05)	(16, 2.8241228714052088e-05)	(18, 4.821673195082064e-06)	(20, 1.607240082047494e-06)	(22, 0.00017381870677196784)	(24, 2.0436662310396914e-05)	(26, 4.133460046541245e-06)	(28, 0.0)	(30, 9.7607860992626e-05)	(32, 1.8144946939707817e-05)	(34, 8.223303106760469e-05)	(36, 2.136412978001298e-05)	(38, 4.365179754185103e-06)	(40, 5.6754719983309794e-05)	(42, 1.1490446656504547e-06)	(44, 2.0685719702352077e-06)	(46, 4.597494822312825e-07)	(48, 0.0)	(50, 1.6096753964008475e-05)	(52, 0.08871702514255936)	(54, 0.00026730898977201734)	(56, 4.509766427255055e-05)	(58, 6.904237203556737e-07)	(60, 6.906121735478558e-07)	(62, 0.0)	(64, 2.763967104295406e-06)	(66, 0.0)	(68, 0.0)	(70, 6.915780949729398e-07)	(72, 0.0)	(74, 0.0)	(76, 0.0)	(78, 0.0)	(80, 6.929668530393318e-06)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)	(102, 0.0)	(104, 0.0)	(106, 1.1205084366791882e-05)	(108, 0.0)	(110, 0.0)	(112, 4.6911474697766026e-07)	(114, 0.0)	(116, 0.0)	(118, 0.0)	(120, 0.0)	(122, 0.0)	(124, 0.0)	(126, 0.0)	(128, 0.0)	(130, 0.0)
BACW_58_1	(1, 0.0032930893028778004)	(2, 0.06284621627326638)	(3, 0.0)	(4, 0.08318754307956834)	(5, 0.0)	(6, 0.005203277496975464)	(7, 0.0004051784971387311)	(8, 0.0)	(9, 0.005770271221106376)	(10, 0.004214795667074948)	(15, 0.0)	(20, 0.0)	(25, 0.0005239568510944687)	(30, 0.00027717795610375577)	(35, 2.33970301825105e-05)	(40, 0.0)	(45, 0.019807550033780527)	(50, 9.913851110180544e-05)	(55, 2.8862029933169888e-05)	(60, 3.4156248441621165e-06)	(65, 6.831249688324232e-07)	(70, 5.208827887347228e-06)	(75, 0.0001660847580473829)	(80, 4.354921676306699e-06)	(85, 5.721171613971545e-06)	(90, 8.539062110405291e-07)	(95, 4.184140434098592e-06)	(100, 0.0013774361090294776)	(105, 0.001333374548539786)	(110, 4.354921676306699e-06)	(115, 0.0023262113001166094)	(120, 0.0010465474522512726)	(125, 0.0007631359808069209)	(130, 0.0001289398378671199)	(135, 0.002191635681256622)	(140, 1.562648366204168e-05)	(145, 7.258202793844498e-06)	(150, 6.831249688324233e-06)																																
BACW_58_1_val_1	(1, 0.0)	(2, 0.020957426095954797)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0006432274333681406)	(16, 0.00040981190060871905)	(18, 0.00025605235478366555)	(20, 0.00036176286918018254)	(22, 0.00023170984311934515)	(24, 0.00014906484553561146)	(26, 5.9797590835791976e-06)	(28, 1.281398302832797e-06)	(30, 0.0)	(32, 0.0)	(34, 2.776569833444874e-06)	(36, 0.049516606863424066)	(38, 2.1359782325875882e-07)	(40, 0.0001988703179067634)	(42, 3.9520279941667985e-05)	(44, 5.66138925775273e-05)	(46, 7.264173851746484e-06)	(48, 1.7307115662704e-05)	(50, 4.4874404682792e-06)	(52, 2.1370853348410842e-07)	(54, 5.129498419434828e-06)	(56, 0.0)	(58, 4.275527858914113e-07)	(60, 1.2401092441311579e-05)	(62, 6.415626399221385e-07)	(64, 0.0003933357325743592)	(66, 4.2783197692306835e-07)	(68, 2.1394973266863233e-05)	(70, 3.209940550745422e-06)	(72, 4.495370407465104e-06)	(74, 7.280299656448655e-06)	(76, 3.855140565974685e-06)	(78, 6.21265736347791e-06)	(80, 0.0)	(82, 0.0)	(84, 2.14493520204378e-06)	(86, 0.0)	(88, 1.0519271944873091e-05)	(90, 0.000183648569718949)	(92, 2.923155363173435e-05)	(94, 0.005363269512067862)	(96, 0.0011836027760219509)	(98, 1.0551799552778557e-05)	(100, 4.3103748515765523e-07)	(102, 1.0357360237635302e-05)	(104, 2.1606194798535468e-06)	(106, 0.0028964324015760606)	(108, 0.0029192065094836668)	(110, 0.00010622908400824463)	(112, 0.00011773398545130731)	(114, 0.0026944317660079894)	(116, 0.001611388973853079)	(118, 5.479445161202142e-06)	(120, 5.942774855108876e-06)	(122, 0.0003151741748547545)	(124, 0.0)	(126, 0.00339916574308415)	(128, 0.0021133457942848163)	(130, 1.6875821377868627e-05)
BACW_58_2	(1, 0.009433528866470245)	(2, 0.008879343735504943)	(3, 0.0014221807944880013)	(4, 0.0)	(5, 0.0)	(6, 0.000511489820413277)	(7, 0.0)	(8, 0.0)	(9, 8.539062110405291e-07)	(10, 2.79227331010253e-05)	(15, 7.002030930532339e-05)	(20, 4.713562284943721e-05)	(25, 1.7505077326330847e-05)	(30, 7.514374657156657e-05)	(35, 7.685155899364761e-06)	(40, 7.104499675857202e-05)	(45, 1.579726490424979e-05)	(50, 2.2116170865949705e-05)	(55, 1.024687453248635e-06)	(60, 0.036120745070741006)	(65, 1.648038987308221e-05)	(70, 3.415624844162116e-07)	(75, 5.977343477283704e-07)	(80, 0.0)	(85, 0.0)	(90, 3.3302342230580637e-06)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 6.489687203908021e-06)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 4.2695310552026456e-07)	(145, 0.0)	(150, 0.0)																																
