Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
BACW_59_2 - illumina_universal_adapter	(1, 3.6218452884326896e-06)	(2, 4.527306610540862e-06)	(3, 9.054613221081724e-06)	(4, 1.1770997187406241e-05)	(5, 1.8561957103217533e-05)	(6, 2.3994725035866568e-05)	(7, 2.6258378341137e-05)	(8, 2.9880223629569688e-05)	(9, 3.214387693484012e-05)	(10, 4.09721248253948e-05)	(12, 5.72704286233419e-05)	(14, 7.696421237919465e-05)	(16, 0.00010005347609295305)	(18, 0.00012223727848460327)	(20, 0.00015528661674155158)	(22, 0.00020599245077960923)	(24, 0.0002585092074618832)	(26, 0.00031057323348310315)	(28, 0.00038776381119282483)	(30, 0.0006616658611305469)	(32, 0.003431472045459446)	(34, 0.003551898401299833)	(36, 0.003696772212837141)	(38, 0.003892578223743033)	(40, 0.004188437710741878)	(42, 0.004567826004705202)	(44, 0.0050527005426941295)	(46, 0.005767109525837477)	(48, 0.00672146575933949)	(50, 0.00800291989545308)	(52, 0.009513229380729514)	(54, 0.01113717426193052)	(56, 0.01316291760481703)	(58, 0.015807543761364472)	(60, 0.01954506173369648)	(62, 0.02364702788817703)	(64, 0.027391789551085906)	(66, 0.031351371912664946)	(68, 0.0359916348231388)	(70, 0.04204781287605931)	(72, 0.04820653442370857)	(74, 0.053802511759667604)	(76, 0.05982292409036484)	(78, 0.06714538980225362)	(80, 0.07852386950652598)	(82, 0.09157020896612159)	(84, 0.10029908247657489)	(86, 0.1082361300608446)	(88, 0.11771698919930874)	(90, 0.1326790584511547)	(92, 0.15463694824293894)	(94, 0.17252637394916065)	(96, 0.18549144825509703)	(98, 0.20029823089020143)	(100, 0.22184639943373174)	(102, 0.24884250238705635)	(104, 0.2748833436455569)	(106, 0.2980683598941282)	(108, 0.32292191499401435)	(110, 0.3556043150501783)	(112, 0.3986069368904007)	(114, 0.4367997481875845)	(116, 0.4702884615510857)	(118, 0.5084253606116294)	(120, 0.5587499954330795)	(122, 0.6375803635971391)	(124, 0.724085648292718)	(126, 0.7840414488321023)	(128, 0.8423769263355738)	(130, 0.9175879392298366)	(132, 1.0353257540395537)	(134, 1.2188663858761688)	(136, 1.3943794239963032)	(138, 1.5580272969515323)
BACW_59_2 - polya	(1, 0.4733860447340178)	(2, 0.6687565287439761)	(3, 0.7897949764381081)	(4, 0.9373362770303464)	(5, 1.0795751961203193)	(6, 1.1774193465873282)	(7, 1.2671034796194984)	(8, 1.3591015190603162)	(9, 1.4581046600196237)	(10, 1.6201181752884475)	(12, 1.828858701180655)	(14, 2.0188704387210468)	(16, 2.2034602738646543)	(18, 2.3875154340975575)	(20, 2.5752569537380934)	(22, 2.7584967460504375)	(24, 2.9433478067854737)	(26, 3.1388534308977567)	(28, 3.331998290977973)	(30, 3.540124008632469)	(32, 3.7330511052647184)	(34, 3.92651627228763)	(36, 4.114131932804393)	(38, 4.296487542135699)	(40, 4.483725851646473)	(42, 4.671590061296155)	(44, 4.861369321642096)	(46, 5.046342393290285)	(48, 5.216537883431009)	(50, 5.383381129391958)	(52, 5.552380731491507)	(54, 5.725470981479011)	(56, 5.897228845131032)	(58, 6.056591848744715)	(60, 6.224781289326307)	(62, 6.402092573632149)	(64, 6.5753313192764775)	(66, 6.7488672825997895)	(68, 6.923469200264552)	(70, 7.102703684418551)	(72, 7.279530320551734)	(74, 7.455992508502769)	(76, 7.638466280536609)	(78, 7.816308391542536)	(80, 7.990649536346533)	(82, 8.159924625053334)	(84, 8.338689401146489)	(86, 8.524287241106933)	(88, 8.688418177677507)	(90, 8.848343246406888)	(92, 9.014314533114646)	(94, 9.189857451458412)	(96, 9.355654889592326)	(98, 9.523212544536417)	(100, 9.691201651800494)	(102, 9.857252845469928)	(104, 10.023983135130944)	(106, 10.188574046053148)	(108, 10.358561280089788)	(110, 10.52302316277359)	(112, 10.689570775612872)	(114, 10.849955365963222)	(116, 11.014007980129435)	(118, 11.183438129087644)	(120, 11.345152842120173)	(122, 11.502068383780198)	(124, 11.665629332448503)	(126, 11.842887194536342)	(128, 12.020440237015187)	(130, 12.187673284075302)	(132, 12.357580384784935)	(134, 12.533185327229262)	(136, 12.70564605523257)	(138, 12.875602956314918)
BACW_59_2 - polyg	(1, 0.03314531715709176)	(2, 0.034084280548117935)	(3, 0.03424273627948686)	(4, 0.03441024662407687)	(5, 0.03456145866486894)	(6, 0.034698636055168326)	(7, 0.034820873333652934)	(8, 0.03496484168386813)	(9, 0.03512646652986444)	(10, 0.03539810492649689)	(12, 0.035801940676157135)	(14, 0.03618721446871416)	(16, 0.03658154287449227)	(18, 0.03695798841915875)	(20, 0.037337603078452596)	(22, 0.0377527570946392)	(24, 0.038184435779954264)	(26, 0.03871231973074333)	(28, 0.039256728350660866)	(30, 0.03981471889041003)	(32, 0.04039942053916138)	(34, 0.041019887910136006)	(36, 0.041698757536386605)	(38, 0.04231945127269176)	(40, 0.042998094533611836)	(42, 0.043697110674279345)	(44, 0.04445203905158703)	(46, 0.045266954241484386)	(48, 0.04599856698974779)	(50, 0.046832723232739945)	(52, 0.04771871713642279)	(54, 0.04856056980065286)	(56, 0.049446110973674656)	(58, 0.05034862954648598)	(60, 0.05128691384152057)	(62, 0.05226413297340582)	(64, 0.05341135246851687)	(66, 0.05446259306348446)	(68, 0.05553443290353001)	(70, 0.05670089345173586)	(72, 0.057904930644809206)	(74, 0.05910670418457728)	(76, 0.06039472291527615)	(78, 0.06166599061151602)	(80, 0.06298728504580238)	(82, 0.06433529058909092)	(84, 0.06558776996289704)	(86, 0.06677369792952823)	(88, 0.06799991892499321)	(90, 0.06934520808431544)	(92, 0.07088856690784881)	(94, 0.07232440219938185)	(96, 0.07369594973704521)	(98, 0.07518203813195524)	(100, 0.07681164214641942)	(102, 0.07857366987924193)	(104, 0.08036399327838031)	(106, 0.08274603565151639)	(108, 0.08640613668080815)	(110, 0.08846017569001052)	(112, 0.09037069907965878)	(114, 0.09226220778154276)	(116, 0.09427391647393658)	(118, 0.0965565844669713)	(120, 0.0990051782472823)	(122, 0.10180033734863024)	(124, 0.10493051713915819)	(126, 0.1084486871062095)	(128, 0.11224279641117327)	(130, 0.116170461261148)	(132, 0.12076748839349118)	(134, 0.12603546236551652)	(136, 0.1323551296631705)	(138, 0.1391202839313017)
BACW_59_2_val_2 - polya	(1, 0.5979120262245904)	(2, 0.703004908756548)	(3, 0.8027102824526174)	(4, 0.8977827155953199)	(5, 0.9961823147664742)	(6, 1.0920238097001256)	(7, 1.1860563336131351)	(8, 1.283925108038122)	(9, 1.3816140723741768)	(10, 1.5318997523335693)	(12, 1.7282337996397739)	(14, 1.9226909376045813)	(16, 2.126022405487503)	(18, 2.326500690359776)	(20, 2.542065585200019)	(22, 2.7428930730409733)	(24, 2.943148973143307)	(26, 3.1369493740074805)	(28, 3.324883527335511)	(30, 3.517179094394957)	(32, 3.709854210206355)	(34, 3.904242051083992)	(36, 4.093569392909643)	(38, 4.2677872521993345)	(40, 4.438525990083152)	(42, 4.611284534243022)	(44, 4.788083823260343)	(46, 4.963371031718721)	(48, 5.1260608902816)	(50, 5.297621908307626)	(52, 5.478216005461263)	(54, 5.65465816537248)	(56, 5.83141329448131)	(58, 6.00922554386109)	(60, 6.1917608652997735)	(62, 6.371795150690389)	(64, 6.551360208745654)	(66, 6.73688934551895)	(68, 6.917992300695044)	(70, 7.09557559793388)	(72, 7.267868764596576)	(74, 7.449494391920347)	(76, 7.637564421889888)	(78, 7.80388626308034)	(80, 7.965944068799127)	(82, 8.133912055501476)	(84, 8.311323695249872)	(86, 8.478977353988196)	(88, 8.64841507302955)	(90, 8.818408301073614)	(92, 8.986135559659424)	(94, 9.15437371441731)	(96, 9.320319630232916)	(98, 9.491580360881205)	(100, 9.657088527450078)	(102, 9.824367393118902)	(104, 9.985114215708181)	(106, 10.148936153155912)	(108, 10.317365667517258)	(110, 10.477628089879554)	(112, 10.6321705585564)	(114, 10.791452178028058)	(116, 10.959380534043301)	(118, 11.087790754102723)										
BACW_64_1 - illumina_universal_adapter	(1, 4.787818984150732e-06)	(2, 6.383758645534308e-06)	(3, 1.5560411698489875e-05)	(4, 1.955026085194882e-05)	(5, 2.6731989328174917e-05)	(6, 3.231777814301744e-05)	(7, 3.630762729647638e-05)	(8, 4.18934161113189e-05)	(9, 4.548428034943195e-05)	(10, 5.525941077540635e-05)	(12, 7.540814900037402e-05)	(14, 9.795079671741705e-05)	(16, 0.00012388481621490016)	(18, 0.00015181376028911277)	(20, 0.00018852037250093504)	(22, 0.00023220922073131047)	(24, 0.0002760975614193588)	(26, 0.0003239757512608661)	(28, 0.0003802326243246372)	(30, 0.0005609727909763274)	(32, 0.0029147842990594306)	(34, 0.003007947276792697)	(36, 0.0031228549324123145)	(38, 0.0032684844265135657)	(40, 0.0034673784068134945)	(42, 0.003724125199838577)	(44, 0.004072838015850889)	(46, 0.00451770619646156)	(48, 0.005136132815247697)	(50, 0.006049409286474449)	(52, 0.007140234045030124)	(54, 0.008355143112258372)	(56, 0.009830589329207488)	(58, 0.011766065153550422)	(60, 0.014344505168973263)	(62, 0.017399732158234447)	(64, 0.020411070806807586)	(66, 0.0236651917763687)	(68, 0.027482679446398213)	(70, 0.03286319052229528)	(72, 0.03864408296074194)	(74, 0.04396055695772598)	(76, 0.049921391592993636)	(78, 0.05693514741985911)	(80, 0.06823799108669296)	(82, 0.08166562892020135)	(84, 0.09083390328993465)	(86, 0.0993205119317995)	(88, 0.10925264292196252)	(90, 0.12452518700403033)	(92, 0.14806030969799627)	(94, 0.16791000872891218)	(96, 0.1826632739436573)	(98, 0.1994942531050662)	(100, 0.22378585119852795)	(102, 0.2547127679266496)	(104, 0.28486086610001604)	(106, 0.3118707484217294)	(108, 0.341260575763481)	(110, 0.3787152846915768)	(112, 0.4268576025470431)	(114, 0.47014028413359643)	(116, 0.5083829882695003)	(118, 0.5516792353431754)	(120, 0.6081806861600536)	(122, 0.696235061037231)	(124, 0.7918859092101367)	(126, 0.8587571774693123)	(128, 0.9263346490286501)	(130, 1.014580935650109)	(132, 1.154651372925846)	(134, 1.3727642571055283)	(136, 1.5850733072141316)	(138, 1.7919435944491973)
BACW_64_1 - polya	(1, 0.018249570027921203)	(2, 0.04939353454999102)	(3, 0.06829265202009534)	(4, 0.08383830127671742)	(5, 0.1137031201601883)	(6, 0.12440868340874933)	(7, 0.13586952510206013)	(8, 0.14315060082220737)	(9, 0.14909068824187705)	(10, 0.15993589621080914)	(12, 0.17791914380773693)	(14, 0.19379275866477336)	(16, 0.21063451041889658)	(18, 0.2279718014378794)	(20, 0.2481135574268285)	(22, 0.26818708699525345)	(24, 0.2863877813710448)	(26, 0.311594052382937)	(28, 0.3331617804593323)	(30, 0.3661833679930199)	(32, 0.3865250154245573)	(34, 0.4057257654906632)	(36, 0.4227851635161075)	(38, 0.4398938361785972)	(40, 0.4613532398504761)	(42, 0.48231929867452983)	(44, 0.502634214116739)	(46, 0.521818406308858)	(48, 0.5364517765565417)	(50, 0.5505808298712283)	(52, 0.566204680171258)	(54, 0.586047596458613)	(56, 0.6071884106755883)	(58, 0.6229405346259018)	(60, 0.640710724278035)	(62, 0.6632713263162686)	(64, 0.6807763904921544)	(66, 0.6969757765325706)	(68, 0.712424871439679)	(70, 0.7296322928687168)	(72, 0.7467437584256138)	(74, 0.7612925438712441)	(76, 0.7783625149969453)	(78, 0.7942058070004154)	(80, 0.8114245994995404)	(82, 0.8278262708920372)	(84, 0.8484934900144968)	(86, 0.8758223607760292)	(88, 0.893553050921543)	(90, 0.9093418814840684)	(92, 0.9272575011378451)	(94, 0.9526281539348598)	(96, 0.9729564353717333)	(98, 0.9929725111123483)	(100, 1.0124509546795348)	(102, 1.0326098670198438)	(104, 1.0531390373615939)	(106, 1.0724736468667981)	(108, 1.095725889255784)	(110, 1.1176646733034508)	(112, 1.14131011532651)	(114, 1.1608855122281256)	(116, 1.1821747488336096)	(118, 1.2057962517617478)	(120, 1.2255513913677267)	(122, 1.2422688593207196)	(124, 1.2616439657948315)	(126, 1.2863491117530494)	(128, 1.3109726652960791)	(130, 1.3300794544146208)	(132, 1.3503937713794572)	(134, 1.3733571486897325)	(136, 1.3949396392079954)	(138, 1.4168844080293925)
BACW_64_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0048029804109338756)	(4, 0.006618361775757694)	(5, 0.007468598630359795)	(6, 0.008184776553405675)	(7, 0.008627250824524271)	(8, 0.008951226575785138)	(9, 0.009280389130945501)	(10, 0.00963309179611127)	(12, 0.009893828438289815)	(14, 0.010098308207404583)	(16, 0.010282240253379041)	(18, 0.010407920501712999)	(20, 0.010532204302843243)	(22, 0.010640927692275)	(24, 0.010739875951280783)	(26, 0.010853586652154362)	(28, 0.010971087709723727)	(30, 0.011114522786790575)	(32, 0.011260551265807174)	(34, 0.011410769086434902)	(36, 0.01158253209249131)	(38, 0.011772847897111301)	(40, 0.011975332741649344)	(42, 0.012178416063560404)	(44, 0.012402446093527123)	(46, 0.012641837042734659)	(48, 0.012906364041608987)	(50, 0.013171290025398661)	(52, 0.01346633937029695)	(54, 0.013788320196981087)	(56, 0.014108306099088495)	(58, 0.014451433126285964)	(60, 0.014783388575853748)	(62, 0.015139881597715305)	(64, 0.015501960408391703)	(66, 0.015867630083306217)	(68, 0.016263024134413995)	(70, 0.017290210798972)	(72, 0.01778435361662789)	(74, 0.018336548739466607)	(76, 0.01891667280637954)	(78, 0.01954826592737209)	(80, 0.020237113383716775)	(82, 0.021017527878133345)	(84, 0.021853002290867646)	(86, 0.022772662520739933)	(88, 0.023714466413413918)	(90, 0.02471731499813582)	(92, 0.02575008745150867)	(94, 0.026981554392723775)	(96, 0.028212422856565854)	(98, 0.029580542131286927)	(100, 0.031150547773173023)	(102, 0.034772133849767704)	(104, 0.03653943753229234)	(106, 0.03824110819624258)	(108, 0.04005449463648967)	(110, 0.04201809889736449)	(112, 0.04409122451750176)	(114, 0.046316562882843484)	(116, 0.048929515093443746)	(118, 0.05161288814160256)	(120, 0.05462462577509104)	(122, 0.05810437271428026)	(124, 0.061904305048034555)	(126, 0.06617444110452397)	(128, 0.07122399419314163)	(130, 0.07669966317134867)	(132, 0.08291784307701444)	(134, 0.08973290441603766)	(136, 0.0967255140423898)	(138, 0.10434732288024243)
BACW_64_1_val_1 - polya	(1, 0.06777097424421588)	(2, 0.07718660307928103)	(3, 0.08638669823181395)	(4, 0.093014758106129)	(5, 0.10231184341580143)	(6, 0.11068133561768702)	(7, 0.118452123145872)	(8, 0.127724062859249)	(9, 0.1363019042875824)	(10, 0.15230268582868073)	(12, 0.17251276036234356)	(14, 0.19078881923172883)	(16, 0.2160481694151582)	(18, 0.23767078784230533)	(20, 0.2707388435165874)	(22, 0.29111635579066186)	(24, 0.3103495438650698)	(26, 0.3274319851833206)	(28, 0.3445621233072429)	(30, 0.36603666211176145)	(32, 0.38701667085580327)	(34, 0.40734289409616403)	(36, 0.42653836377612886)	(38, 0.44118467577709186)	(40, 0.45531969398671446)	(42, 0.4709464846749744)	(44, 0.49079055108478165)	(46, 0.5119371992963369)	(48, 0.5276893188296248)	(50, 0.5454654592964701)	(52, 0.568024451833285)	(54, 0.5855197998081647)	(56, 0.6017049823887628)	(58, 0.6171491681515441)	(60, 0.6343521486774333)	(62, 0.6514525511358951)	(64, 0.6659847101124057)	(66, 0.6830404092885646)	(68, 0.6988653712238194)	(70, 0.7160573754973575)	(72, 0.7324327465959678)	(74, 0.7530521355582174)	(76, 0.7803237321499544)	(78, 0.7980120625979903)	(80, 0.813755999834071)	(82, 0.8316067788169041)	(84, 0.8568964633704677)	(86, 0.877152438595781)	(88, 0.8971018770281596)	(90, 0.9164943205457718)	(92, 0.936553521501662)	(94, 0.9569715461253236)	(96, 0.9761899661511138)	(98, 0.9992999665559579)	(100, 1.0210984045889484)	(102, 1.0445728165718515)	(104, 1.0639119753735047)	(106, 1.0848810078651954)	(108, 1.1080983759748562)	(110, 1.1274469144830639)	(112, 1.1436712124356772)	(114, 1.1622945200158088)	(116, 1.1850596665286015)	(118, 1.2020750529233977)										
BACW_64_2 - illumina_universal_adapter	(1, 3.989849153458943e-06)	(2, 5.1868038994966255e-06)	(3, 1.2368532375722722e-05)	(4, 1.5161426783143983e-05)	(5, 2.154518542867829e-05)	(6, 2.5136049666791338e-05)	(7, 2.9524883735596177e-05)	(8, 3.47116876350928e-05)	(9, 3.910052170389764e-05)	(10, 4.608275772245079e-05)	(12, 6.284012416697835e-05)	(14, 8.398632468031075e-05)	(16, 0.00010553151010898903)	(18, 0.0001324629918948369)	(20, 0.00016657620215691088)	(22, 0.00020926758809892152)	(24, 0.00025515085336369936)	(26, 0.0003084153395623763)	(28, 0.000365869167372185)	(30, 0.0005507986756350071)	(32, 0.0029097969876176067)	(34, 0.003010341186284772)	(36, 0.0031354229572457103)	(38, 0.003287835194907842)	(40, 0.003498698722668147)	(42, 0.003766617093322915)	(44, 0.004129892858745352)	(46, 0.004595308762496337)	(48, 0.005235480059168825)	(50, 0.00617129917811262)	(52, 0.007281674197520243)	(54, 0.008516732002973459)	(56, 0.010012326958147544)	(58, 0.011953787556220665)	(60, 0.014577312867077592)	(62, 0.017662663217447395)	(64, 0.020714099850012792)	(66, 0.02400373047703969)	(68, 0.027862313593349834)	(70, 0.03329569017053022)	(72, 0.0391428141049243)	(74, 0.04449938608590061)	(76, 0.05050331109202562)	(78, 0.05759885882653701)	(80, 0.06902877918890851)	(82, 0.0825671353364254)	(84, 0.09177271479574355)	(86, 0.10031817371262192)	(88, 0.11038775500612158)	(90, 0.12581650168254732)	(92, 0.14955809907020476)	(94, 0.16949836767690418)	(96, 0.18438090400422139)	(98, 0.2013509294086283)	(100, 0.22585159559773132)	(102, 0.25690020272503344)	(104, 0.2871318882381649)	(106, 0.31408571317927214)	(108, 0.3433147496001393)	(110, 0.38065355341032714)	(112, 0.42872664738298094)	(114, 0.47166420701776)	(116, 0.5097291633738774)	(118, 0.5528069662064006)	(120, 0.6086257538331219)	(122, 0.6955498044451245)	(124, 0.7901461354867709)	(126, 0.8561701592782095)	(128, 0.9220373819979171)	(130, 1.0083589653877474)	(132, 1.1451589233123942)	(134, 1.356372759828373)	(136, 1.561204433638479)	(138, 1.761387933184805)
BACW_64_2 - polya	(1, 0.4593792619818023)	(2, 0.657873459396554)	(3, 0.7800099237124084)	(4, 0.9256892909280781)	(5, 1.0714987272261505)	(6, 1.1698129992014477)	(7, 1.2605465577851729)	(8, 1.353646096916899)	(9, 1.4517712500423223)	(10, 1.61239739015668)	(12, 1.8210862506358922)	(14, 2.0114577136515743)	(16, 2.1972143176439083)	(18, 2.3830469282626163)	(20, 2.57343794153915)	(22, 2.759021984555597)	(24, 2.944990250045522)	(26, 3.1442927908987643)	(28, 3.341102474000926)	(30, 3.552332269913519)	(32, 3.747079799480715)	(34, 3.9429945594177553)	(36, 4.13273403032753)	(38, 4.317321608517901)	(40, 4.50714466676744)	(42, 4.697072857542173)	(44, 4.887298890556211)	(46, 5.073171599158911)	(48, 5.24375999362454)	(50, 5.412047043098454)	(52, 5.582018407392502)	(54, 5.75658288603201)	(56, 5.929248994444302)	(58, 6.089139406374763)	(60, 6.258941401572245)	(62, 6.438246020498521)	(64, 6.612614996529509)	(66, 6.78647127694428)	(68, 6.961966188406375)	(70, 7.1416404668567175)	(72, 7.318808721053774)	(74, 7.495047539890532)	(76, 7.677403994434288)	(78, 7.855368223537459)	(80, 8.029917141765269)	(82, 8.199692205480964)	(84, 8.37860342528071)	(86, 8.563051957228083)	(88, 8.72682010355079)	(90, 8.887737103668433)	(92, 9.05467119529441)	(94, 9.230334278898324)	(96, 9.396726349516802)	(98, 9.565724789094778)	(100, 9.734469474266595)	(102, 9.902171013377238)	(104, 10.070313630311798)	(106, 10.236865494388871)	(108, 10.408584412612134)	(110, 10.575222457430923)	(112, 10.742886292467066)	(114, 10.904093354618169)	(116, 11.068799514476853)	(118, 11.239594982113546)	(120, 11.403331808120399)	(122, 11.561910756634116)	(124, 11.726272792003314)	(126, 11.9053124849458)	(128, 12.08418221031435)	(130, 12.252981356927108)	(132, 12.424166034348723)	(134, 12.601044226512322)	(136, 12.774780212975116)	(138, 12.945530196331461)
BACW_64_2 - polyg	(1, 0.029520893886442717)	(2, 0.03091893702981473)	(3, 0.031198226470556856)	(4, 0.03144599610298666)	(5, 0.03164429160591357)	(6, 0.03181904699883507)	(7, 0.03198701964819569)	(8, 0.0321609770712865)	(9, 0.03237842385015001)	(10, 0.03271456864132893)	(12, 0.03315584595770149)	(14, 0.03359413088720895)	(16, 0.034039198560277296)	(18, 0.03447848095207313)	(20, 0.034860509008516824)	(22, 0.0352559030596246)	(24, 0.035718725561425836)	(26, 0.03623860290612154)	(28, 0.036765661979293464)	(30, 0.0373066855245025)	(32, 0.037882021772431274)	(34, 0.03849206970799515)	(36, 0.039148200401281474)	(38, 0.03978278590913912)	(40, 0.04044210848174821)	(42, 0.04111579451130975)	(44, 0.04185092421783456)	(46, 0.042655876284544904)	(48, 0.04341255117649839)	(50, 0.04423266466999187)	(52, 0.045073724871541015)	(54, 0.04586191957180684)	(56, 0.04670976251691686)	(58, 0.047594711059154055)	(60, 0.048514371289026345)	(62, 0.04946974066882208)	(64, 0.05058450452229851)	(66, 0.05159333788075061)	(68, 0.05260276971657572)	(70, 0.05370915488682988)	(72, 0.054868405558367375)	(74, 0.05602107297880167)	(76, 0.05727568104510683)	(78, 0.05854365510607608)	(80, 0.059798662157296595)	(82, 0.061126882940483074)	(84, 0.062460490020026724)	(86, 0.06368537371013862)	(88, 0.0649591330523804)	(90, 0.0663174771966755)	(92, 0.06773187872157668)	(94, 0.06910498530773958)	(96, 0.07042163552838103)	(98, 0.07185279441972675)	(100, 0.07346389550789348)	(102, 0.07527089818949503)	(104, 0.0770098739430301)	(106, 0.0792892747644012)	(108, 0.08279854658732602)	(110, 0.08478608994312159)	(112, 0.08676924446484835)	(114, 0.08883099901489827)	(116, 0.09085026167146384)	(118, 0.09306602439883727)	(120, 0.09537056126987514)	(122, 0.09795079671741705)	(124, 0.10083066983638371)	(126, 0.104175559874186)	(128, 0.1076098225330258)	(130, 0.11104109280500049)	(132, 0.1148202779231568)	(134, 0.11937489022428785)	(136, 0.12440708746908796)	(138, 0.1298863473115331)
BACW_64_2_val_2 - polya	(1, 0.5939294052231882)	(2, 0.6988316441938677)	(3, 0.7995074273046698)	(4, 0.8941506621232646)	(5, 0.9926391774928138)	(6, 1.0884917957522837)	(7, 1.1835804668481118)	(8, 1.2818937613164911)	(9, 1.379980745418212)	(10, 1.531753378042443)	(12, 1.7293887843543878)	(14, 1.9243709311207158)	(16, 2.1309883045157414)	(18, 2.3347235136115727)	(20, 2.553040175035383)	(22, 2.7553977646770287)	(24, 2.95755239343429)	(26, 3.153143223285547)	(28, 3.3430010567496717)	(30, 3.5375481447864434)	(32, 3.7320387550156635)	(34, 3.9265660857982034)	(36, 4.1165686062251385)	(38, 4.2909862452909735)	(40, 4.463109847615411)	(42, 4.636719834076423)	(44, 4.814840661117321)	(46, 4.990839878362848)	(48, 5.154040386230452)	(50, 5.3271843808871004)	(52, 5.509678745569381)	(54, 5.6871890934113285)	(56, 5.864150429067492)	(58, 6.042754809916515)	(60, 6.2255708785767965)	(62, 6.405812317571941)	(64, 6.5851419293490405)	(66, 6.77067771377372)	(68, 6.951906616344022)	(70, 7.129703145019998)	(72, 7.302435230861141)	(74, 7.484210750798532)	(76, 7.671286403643968)	(78, 7.837297630386373)	(80, 8.000498537390426)	(82, 8.169560962718233)	(84, 8.347250323257615)	(86, 8.515629426984507)	(88, 8.686728645612241)	(90, 8.857467643594635)	(92, 9.026884502089274)	(94, 9.196510108946807)	(96, 9.364430205757195)	(98, 9.537466633140802)	(100, 9.70516959972286)	(102, 9.873524356126351)	(104, 10.03505008745339)	(106, 10.199420863389854)	(108, 10.36919335246067)	(110, 10.531269692519288)	(112, 10.687157821070539)	(114, 10.847080021713182)	(116, 11.016769091266129)	(118, 11.146554893453379)										
