#Position (bp)	mapping quality
3874904.0	38.40861436155445
1.1624711E7	38.88355929679619
1.9374518E7	38.492956468260985
2.7124325E7	39.28545321621844
3.4874132E7	39.49972600367392
4.2623939E7	39.38944631795683
5.0373746E7	39.444306770430636
5.8123553E7	39.47497651489511
6.587336E7	39.40981659996081
7.3623167E7	39.37608182645302
8.1372974E7	39.00148610280692
8.9122781E7	39.31770828973246
9.6872588E7	39.3900678055453
1.04622395E8	39.07601751462705
1.12372202E8	39.376447177161786
1.20122009E8	25.825499214795926
1.27871816E8	12.924132159647938
1.35621623E8	0.0
1.4337143E8	19.018363799604714
1.51121237E8	37.26354204359605
1.58871044E8	38.91269846674689
1.66620851E8	39.24585331460995
1.74370658E8	39.34552826350409
1.82120465E8	39.38129028989371
1.89870272E8	39.443382609781466
1.97620079E8	39.349001933912206
2.05369886E8	39.01768228857341
2.13119693E8	39.45368754903863
2.208695E8	39.02356697776485
2.28619307E8	39.293279257523025
2.36369114E8	39.268541120317444
2.44118921E8	38.57410663219101
2.484751235E8	37.69979341103807
2.52350027E8	39.029931461649674
2.59618535E8	39.30465044190443
2.67368342E8	39.46837201332803
2.75118149E8	39.50889972358403
2.82867956E8	39.2527350923763
2.90617763E8	39.34679031896089
2.9836757E8	39.44114263744622
3.06117377E8	39.44970942013265
3.13867184E8	39.38728685085161
3.21616991E8	39.40303886904701
3.29366798E8	39.38636537642463
3.37116605E8	34.26388668167954
3.44866412E8	34.513492904971265
3.52616219E8	39.348730725041
3.60366026E8	37.82929360594075
3.68115833E8	39.44959231758139
3.7586564E8	38.69024822612892
3.83615447E8	37.984115101765084
3.91365254E8	39.5773756301855
3.99115061E8	39.42240502510459
4.06864868E8	39.284652328933646
4.14614675E8	39.51369054957122
4.22364482E8	39.40861543046866
4.30114289E8	39.40639031613812
4.37864096E8	39.420882988159356
4.45613903E8	39.37089950477334
4.5336371E8	39.45792664279164
4.61113517E8	39.22035145174986
4.68863324E8	39.45716071915297
4.76613131E8	39.47466028165239
4.84362938E8	39.30415371103898
4.896938965E8	38.7630270171614
4.935688E8	38.85282072661424
4.99862552E8	39.25669946473278
5.07612359E8	39.39683562594774
5.15362166E8	39.247072227477986
5.23111973E8	39.46528188819617
5.3086178E8	39.36781248524714
5.38611587E8	39.52186183982002
5.46361394E8	39.49027261011151
5.54111201E8	39.475361048009205
5.61861008E8	39.45872238086783
5.69610815E8	38.294975600258994
5.77360622E8	39.37682004819079
5.85110429E8	34.251892553947236
5.92860236E8	39.2120399455003
6.00610043E8	39.243092426112646
6.0835985E8	39.417910620866685
6.16109657E8	38.92700627429861
6.23859464E8	38.93211546792806
6.31609271E8	39.322834482917244
6.39359078E8	39.39510602224453
6.47108885E8	39.36838634900404
6.54858692E8	39.43104169549955
6.62608499E8	39.56405861656585
6.70358306E8	39.493069755799105
6.78108113E8	39.43859937762817
6.857142635E8	38.33296381136598
6.89589167E8	37.57498332441767
6.93607727E8	38.63295592300202
7.01357534E8	37.90518482690605
7.09107341E8	39.477044523835794
7.16857148E8	39.53253887095614
7.24606955E8	39.387424124102616
7.32356762E8	39.376967090569735
7.40106569E8	35.148528070030494
7.47856376E8	39.15420734780699
7.55606183E8	38.74863625739575
7.6335599E8	39.224436485819815
7.71105797E8	39.21656708329907
7.78855604E8	39.32512667805079
7.86605411E8	39.21665220431219
7.94355218E8	39.26328965193943
8.02105025E8	39.300546266849544
8.09854832E8	38.69772102182387
8.17604639E8	38.8646410544876
8.25354446E8	39.36265567534418
8.33104253E8	38.904121525827996
8.4085406E8	39.47397476601314
8.48603867E8	39.21767359385925
8.56353674E8	39.05058614595223
8.64103481E8	39.37659808530288
8.71853288E8	39.08056502865458
8.776941285E8	36.68598408655049
8.81569032E8	38.0442738375649
8.87352902E8	39.328070244836475
8.95102709E8	39.23867375370808
9.02852516E8	38.28298412264857
9.10602323E8	38.63720564112476
9.1835213E8	39.345007131819536
9.26101937E8	29.591418238045318
9.33851744E8	39.10756658596735
9.41601551E8	39.26143161510765
9.49351358E8	38.523408597544474
9.57101165E8	39.24173030874464
9.64850972E8	39.396389692332754
9.72600779E8	39.638782797258905
9.80350586E8	38.95014402086257
9.88100393E8	39.40545203663311
9.958502E8	39.29819555231589
1.003600007E9	39.22412730359701
1.011349814E9	39.53150698610499
1.019099621E9	39.51813342662567
1.026849428E9	39.575277997105154
1.034599235E9	39.46633367797595
1.042349042E9	39.470145891207
1.050098849E9	39.626292808881246
1.0575860385E9	38.39451629309341
1.061460942E9	38.396358305284444
1.065598463E9	39.255653381516936
1.07334827E9	39.388001730764394
1.081098077E9	39.407157654273654
1.088847884E9	38.46873517924826
1.096597691E9	39.04685467980222
1.104347498E9	39.4414870652332
1.112097305E9	39.235728540733035
1.119847112E9	35.11946985026105
1.127596919E9	39.13594488190102
1.135346726E9	39.06519676990962
1.143096533E9	39.118612889672484
1.15084634E9	39.30383605788023
1.158596147E9	39.27544566342015
1.166345954E9	39.38977965165801
1.174095761E9	39.39008119455394
1.181845568E9	39.25551534180405
1.189595375E9	39.44318033856091
1.197345182E9	39.66539601367591
1.205094989E9	39.60247120000125
1.212844796E9	39.47809629622678
1.220594603E9	39.35804305484304
1.228236905E9	38.77254359938992
1.2321118085E9	36.23047313063843
1.236094217E9	38.54141750080537
1.243844024E9	39.185430893468606
1.251593831E9	39.31277521127289
1.259343638E9	39.288443631062854
1.267093445E9	38.70959561322635
1.274843252E9	39.11003890679389
1.282593059E9	39.21402570844543
1.290342866E9	33.6664955859594
1.298092673E9	37.32749404539068
1.30584248E9	37.35069065479219
1.313592287E9	39.48629658616112
1.321342094E9	39.24887958812164
1.329091901E9	39.062017546688395
1.336841708E9	38.7063855739449
1.344591515E9	39.44994495109547
1.352341322E9	39.5637594539311
1.360091129E9	39.14083372352487
1.367840936E9	39.41944267162645
1.375590743E9	39.093382425604624
1.38334055E9	38.288995158264726
1.389282865E9	38.580818848286206
1.3931577685E9	37.66971742179574
1.398840164E9	37.426929760337266
1.406589971E9	37.69865643633578
1.414339778E9	39.419841816416934
1.422089585E9	39.42247878022753
1.429839392E9	39.53133469810836
1.437589199E9	38.394363557541034
1.445339006E9	39.38815360755773
1.453088813E9	39.407963605518425
1.46083862E9	39.318127275182206
1.468588427E9	39.533415804821466
1.476338234E9	38.715952739353476
1.484088041E9	39.359551025547276
1.491837848E9	39.36175259593534
1.499587655E9	39.69518239586418
1.507337462E9	39.45961104262586
1.515087269E9	39.52839977239067
1.522837076E9	39.48326012727875
1.530586883E9	39.22035706759388
1.5354753495E9	38.921096561808525
1.539350253E9	38.684052159881574
1.546086497E9	39.10609382622695
1.553836304E9	39.11010618636884
1.561586111E9	39.272595429160646
1.569335918E9	38.910720280072084
1.577085725E9	30.173736522760066
1.584835532E9	14.023658784059897
1.592585339E9	0.0
1.600335146E9	24.322364228179286
1.608084953E9	38.77102011529571
1.61583476E9	39.39545281510988
1.623584567E9	39.122638587602296
1.631334374E9	39.191740395178186
1.639084181E9	39.39685721278341
1.646833988E9	39.460392711854894
1.654583795E9	39.54420286753336
