#Coverage (X)	Coverage
1.0	92.28310621197551
2.0	90.14454613109638
3.0	87.2453677222382
4.0	83.56563368078041
5.0	79.13695273200699
6.0	74.08555735264096
7.0	68.55898326138208
8.0	62.71616413914776
9.0	56.71478263559618
10.0	50.7121044867424
11.0	44.834875924082
12.0	39.20098979660279
13.0	33.90228962498453
14.0	29.003394056096838
15.0	24.548675488985396
16.0	20.56255775972953
17.0	17.05008592987292
18.0	13.999178052365409
19.0	11.383366111017935
20.0	9.174316720451245
21.0	7.330306773623349
22.0	5.810465991253295
23.0	4.570935567773589
24.0	3.5725168140580195
25.0	2.7761912067724666
26.0	2.1479374442214407
27.0	1.6567586873777884
28.0	1.2769751655546173
29.0	0.9851906812532008
30.0	0.762675314860374
31.0	0.5940428754732352
32.0	0.46713864002963135
33.0	0.37172112682151237
34.0	0.3002326308771899
35.0	0.24667638945366832
36.0	0.206474675265099
37.0	0.17624785547825184
38.0	0.153169536890033
39.0	0.13536738239419321
40.0	0.12151355236069605
41.0	0.11057995658475761
42.0	0.1016603788745698
43.0	0.09434226053453187
44.0	0.08820746208441221
45.0	0.08299713834684042
46.0	0.07846047660319755
47.0	0.074440731001431
48.0	0.07089361011226458
49.0	0.06771098220156091
50.0	0.0647951351504048
51.0	0.06213229442106183
