#GC Content (%)	Sample	HUMAN (hg19)
1.0	9.736328558096638E-6	0.0
2.0	1.3759408084547326E-5	3.0E-6
3.0	1.5544798406936683E-5	3.0E-6
4.0	1.6592227396071777E-5	1.0E-5
5.0	1.906796864311835E-5	8.0E-6
6.0	2.908995965279729E-5	1.2000000000000002E-5
7.0	5.5251879176876025E-5	6.999999999999999E-6
8.0	1.1524099400915847E-4	9.999999999999999E-6
9.0	2.696891594979873E-4	1.6E-5
10.0	6.593327434562409E-4	1.5000000000000002E-5
11.0	0.0017513726854467668	1.9999999999999998E-5
12.0	0.004543056603943366	1.6E-5
13.0	0.010472004591738245	1.6E-5
14.0	0.019976851343236027	2.4999999999999998E-5
15.0	0.031494642365012766	2.2000000000000003E-5
16.0	0.042979867867309125	2.6999999999999996E-5
17.0	0.05314083365968285	3.3E-5
18.0	0.06122334325954807	3.7000000000000005E-5
19.0	0.06695549362340705	4.7000000000000004E-5
20.0	0.0693751498091263	5.4999999999999995E-5
21.0	0.06864463950481747	6.400000000000001E-5
22.0	0.06621781795260437	9.3E-5
23.0	0.06282759978242997	1.66E-4
24.0	0.05965331862044746	3.03E-4
25.0	0.062092614099713	7.059999999999999E-4
26.0	0.04807656210762328	0.0016020000000000001
27.0	0.049550318500540654	0.0033690000000000005
28.0	0.04429431983306077	0.006167999999999999
29.0	0.038157147723266685	0.010352
30.0	0.03144184242187864	0.015647
31.0	0.025131511256017095	0.022148
32.0	0.019704710247695295	0.028808
33.0	0.015257374370236295	0.035106000000000005
34.0	0.011729228846356236	0.041161
35.0	0.008918905452893894	0.047408
36.0	0.006743252611234518	0.052698999999999996
37.0	0.005042918283803789	0.057517000000000006
38.0	0.003754247354307448	0.061487999999999994
39.0	0.0027439782890823546	0.063321
40.0	0.002001898655484442	0.060248
41.0	0.0014281218162770987	0.055508
42.0	0.0010027466206667596	0.051446000000000006
43.0	7.142513497729377E-4	0.048194
44.0	4.948149765491363E-4	0.044423
45.0	3.5488798568240746E-4	0.040655000000000004
46.0	2.6064318186454785E-4	0.03652
47.0	1.85394931076911E-4	0.032315
48.0	1.3142853293215533E-4	0.028137999999999996
49.0	9.279268635564962E-5	0.02458
50.0	7.222498984172419E-5	0.020810000000000002
51.0	5.060986433866369E-5	0.017532
52.0	2.870907638402089E-5	0.014506999999999997
53.0	2.392423032001741E-5	0.012007
54.0	1.706833148204227E-5	0.010018
55.0	1.1878796944963867E-5	0.008414999999999999
56.0	8.379431913080724E-6	0.007258
57.0	6.0703270961238195E-6	0.006174999999999999
58.0	3.951663913555114E-6	0.005363000000000001
59.0	2.975650537315598E-6	0.0046159999999999994
60.0	2.5471568599421516E-6	0.003946
61.0	1.1902602149262394E-6	0.0034579999999999993
62.0	8.569873547468922E-7	0.002915
63.0	5.237144945675452E-7	0.0024610000000000005
64.0	5.4751969886607E-7	0.0019950000000000002
65.0	3.33272860179347E-7	0.0016779999999999998
66.0	9.522081719409914E-8	0.0013500000000000003
67.0	9.522081719409914E-7	0.001069
68.0	0.0	8.119999999999999E-4
69.0	2.3805204298524784E-8	6.4E-4
70.0	0.0	5.05E-4
71.0	0.0	4.0299999999999993E-4
72.0	2.3805204298524784E-8	3.2E-4
73.0	2.3805204298524784E-8	2.79E-4
74.0	0.0	2.0700000000000002E-4
75.0	2.3805204298524785E-7	2.0099999999999998E-4
76.0	0.0	1.54E-4
77.0	0.0	1.12E-4
78.0	2.3805204298524784E-8	7.699999999999999E-5
79.0	0.0	6.3E-5
80.0	1.4283122579114872E-7	3.7E-5
81.0	0.0	2.8000000000000003E-5
82.0	0.0	1.6E-5
83.0	0.0	9.0E-6
84.0	2.3805204298524784E-8	4.0E-6
85.0	0.0	0.0
86.0	2.3805204298524784E-8	1.0E-6
87.0	0.0	0.0
88.0	2.3805204298524784E-8	0.0
89.0	0.0	0.0
90.0	0.0	0.0
91.0	0.0	0.0
92.0	0.0	0.0
93.0	0.0	0.0
94.0	0.0	0.0
95.0	0.0	0.0
96.0	0.0	0.0
97.0	0.0	0.0
98.0	0.0	0.0
99.0	0.0	0.0
100.0	1.4045070536129623E-6	0.0
