#GC Content (%)	Sample	HUMAN (hg19)
1.0	1.1948166622865573E-5	0.0
2.0	1.4098836614981375E-5	3.0E-6
3.0	1.6382264014017906E-5	3.0E-6
4.0	1.7019499567237405E-5	1.0E-5
5.0	2.01525743705666E-5	8.0E-6
6.0	2.5781488424005494E-5	1.2000000000000002E-5
7.0	5.0952292776175634E-5	6.999999999999999E-6
8.0	9.816082667718674E-5	9.999999999999999E-6
9.0	2.107656592273487E-4	1.6E-5
10.0	5.14010128115677E-4	1.5000000000000002E-5
11.0	0.0014423826747123319	1.9999999999999998E-5
12.0	0.003878905915409848	1.6E-5
13.0	0.009078190448571877	1.6E-5
14.0	0.017445571189008795	2.4999999999999998E-5
15.0	0.028016910744699485	2.2000000000000003E-5
16.0	0.039169143610112526	2.6999999999999996E-5
17.0	0.049600609961871545	3.3E-5
18.0	0.058571426219725935	3.7000000000000005E-5
19.0	0.06515539705855254	4.7000000000000004E-5
20.0	0.06852422246509159	5.4999999999999995E-5
21.0	0.06874096220763035	6.400000000000001E-5
22.0	0.06692032712911948	9.3E-5
23.0	0.06404843924816614	1.66E-4
24.0	0.061227769174802785	3.03E-4
25.0	0.06409732052539434	7.059999999999999E-4
26.0	0.04988532149675373	0.0016020000000000001
27.0	0.05175130650546873	0.0033690000000000005
28.0	0.04654286171122918	0.006167999999999999
29.0	0.040099003039666695	0.010352
30.0	0.03313088536817426	0.015647
31.0	0.02654356904269324	0.022148
32.0	0.02076344430277164	0.028808
33.0	0.016115766795365236	0.035106000000000005
34.0	0.012369405875025044	0.041161
35.0	0.009394365488894284	0.047408
36.0	0.007088342779199845	0.052698999999999996
37.0	0.005318049309393314	0.057517000000000006
38.0	0.003922609653768152	0.061487999999999994
39.0	0.002885774305717261	0.063321
40.0	0.0020964784186107616	0.060248
41.0	0.0014909187826825506	0.055508
42.0	0.0010687236771932491	0.051446000000000006
43.0	7.498669372510433E-4	0.048194
44.0	5.380923217310972E-4	0.044423
45.0	3.7567691010427783E-4	0.040655000000000004
46.0	2.7640092120895693E-4	0.03652
47.0	1.9679958001928808E-4	0.032315
48.0	1.4420109539729542E-4	0.028137999999999996
49.0	1.0363043184232074E-4	0.02458
50.0	7.686653860710186E-5	0.020810000000000002
51.0	5.4722603132724315E-5	0.017532
52.0	3.247246173281021E-5	0.014506999999999997
53.0	2.5808039905389635E-5	0.012007
54.0	1.7497426232152026E-5	0.010018
55.0	1.295712291546311E-5	0.008414999999999999
56.0	9.505430335524168E-6	0.007258
57.0	5.894428867280348E-6	0.006174999999999999
58.0	4.805818130530375E-6	0.005363000000000001
59.0	2.575493694262134E-6	0.0046159999999999994
60.0	2.177221473499949E-6	0.003946
61.0	9.55853329829246E-7	0.0034579999999999993
62.0	9.293018484451002E-7	0.002915
63.0	5.310296276829144E-7	0.0024610000000000005
64.0	3.717207393780401E-7	0.0019950000000000002
65.0	1.0620592553658288E-7	0.0016779999999999998
66.0	1.0620592553658288E-7	0.0013500000000000003
67.0	9.293018484451001E-7	0.001069
68.0	2.655148138414572E-8	8.119999999999999E-4
69.0	2.655148138414572E-8	6.4E-4
70.0	5.310296276829144E-8	5.05E-4
71.0	0.0	4.0299999999999993E-4
72.0	1.0620592553658288E-7	3.2E-4
73.0	0.0	2.79E-4
74.0	0.0	2.0700000000000002E-4
75.0	2.655148138414572E-7	2.0099999999999998E-4
76.0	0.0	1.54E-4
77.0	0.0	1.12E-4
78.0	2.655148138414572E-8	7.699999999999999E-5
79.0	0.0	6.3E-5
80.0	2.389633324573115E-7	3.7E-5
81.0	0.0	2.8000000000000003E-5
82.0	2.655148138414572E-8	1.6E-5
83.0	0.0	9.0E-6
84.0	2.655148138414572E-8	4.0E-6
85.0	2.655148138414572E-8	0.0
86.0	2.655148138414572E-8	1.0E-6
87.0	0.0	0.0
88.0	0.0	0.0
89.0	0.0	0.0
90.0	0.0	0.0
91.0	0.0	0.0
92.0	0.0	0.0
93.0	0.0	0.0
94.0	0.0	0.0
95.0	0.0	0.0
96.0	0.0	0.0
97.0	0.0	0.0
98.0	0.0	0.0
99.0	0.0	0.0
100.0	1.593088883048743E-6	0.0
