#Position (bp)	insert size
3874904.0	250.2741971729702
1.1624711E7	251.69378765035597
1.9374518E7	251.69227224597043
2.7124325E7	254.5972679355721
3.4874132E7	249.27367993696265
4.2623939E7	254.09174704065023
5.0373746E7	248.276642447712
5.8123553E7	249.124494142705
6.587336E7	248.40529374638405
7.3623167E7	241.0666147976457
8.1372974E7	242.48490750075283
8.9122781E7	247.74152836963546
9.6872588E7	245.9119503952409
1.04622395E8	241.61441347597932
1.12372202E8	250.77113569250133
1.20122009E8	284.2815694461365
1.27871816E8	329.4933830785244
1.35621623E8	0.0
1.4337143E8	305.4590037072089
1.51121237E8	255.29215648592998
1.58871044E8	254.95764168612257
1.66620851E8	247.9405272934455
1.74370658E8	246.56430560865053
1.82120465E8	248.62192830297775
1.89870272E8	242.55221744344297
1.97620079E8	245.2437440759757
2.05369886E8	252.21102671138567
2.13119693E8	243.97877331187053
2.208695E8	245.92336307265205
2.28619307E8	250.9128691375014
2.36369114E8	246.10532694746038
2.44118921E8	248.31737874220545
2.484751235E8	248.42048874130953
2.52350027E8	242.5001629677022
2.59618535E8	249.76053836897876
2.67368342E8	244.4464420670556
2.75118149E8	249.90492305175457
2.82867956E8	248.0248772063729
2.90617763E8	248.00180829019564
2.9836757E8	244.87764079281033
3.06117377E8	246.83193253578247
3.13867184E8	251.27854806762173
3.21616991E8	250.22304006819283
3.29366798E8	238.67107414342408
3.37116605E8	253.92575004795108
3.44866412E8	265.81324045530744
3.52616219E8	248.23546904089463
3.60366026E8	251.43562353990043
3.68115833E8	243.93663490112777
3.7586564E8	245.12442268484486
3.83615447E8	245.04113499970867
3.91365254E8	244.15409507061818
3.99115061E8	243.9071590970121
4.06864868E8	245.15753048909144
4.14614675E8	243.6378625378344
4.22364482E8	248.9518017044646
4.30114289E8	243.38287274962454
4.37864096E8	244.2070996016449
4.45613903E8	242.8045083374671
4.5336371E8	249.1310715953287
4.61113517E8	240.23312903705417
4.68863324E8	247.25127085184087
4.76613131E8	245.28588713162216
4.84362938E8	249.1345164755662
4.896938965E8	251.0660026689729
4.935688E8	241.607604930474
4.99862552E8	247.34701280645413
5.07612359E8	251.08055671899749
5.15362166E8	243.66592461694933
5.23111973E8	245.83611631552245
5.3086178E8	250.53797975487757
5.38611587E8	252.69439227199888
5.46361394E8	249.36669365296575
5.54111201E8	243.19778879983707
5.61861008E8	245.65182391702817
5.69610815E8	238.87950727246212
5.77360622E8	238.42317443639936
5.85110429E8	243.38397622003393
5.92860236E8	243.2037038822006
6.00610043E8	244.683686750665
6.0835985E8	243.06746692605833
6.16109657E8	251.43290931564843
6.23859464E8	249.01600191126414
6.31609271E8	247.95988788362237
6.39359078E8	244.621486662228
6.47108885E8	247.29236710454865
6.54858692E8	242.49416845751006
6.62608499E8	248.3406131746311
6.70358306E8	244.1933260812574
6.78108113E8	250.42019494975833
6.857142635E8	251.68673570991464
6.89589167E8	254.7989312977099
6.93607727E8	250.54263557679064
7.01357534E8	246.2534709655762
7.09107341E8	240.430802485309
7.16857148E8	240.71575316261988
7.24606955E8	242.0758709730166
7.32356762E8	243.15297485039451
7.40106569E8	249.25976067778845
7.47856376E8	242.33521718488842
7.55606183E8	239.82564657918206
7.6335599E8	245.80617591077097
7.71105797E8	247.18085388264456
7.78855604E8	245.67096233465878
7.86605411E8	242.26346711405543
7.94355218E8	245.58381148991026
8.02105025E8	242.41414288770886
8.09854832E8	245.17037580602351
8.17604639E8	240.94639388245082
8.25354446E8	241.03107302668528
8.33104253E8	245.97028888127926
8.4085406E8	244.61680680009326
8.48603867E8	241.97590402601574
8.56353674E8	243.0343487954478
8.64103481E8	240.5328964923243
8.71853288E8	244.32837268916165
8.776941285E8	240.85923892281096
8.81569032E8	246.34549233228176
8.87352902E8	242.73044890276674
8.95102709E8	242.22749506304118
9.02852516E8	238.89177607656998
9.10602323E8	244.99925215812394
9.1835213E8	245.46352291507344
9.26101937E8	249.7236699579219
9.33851744E8	247.10678906929178
9.41601551E8	246.01016810690706
9.49351358E8	249.02356974003132
9.57101165E8	249.26605388876305
9.64850972E8	242.80909175107007
9.72600779E8	244.78538357234856
9.80350586E8	240.57688276323165
9.88100393E8	242.23419476908904
9.958502E8	242.31753249902988
1.003600007E9	243.3721579087597
1.011349814E9	247.9567542687376
1.019099621E9	249.91186835098472
1.026849428E9	247.51030897337287
1.034599235E9	244.23082609647133
1.042349042E9	241.23372705615992
1.050098849E9	248.4368557357758
1.0575860385E9	250.95022398054218
1.061460942E9	253.078950042337
1.065598463E9	252.4465207752927
1.07334827E9	249.11722525998707
1.081098077E9	249.00010242161463
1.088847884E9	252.22313719013383
1.096597691E9	254.78219958832184
1.104347498E9	250.23519501176511
1.112097305E9	243.32646962223453
1.119847112E9	244.91114067003116
1.127596919E9	238.83443986017355
1.135346726E9	242.47345217374672
1.143096533E9	242.18699382086507
1.15084634E9	241.97725250312698
1.158596147E9	239.74417125382263
1.166345954E9	244.73378088939648
1.174095761E9	247.35750579489934
1.181845568E9	242.0109097115109
1.189595375E9	244.694973460498
1.197345182E9	247.9482536727508
1.205094989E9	246.4694463793483
1.212844796E9	247.66124471267244
1.220594603E9	248.50917653629867
1.228236905E9	245.6049329953496
1.2321118085E9	258.506993006993
1.236094217E9	253.20643597343812
1.243844024E9	240.75667650693396
