#GC Content (%)	Sample	HUMAN (hg19)
1.0	9.517869361961577E-6	0.0
2.0	1.330242275811247E-5	3.0E-6
3.0	1.6154959273121733E-5	3.0E-6
4.0	1.4686326611928846E-5	1.0E-5
5.0	1.9713569182935253E-5	8.0E-6
6.0	2.8920766251182955E-5	1.2000000000000002E-5
7.0	5.738964552969118E-5	6.999999999999999E-6
8.0	1.1814020041865069E-4	9.999999999999999E-6
9.0	2.5958082286584234E-4	1.6E-5
10.0	6.377254901872179E-4	1.5000000000000002E-5
11.0	0.0017869587905064422	1.9999999999999998E-5
12.0	0.004765204612726651	1.6E-5
13.0	0.011030899918219756	1.6E-5
14.0	0.02083583047957296	2.4999999999999998E-5
15.0	0.03265741962823033	2.2000000000000003E-5
16.0	0.04451078207965389	2.6999999999999996E-5
17.0	0.054911723315029276	3.3E-5
18.0	0.06317792224855343	3.7000000000000005E-5
19.0	0.06869385233757176	4.7000000000000004E-5
20.0	0.07072065013882534	5.4999999999999995E-5
21.0	0.06956520339263184	6.400000000000001E-5
22.0	0.06657659241297588	9.3E-5
23.0	0.06295048188661907	1.66E-4
24.0	0.05947809765977904	3.03E-4
25.0	0.061706352322038145	7.059999999999999E-4
26.0	0.04760886267844028	0.0016020000000000001
27.0	0.048837317413656545	0.0033690000000000005
28.0	0.04354484543262586	0.006167999999999999
29.0	0.03705809266868743	0.010352
30.0	0.030271286954892982	0.015647
31.0	0.02402409077234375	0.022148
32.0	0.018677025196426795	0.028808
33.0	0.01437025991747866	0.035106000000000005
34.0	0.01087638281650079	0.041161
35.0	0.008193445130923517	0.047408
36.0	0.006123548609651108	0.052698999999999996
37.0	0.004511046433532905	0.057517000000000006
38.0	0.003308038583465388	0.061487999999999994
39.0	0.0023826305492991176	0.063321
40.0	0.0017066923669850926	0.060248
41.0	0.0011910328452916373	0.055508
42.0	8.333360634837932E-4	0.051446000000000006
43.0	5.751956303433517E-4	0.048194
44.0	4.0692421889359766E-4	0.044423
45.0	2.9155182618257973E-4	0.040655000000000004
46.0	2.0052484412441308E-4	0.03652
47.0	1.4367181437477316E-4	0.032315
48.0	9.899148995155886E-5	0.028137999999999996
49.0	6.755710241487269E-5	0.02458
50.0	4.886027892045558E-5	0.020810000000000002
51.0	3.307247781263207E-5	0.017532
52.0	2.0052484412441306E-5	0.014506999999999997
53.0	1.719994789743205E-5	0.012007
54.0	1.0845287344193607E-5	0.010018
55.0	6.863033397497518E-6	0.008414999999999999
56.0	5.620344222642E-6	0.007258
57.0	3.360909359268332E-6	0.006174999999999999
58.0	2.0334913770363013E-6	0.005363000000000001
59.0	1.3274179822320298E-6	0.0046159999999999994
60.0	1.2709321106476884E-6	0.003946
61.0	6.213445874277587E-7	0.0034579999999999993
62.0	3.1067229371387944E-7	0.002915
63.0	3.1067229371387934E-7	0.0024610000000000005
64.0	8.472880737651256E-8	0.0019950000000000002
65.0	1.6945761475302514E-7	0.0016779999999999998
66.0	5.648587158434171E-8	0.0013500000000000003
67.0	6.778304590121004E-7	0.001069
68.0	0.0	8.119999999999999E-4
69.0	2.8242935792170854E-8	6.4E-4
70.0	0.0	5.05E-4
71.0	0.0	4.0299999999999993E-4
72.0	1.6945761475302514E-7	3.2E-4
73.0	2.8242935792170854E-8	2.79E-4
74.0	0.0	2.0700000000000002E-4
75.0	1.6945761475302514E-7	2.0099999999999998E-4
76.0	0.0	1.54E-4
77.0	0.0	1.12E-4
78.0	5.648587158434171E-8	7.699999999999999E-5
79.0	2.8242935792170854E-8	6.3E-5
80.0	1.1297174316868342E-7	3.7E-5
81.0	0.0	2.8000000000000003E-5
82.0	0.0	1.6E-5
83.0	0.0	9.0E-6
84.0	5.648587158434171E-8	4.0E-6
85.0	0.0	0.0
86.0	2.8242935792170854E-8	1.0E-6
87.0	0.0	0.0
88.0	0.0	0.0
89.0	0.0	0.0
90.0	0.0	0.0
91.0	0.0	0.0
92.0	0.0	0.0
93.0	0.0	0.0
94.0	0.0	0.0
95.0	0.0	0.0
96.0	0.0	0.0
97.0	0.0	0.0
98.0	0.0	0.0
99.0	0.0	0.0
100.0	1.1297174316868342E-6	0.0
