#Coverage (X)	Coverage
1.0	91.54618425028576
2.0	90.08484454257207
3.0	88.400682815642
4.0	86.42529177957289
5.0	84.09391200978399
6.0	81.36125711665
7.0	78.18967319157927
8.0	74.56121036670767
9.0	70.48089741284926
10.0	65.98487674921552
11.0	61.144228926073666
12.0	56.048496664678424
13.0	50.7997644190168
14.0	45.517219909140934
15.0	40.30994721554882
16.0	35.28509156384109
17.0	30.529302119100905
18.0	26.109217417378034
19.0	22.07661623632808
20.0	18.45836621502859
21.0	15.267158089934995
22.0	12.495483673441896
23.0	10.122702417550514
24.0	8.12147938118433
25.0	6.456068929239748
26.0	5.088210654099711
27.0	3.979432175108684
28.0	3.0903248624108386
29.0	2.3859670369744492
30.0	1.833598396354276
31.0	1.4051452068202082
32.0	1.0755634555063835
33.0	0.8242298206508991
34.0	0.6343753026053776
35.0	0.49187974210097707
36.0	0.38539985570564284
37.0	0.30633291233584714
38.0	0.24770025374645854
39.0	0.20398196781913214
40.0	0.1715440605262728
41.0	0.1473015515583711
42.0	0.1290291595063593
43.0	0.11507942385068759
44.0	0.10434451045854587
45.0	0.09574358587177301
46.0	0.08878963792149364
47.0	0.08305823664774437
48.0	0.07819740551383347
49.0	0.0740341401969431
50.0	0.07030765998744926
51.0	0.06693805966297361
