#GC Content (%)	Sample	HUMAN (hg19)
1.0	8.030547399252014E-6	0.0
2.0	1.1970534717010035E-5	3.0E-6
3.0	1.2924162220671209E-5	3.0E-6
4.0	1.3250403208765823E-5	1.0E-5
5.0	1.7140199605278515E-5	8.0E-6
6.0	2.5145651543907873E-5	1.2000000000000002E-5
7.0	5.277575368945933E-5	6.999999999999999E-6
8.0	1.0028146064815953E-4	9.999999999999999E-6
9.0	2.0274622637049073E-4	1.6E-5
10.0	4.955098699944721E-4	1.5000000000000002E-5
11.0	0.0013429835752217863	1.9999999999999998E-5
12.0	0.003582100953818229	1.6E-5
13.0	0.008728753304695733	1.6E-5
14.0	0.018050110816535018	2.4999999999999998E-5
15.0	0.03088428071541336	2.2000000000000003E-5
16.0	0.04434029103306066	2.6999999999999996E-5
17.0	0.056047599463599586	3.3E-5
18.0	0.06481351914547748	3.7000000000000005E-5
19.0	0.07030523407991658	4.7000000000000004E-5
20.0	0.07209602105448917	5.4999999999999995E-5
21.0	0.07080942697928651	6.400000000000001E-5
22.0	0.06731066805019614	9.3E-5
23.0	0.06342493711830433	1.66E-4
24.0	0.05956784010698296	3.03E-4
25.0	0.061688983725192256	7.059999999999999E-4
26.0	0.047468590772439284	0.0016020000000000001
27.0	0.04883496331696139	0.0033690000000000005
28.0	0.04343979061953766	0.006167999999999999
29.0	0.037104642349031484	0.010352
30.0	0.03041168300096738	0.015647
31.0	0.024118895867992256	0.022148
32.0	0.018694888486313087	0.028808
33.0	0.014355406530902903	0.035106000000000005
34.0	0.010937906703308714	0.041161
35.0	0.008263759514818418	0.047408
36.0	0.006148337661631077	0.052698999999999996
37.0	0.004566269633057186	0.057517000000000006
38.0	0.003362089050539347	0.061487999999999994
39.0	0.0024479116109769952	0.063321
40.0	0.0017469953957860304	0.060248
41.0	0.0012406693822631912	0.055508
42.0	8.688048467565773E-4	0.051446000000000006
43.0	6.110242752405876E-4	0.048194
44.0	4.2554372577848876E-4	0.044423
45.0	2.995394179921002E-4	0.040655000000000004
46.0	2.1393880180819818E-4	0.03652
47.0	1.5019633182663535E-4	0.032315
48.0	1.0748385784686368E-4	0.028137999999999996
49.0	7.423237252183582E-5	0.02458
50.0	5.478339053927235E-5	0.020810000000000002
51.0	3.877248666201363E-5	0.017532
52.0	2.2836869166622914E-5	0.014506999999999997
53.0	1.8570640860770284E-5	0.012007
54.0	1.084123898899022E-5	0.010018
55.0	8.432074769214615E-6	0.008414999999999999
56.0	5.8723377857030355E-6	0.007258
57.0	4.065464620871333E-6	0.006174999999999999
58.0	2.434259680398267E-6	0.005363000000000001
59.0	1.6563004010957283E-6	0.0046159999999999994
60.0	1.2547730311331273E-6	0.003946
61.0	6.02291054943901E-7	0.0034579999999999993
62.0	4.5171829120792585E-7	0.002915
63.0	3.26240988094613E-7	0.0024610000000000005
64.0	3.0114552747195055E-7	0.0019950000000000002
65.0	1.0038184249065019E-7	0.0016779999999999998
66.0	2.5095460622662547E-8	0.0013500000000000003
67.0	8.030547399252014E-7	0.001069
68.0	0.0	8.119999999999999E-4
69.0	2.5095460622662547E-8	6.4E-4
70.0	7.528638186798764E-8	5.05E-4
71.0	0.0	4.0299999999999993E-4
72.0	7.528638186798764E-8	3.2E-4
73.0	0.0	2.79E-4
74.0	0.0	2.0700000000000002E-4
75.0	1.7566822435863783E-7	2.0099999999999998E-4
76.0	0.0	1.54E-4
77.0	2.5095460622662547E-8	1.12E-4
78.0	0.0	7.699999999999999E-5
79.0	2.5095460622662547E-8	6.3E-5
80.0	2.5095460622662547E-8	3.7E-5
81.0	0.0	2.8000000000000003E-5
82.0	0.0	1.6E-5
83.0	0.0	9.0E-6
84.0	0.0	4.0E-6
85.0	0.0	0.0
86.0	5.0190921245325094E-8	1.0E-6
87.0	0.0	0.0
88.0	2.5095460622662547E-8	0.0
89.0	0.0	0.0
90.0	2.5095460622662547E-8	0.0
91.0	2.5095460622662547E-8	0.0
92.0	0.0	0.0
93.0	0.0	0.0
94.0	0.0	0.0
95.0	0.0	0.0
96.0	0.0	0.0
97.0	0.0	0.0
98.0	0.0	0.0
99.0	0.0	0.0
100.0	1.2296775705104648E-6	0.0
