#Coverage (X)	Coverage
1.0	90.65589010148109
2.0	87.76085837688032
3.0	84.71079900444519
4.0	81.54959066120743
5.0	78.21647395801817
6.0	74.70687694192937
7.0	71.0082900423027
8.0	67.13357309659307
9.0	63.1031498086713
10.0	58.944275601498006
11.0	54.6920930628505
12.0	50.38626069979598
13.0	46.068677526997604
14.0	41.790992028532756
15.0	37.60061155024841
16.0	33.54293638784182
17.0	29.66511017089313
18.0	26.003662683131537
19.0	22.590303103963905
20.0	19.448487438835002
21.0	16.592729405234508
22.0	14.029658878499049
23.0	11.755772287214697
24.0	9.764223395799988
25.0	8.040995595960581
26.0	6.56692911863307
27.0	5.321130151425905
28.0	4.279083726950418
29.0	3.417313097308096
30.0	2.7124447429862073
31.0	2.140997206291132
32.0	1.6822955835269369
33.0	1.3173316900629999
34.0	1.0297992797491418
35.0	0.8047400433415959
36.0	0.6299725796922502
37.0	0.49523021291516045
38.0	0.39199473016765296
39.0	0.31339650818711107
40.0	0.2538797629911187
41.0	0.2086252128710555
42.0	0.17425041847195644
43.0	0.14830935093351627
44.0	0.1287826372174834
45.0	0.11377129439051714
46.0	0.10216745606092559
47.0	0.09305022825081721
48.0	0.08589253327407675
49.0	0.08008193647310691
50.0	0.07524007355509355
51.0	0.07117264934264256
