#Position (bp)	mapping quality
3874904.0	38.52828692392154
1.1624711E7	38.98038947482142
1.9374518E7	38.65758869305618
2.7124325E7	39.25479636672347
3.4874132E7	39.42197180387525
4.2623939E7	39.36835332660971
5.0373746E7	39.38935408965104
5.8123553E7	39.35698675630434
6.587336E7	39.34225764278588
7.3623167E7	39.28729347050675
8.1372974E7	38.9090859647582
8.9122781E7	39.27599585302907
9.6872588E7	39.383865743714566
1.04622395E8	39.08913930524344
1.12372202E8	39.331209027154436
1.20122009E8	26.325546183530268
1.27871816E8	14.306712266271909
1.35621623E8	0.0
1.4337143E8	21.407723262269563
1.51121237E8	37.90936075630468
1.58871044E8	38.78283711209611
1.66620851E8	39.26487603293666
1.74370658E8	39.36539224170099
1.82120465E8	39.36565132670334
1.89870272E8	39.29849726452307
1.97620079E8	39.2220617976619
2.05369886E8	38.94022327006873
2.13119693E8	39.36554799348831
2.208695E8	39.034261604200765
2.28619307E8	39.269579617698476
2.36369114E8	39.29341410587921
2.44118921E8	38.66832375972017
2.484751235E8	37.588880401405156
2.52350027E8	38.9969676569541
2.59618535E8	39.257214499362874
2.67368342E8	39.42735755207396
2.75118149E8	39.37057185991313
2.82867956E8	39.14178075598882
2.90617763E8	39.17868224236716
2.9836757E8	39.456602863488264
3.06117377E8	39.35476277566654
3.13867184E8	39.387078898601615
3.21616991E8	39.361818735941796
3.29366798E8	39.40009739286784
3.37116605E8	35.297857770158004
3.44866412E8	35.30700805226298
3.52616219E8	39.33609605704219
3.60366026E8	38.07797443719443
3.68115833E8	39.31019878841359
3.7586564E8	38.9260538971147
3.83615447E8	38.50095407652624
3.91365254E8	39.48279382260906
3.99115061E8	39.35986994690704
4.06864868E8	39.23328479045363
4.14614675E8	39.4703546174683
4.22364482E8	39.309804229133604
4.30114289E8	39.36288141986184
4.37864096E8	39.36422448278129
4.45613903E8	39.32820764163326
4.5336371E8	39.383459019741544
4.61113517E8	39.244945058722806
4.68863324E8	39.32416413551429
4.76613131E8	39.30542647982056
4.84362938E8	39.257667096062995
4.896938965E8	38.706324990990325
4.935688E8	38.98350353037568
4.99862552E8	39.15923300084397
5.07612359E8	39.366724424960886
5.15362166E8	39.23579657641805
5.23111973E8	39.4606510151942
5.3086178E8	39.329905803755395
5.38611587E8	39.43728313647739
5.46361394E8	39.43510862283566
5.54111201E8	39.36877562021594
5.61861008E8	39.34662134791564
5.69610815E8	38.65422011573193
5.77360622E8	39.32648766354515
5.85110429E8	36.66278127576375
5.92860236E8	39.13985039853277
6.00610043E8	39.169110504043836
6.0835985E8	39.35263623049984
6.16109657E8	39.09074267443214
6.23859464E8	38.98268691156373
6.31609271E8	39.349785594896545
6.39359078E8	39.39421005548474
6.47108885E8	39.35815308164079
6.54858692E8	39.329940207850115
6.62608499E8	39.449399488703456
6.70358306E8	39.49070304799444
6.78108113E8	39.28894786167016
6.857142635E8	38.45586179750383
6.89589167E8	37.296645041695356
6.93607727E8	38.64243528060384
7.01357534E8	38.48253606690191
7.09107341E8	39.436109340935914
7.16857148E8	39.39043257965317
7.24606955E8	39.45614469780255
7.32356762E8	39.26206349313525
7.40106569E8	36.32374638590114
7.47856376E8	39.05620086596185
7.55606183E8	38.76603450502876
7.6335599E8	39.176751536166655
7.71105797E8	39.202914511840646
7.78855604E8	39.33728182116201
7.86605411E8	39.26028818762437
7.94355218E8	39.20547247094924
8.02105025E8	39.25663220867468
8.09854832E8	38.83230483180121
8.17604639E8	38.81819468021273
8.25354446E8	39.3370829046702
8.33104253E8	38.94873127030285
8.4085406E8	39.34935273023008
8.48603867E8	39.123305746354056
8.56353674E8	39.00632855073951
8.64103481E8	39.286698569224164
8.71853288E8	38.96265340510088
8.776941285E8	37.49554966211493
8.81569032E8	37.98633341013018
8.87352902E8	39.19807494072047
8.95102709E8	39.1699592027901
9.02852516E8	38.591435654493004
9.10602323E8	38.785174356900455
9.1835213E8	39.32541498926935
9.26101937E8	35.417638488166396
9.33851744E8	39.10978672845269
9.41601551E8	39.32678805333997
9.49351358E8	38.85947982665137
9.57101165E8	39.26664054830758
9.64850972E8	39.35890592598902
9.72600779E8	39.560625863274204
9.80350586E8	39.01956768351616
9.88100393E8	39.407632483090055
9.958502E8	39.249054278460875
1.003600007E9	39.235511351043755
1.011349814E9	39.439937365079565
1.019099621E9	39.40854041607975
1.026849428E9	39.470562128882186
1.034599235E9	39.392764129464325
1.042349042E9	39.35290315428851
1.050098849E9	39.417459731284545
1.0575860385E9	38.4888270137355
