#GC Content (%)	Sample	HUMAN (hg19)
1.0	6.321044044143471E-6	0.0
2.0	1.0075852258399635E-5	3.0E-6
3.0	1.3128322245528744E-5	3.0E-6
4.0	1.7369364617026715E-5	1.0E-5
5.0	2.49059940542747E-5	8.0E-6
6.0	3.9574057797735826E-5	1.2000000000000002E-5
7.0	7.88779855081151E-5	6.999999999999999E-6
8.0	1.821757309132631E-4	9.999999999999999E-6
9.0	4.534133516279835E-4	1.6E-5
10.0	0.0012780394693013496	1.5000000000000002E-5
11.0	0.0034998324248003082	1.9999999999999998E-5
12.0	0.008564501432648424	1.6E-5
13.0	0.017288595720907105	1.6E-5
14.0	0.028851027876047354	2.4999999999999998E-5
15.0	0.04121704301505589	2.2000000000000003E-5
16.0	0.05254497524136191	2.6999999999999996E-5
17.0	0.06188990950939216	3.3E-5
18.0	0.06869381108468549	3.7000000000000005E-5
19.0	0.07220253078935984	4.7000000000000004E-5
20.0	0.07222619418501226	5.4999999999999995E-5
21.0	0.0691176992177654	6.400000000000001E-5
22.0	0.06456581815474624	9.3E-5
23.0	0.05958429518778647	1.66E-4
24.0	0.055117991336441866	3.03E-4
25.0	0.05615558801498714	7.059999999999999E-4
26.0	0.042762025036682985	0.0016020000000000001
27.0	0.043577358679351294	0.0033690000000000005
28.0	0.03837176280492926	0.006167999999999999
29.0	0.032431061923783824	0.010352
30.0	0.026323771817765594	0.015647
31.0	0.020675864938305935	0.022148
32.0	0.015907825779384054	0.028808
33.0	0.012091589983263009	0.035106000000000005
34.0	0.009135124229180419	0.041161
35.0	0.006841962904601858	0.047408
36.0	0.005089629027919863	0.052698999999999996
37.0	0.0037574554891122588	0.057517000000000006
38.0	0.002733014145821246	0.061487999999999994
39.0	0.0019680597644449434	0.063321
40.0	0.0014025694395727233	0.060248
41.0	9.847322204495983E-4	0.055508
42.0	6.91451984606583E-4	0.051446000000000006
43.0	4.7721181232409634E-4	0.048194
44.0	3.3077429196810593E-4	0.044423
45.0	2.3333836945859526E-4	0.040655000000000004
46.0	1.692635127376196E-4	0.03652
47.0	1.1910035551550668E-4	0.032315
48.0	8.382136610674012E-5	0.028137999999999996
49.0	5.6943422414762545E-5	0.02458
50.0	5.39719914538404E-5	0.020810000000000002
51.0	2.9633270583014476E-5	0.017532
52.0	1.8314819922774672E-5	0.014506999999999997
53.0	1.4127803568748011E-5	0.012007
54.0	9.83273517977873E-6	0.010018
55.0	6.672213157706996E-6	0.008414999999999999
56.0	4.889354581153711E-6	0.007258
57.0	3.025456978393456E-6	0.006174999999999999
58.0	3.295587065750015E-6	0.005363000000000001
59.0	1.8909106114959097E-6	0.0046159999999999994
60.0	2.5662358298873063E-6	0.003946
61.0	3.5116911356352615E-7	0.0034579999999999993
62.0	4.862341572418055E-7	0.002915
63.0	4.592211485061496E-7	0.0024610000000000005
64.0	2.431170786209027E-7	0.0019950000000000002
65.0	1.6207805241393514E-7	0.0016779999999999998
66.0	2.7013008735655855E-8	0.0013500000000000003
67.0	3.4036391006926378E-6	0.001069
68.0	5.402601747131171E-8	8.119999999999999E-4
69.0	8.103902620696757E-8	6.4E-4
70.0	2.7013008735655857E-7	5.05E-4
71.0	0.0	4.0299999999999993E-4
72.0	3.5116911356352615E-7	3.2E-4
73.0	0.0	2.79E-4
74.0	5.402601747131171E-8	2.0700000000000002E-4
75.0	9.724683144836108E-7	2.0099999999999998E-4
76.0	0.0	1.54E-4
77.0	5.402601747131171E-8	1.12E-4
78.0	2.7013008735655855E-8	7.699999999999999E-5
79.0	0.0	6.3E-5
80.0	4.0519513103483785E-7	3.7E-5
81.0	0.0	2.8000000000000003E-5
82.0	0.0	1.6E-5
83.0	0.0	9.0E-6
84.0	2.7013008735655855E-8	4.0E-6
85.0	0.0	0.0
86.0	1.0805203494262342E-7	1.0E-6
87.0	0.0	0.0
88.0	0.0	0.0
89.0	2.7013008735655855E-8	0.0
90.0	0.0	0.0
91.0	0.0	0.0
92.0	0.0	0.0
93.0	0.0	0.0
94.0	0.0	0.0
95.0	0.0	0.0
96.0	0.0	0.0
97.0	0.0	0.0
98.0	0.0	0.0
99.0	0.0	0.0
100.0	4.808315554946743E-6	0.0
