#Insert size (bp)	insert size
20.0	9.0
21.0	22.0
22.0	33.0
23.0	45.0
24.0	75.0
25.0	71.0
26.0	116.0
27.0	148.0
28.0	207.0
29.0	244.0
30.0	360.0
31.0	366.0
32.0	352.0
33.0	359.0
34.0	425.0
35.0	419.0
36.0	533.0
37.0	642.0
38.0	812.0
39.0	941.0
40.0	1092.0
41.0	1148.0
42.0	1032.0
43.0	1040.0
44.0	1113.0
45.0	1165.0
46.0	1365.0
47.0	1291.0
48.0	1650.0
49.0	2104.0
50.0	2463.0
51.0	2330.0
52.0	2048.0
53.0	1958.0
54.0	2032.0
55.0	2182.0
56.0	2402.0
57.0	2541.0
58.0	3254.0
59.0	4596.0
60.0	6280.0
61.0	6358.0
62.0	4846.0
63.0	3543.0
64.0	3324.0
65.0	3418.0
66.0	3644.0
67.0	3986.0
68.0	4558.0
69.0	6051.0
70.0	8596.0
71.0	10912.0
72.0	10739.0
73.0	8479.0
74.0	6854.0
75.0	6261.0
76.0	6694.0
77.0	7823.0
78.0	9479.0
79.0	11805.0
80.0	13591.0
81.0	14470.0
82.0	14925.0
83.0	14494.0
84.0	13446.0
85.0	12831.0
86.0	13376.0
87.0	14648.0
88.0	16216.0
89.0	18068.0
90.0	20968.0
91.0	23160.0
92.0	22485.0
93.0	20041.0
94.0	17738.0
95.0	17509.0
96.0	19006.0
97.0	21265.0
98.0	22997.0
99.0	25672.0
100.0	31094.0
101.0	39333.0
102.0	46729.0
103.0	45332.0
104.0	36340.0
105.0	29699.0
106.0	29098.0
107.0	31426.0
108.0	35648.0
109.0	41351.0
110.0	50004.0
111.0	65579.0
112.0	87874.0
113.0	109480.0
114.0	115851.0
115.0	104381.0
116.0	95037.0
117.0	102189.0
118.0	123104.0
119.0	153774.0
120.0	185523.0
121.0	192876.0
122.0	202156.0
123.0	210269.0
124.0	227340.0
125.0	245260.0
126.0	256269.0
127.0	286190.0
128.0	365470.0
129.0	490977.0
130.0	507218.0
131.0	441397.0
132.0	475477.0
133.0	489150.0
134.0	487616.0
135.0	498762.0
136.0	552194.0
137.0	618776.0
138.0	698873.0
139.0	792812.0
140.0	873159.0
141.0	934590.0
142.0	1003991.0
143.0	1123066.0
144.0	1310660.0
145.0	1493861.0
146.0	1596242.0
147.0	1625271.0
148.0	1616885.0
149.0	1580674.0
150.0	1523550.0
151.0	1459890.0
152.0	1418292.0
153.0	1417707.0
154.0	1443325.0
155.0	1465670.0
156.0	1461908.0
157.0	1418678.0
158.0	1341840.0
159.0	1249209.0
160.0	1157374.0
161.0	1071143.0
162.0	996282.0
163.0	939565.0
164.0	900947.0
165.0	880646.0
166.0	861061.0
167.0	843447.0
168.0	814611.0
169.0	775222.0
170.0	726287.0
171.0	671444.0
172.0	619389.0
173.0	574168.0
174.0	540017.0
175.0	513547.0
176.0	494356.0
177.0	480879.0
178.0	472261.0
179.0	455778.0
180.0	436917.0
181.0	413265.0
182.0	387508.0
183.0	361881.0
184.0	338406.0
185.0	317663.0
186.0	303149.0
187.0	290263.0
188.0	279049.0
189.0	270401.0
190.0	258985.0
191.0	246794.0
192.0	231482.0
193.0	216501.0
194.0	201851.0
195.0	189396.0
196.0	177846.0
197.0	169193.0
198.0	162881.0
199.0	156551.0
200.0	150568.0
201.0	143358.0
202.0	135398.0
203.0	127938.0
204.0	120466.0
205.0	112297.0
206.0	106983.0
207.0	101589.0
208.0	97272.0
209.0	94224.0
210.0	91705.0
211.0	87786.0
212.0	85124.0
213.0	80958.0
214.0	77663.0
215.0	74067.0
216.0	71475.0
217.0	69600.0
218.0	68313.0
219.0	67861.0
220.0	68013.0
221.0	67107.0
222.0	67016.0
223.0	65663.0
224.0	64747.0
225.0	64792.0
226.0	64646.0
227.0	64034.0
228.0	64291.0
229.0	64471.0
230.0	65362.0
231.0	66206.0
232.0	67226.0
233.0	68692.0
234.0	69376.0
235.0	69976.0
236.0	70554.0
237.0	71298.0
238.0	71521.0
239.0	72304.0
240.0	73014.0
241.0	74370.0
242.0	76443.0
243.0	77812.0
244.0	79531.0
245.0	81197.0
246.0	81390.0
247.0	82308.0
248.0	83384.0
249.0	85598.0
250.0	88256.0
251.0	91484.0
252.0	93826.0
253.0	96300.0
254.0	98216.0
255.0	99772.0
256.0	101682.0
257.0	103655.0
258.0	107415.0
259.0	111341.0
260.0	117037.0
261.0	123265.0
262.0	130276.0
263.0	134519.0
264.0	138050.0
265.0	141820.0
266.0	146090.0
267.0	153719.0
268.0	160711.0
269.0	168740.0
270.0	177782.0
271.0	188006.0
272.0	198156.0
273.0	208230.0
274.0	217963.0
275.0	228783.0
276.0	241608.0
277.0	256404.0
278.0	272678.0
279.0	287990.0
280.0	301376.0
281.0	313248.0
282.0	325926.0
283.0	342194.0
284.0	361574.0
285.0	383773.0
286.0	406621.0
287.0	430452.0
288.0	452214.0
289.0	470573.0
290.0	488160.0
291.0	503642.0
292.0	518775.0
293.0	535146.0
294.0	552182.0
295.0	569724.0
296.0	587251.0
297.0	601718.0
298.0	616113.0
299.0	630050.0
300.0	645259.0
301.0	657429.0
302.0	668241.0
303.0	675748.0
304.0	688284.0
305.0	688953.0
306.0	695863.0
307.0	697444.0
308.0	703263.0
309.0	711594.0
310.0	723615.0
