#Position (bp)	mapping quality
3874904.0	38.588250131055666
1.1624711E7	39.06710052781812
1.9374518E7	38.73053093159146
2.7124325E7	39.28898935777457
3.4874132E7	39.53019797570461
4.2623939E7	39.421578296998675
5.0373746E7	39.47977916229446
5.8123553E7	39.50379868869458
6.587336E7	39.49844640752519
7.3623167E7	39.531583383600626
8.1372974E7	39.08402696192779
8.9122781E7	39.379026165439804
9.6872588E7	39.54573310582273
1.04622395E8	39.3841759443996
1.12372202E8	39.43383375518196
1.20122009E8	25.714355494994535
1.27871816E8	12.777955540638883
1.35621623E8	0.0
1.4337143E8	21.5396753096416
1.51121237E8	37.88524321424361
1.58871044E8	38.98605436026631
1.66620851E8	39.38080421428084
1.74370658E8	39.46737395735749
1.82120465E8	39.504302253146726
1.89870272E8	39.51867221052416
1.97620079E8	39.38558442261625
2.05369886E8	39.016537036952286
2.13119693E8	39.52135983848215
2.208695E8	39.20209332037515
2.28619307E8	39.36475529872924
2.36369114E8	39.31603524329138
2.44118921E8	38.785229659003434
2.484751235E8	37.8245935463892
2.52350027E8	39.139277277485085
2.59618535E8	39.402391352691346
2.67368342E8	39.58901782603224
2.75118149E8	39.43396134733082
2.82867956E8	39.32794228132858
2.90617763E8	39.43550692933649
2.9836757E8	39.61023228052062
3.06117377E8	39.55302635238553
3.13867184E8	39.515561451596206
3.21616991E8	39.46747422411217
3.29366798E8	39.59430214144535
3.37116605E8	34.765245377698015
3.44866412E8	34.89293432145607
3.52616219E8	39.45350998890979
3.60366026E8	38.24425128227382
3.68115833E8	39.38030470135644
3.7586564E8	39.09610336751189
3.83615447E8	38.610194827253956
3.91365254E8	39.67823394350718
3.99115061E8	39.53147957468976
4.06864868E8	39.479710470297746
4.14614675E8	39.6390930301711
4.22364482E8	39.4546018940929
4.30114289E8	39.53641057991415
4.37864096E8	39.578661846060136
4.45613903E8	39.519211868613986
4.5336371E8	39.5437009252435
4.61113517E8	39.4643611650835
4.68863324E8	39.453178693884105
4.76613131E8	39.49267615548725
4.84362938E8	39.354961908977664
4.896938965E8	38.75824238854026
4.935688E8	39.135228150987224
4.99862552E8	39.31443146954286
5.07612359E8	39.502377380133034
5.15362166E8	39.39146642882011
5.23111973E8	39.582000311654085
5.3086178E8	39.46093998792801
5.38611587E8	39.50749369434944
5.46361394E8	39.53293550212053
5.54111201E8	39.48468326797949
5.61861008E8	39.544189056293895
5.69610815E8	39.05212884166439
5.77360622E8	39.61198484029861
5.85110429E8	36.25937376221549
5.92860236E8	39.48257937888376
6.00610043E8	39.36386681625629
6.0835985E8	39.56532697349638
6.16109657E8	39.16213866668895
6.23859464E8	39.210387733774176
6.31609271E8	39.50226434162686
6.39359078E8	39.52500822862052
6.47108885E8	39.54950469644791
6.54858692E8	39.54230520545367
6.62608499E8	39.67346541340965
6.70358306E8	39.66486778051201
6.78108113E8	39.44913610308253
6.857142635E8	38.757102799148065
6.89589167E8	37.312291536129294
6.93607727E8	38.748476465509434
7.01357534E8	38.645266153927
7.09107341E8	39.54463336670103
7.16857148E8	39.51734621413262
7.24606955E8	39.51373606445457
7.32356762E8	39.4942016827686
7.40106569E8	36.94570105554163
7.47856376E8	39.28881129039519
7.55606183E8	39.09164027501408
7.6335599E8	39.35373627642228
7.71105797E8	39.45625193314269
7.78855604E8	39.55482904118575
7.86605411E8	39.39701420258946
7.94355218E8	39.427343686859516
