## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=insert_metrics/BACW_45_insert_histogram.pdf MINIMUM_PCT=0.5 INPUT=BACW_45.deduplicated.sorted.bam OUTPUT=insert_metrics/BACW_45_insert_metrics.txt    DEVIATIONS=10.0 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Apr 11 13:14:00 CEST 2025

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
167	147	30	20	1000	214.057297	87.487693	162627610	FR	15	25	35	45	61	113	261	315	389	583	953			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
20	35
21	46
22	76
23	91
24	125
25	179
26	213
27	311
28	354
29	504
30	672
31	691
32	658
33	735
34	800
35	885
36	1047
37	1157
38	1511
39	1861
40	2210
41	2324
42	2257
43	2119
44	2299
45	2371
46	2528
47	2802
48	3473
49	4355
50	4889
51	4724
52	4253
53	4184
54	4081
55	4562
56	5060
57	5557
58	6899
59	9473
60	12425
61	12869
62	9634
63	7329
64	6617
65	6985
66	7352
67	8179
68	9167
69	12244
70	17183
71	20898
72	21084
73	16374
74	13143
75	12216
76	13091
77	15317
78	17987
79	22082
80	25692
81	27756
82	27896
83	26607
84	24680
85	23528
86	24823
87	27125
88	29979
89	33148
90	38881
91	43830
92	42920
93	37384
94	33384
95	33261
96	35570
97	39333
98	42675
99	48532
100	59146
101	75639
102	88114
103	84798
104	67241
105	54320
106	52125
107	57266
108	64320
109	73831
110	90098
111	117364
112	156523
113	196442
114	205568
115	184348
116	169194
117	185839
118	229681
119	286782
120	344557
121	351709
122	371909
123	388601
124	423655
125	451894
126	470383
127	525573
128	677102
129	907084
130	819055
131	818239
132	885661
133	911789
134	921022
135	948989
136	1056821
137	1186205
138	1337323
139	1508674
140	1658179
141	1780723
142	1934947
143	2194429
144	2580002
145	2945356
146	3119946
147	3138421
148	3096639
149	3007942
150	2879399
151	2745736
152	2648610
153	2623122
154	2635446
155	2639592
156	2587234
157	2464281
158	2283817
159	2090473
160	1900138
161	1732390
162	1589645
163	1476163
164	1388263
165	1322255
166	1262974
167	1202599
168	1133620
169	1049009
170	963407
171	879670
172	798780
173	734891
174	680573
175	637761
176	605340
177	581273
178	557611
179	534295
180	508633
181	478573
182	447098
183	416116
184	389008
185	367063
186	347706
187	330961
188	316713
189	304194
190	290656
191	275833
192	259275
193	242024
194	226230
195	212220
196	198072
197	188527
198	179693
199	172818
200	164021
201	156350
202	147520
203	138324
204	130265
205	121652
206	114822
207	109382
208	104972
209	101464
210	98739
211	94284
212	91539
213	86909
214	83463
215	80126
216	77936
217	75229
218	74474
219	73738
220	73503
221	73743
222	72629
223	71815
224	71017
225	70145
226	70285
227	69859
228	70075
229	69791
230	70077
231	71592
232	72259
233	72373
234	73322
235	73448
236	74237
237	74233
238	74373
239	74178
240	75529
241	76884
242	78397
243	80417
