## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=insert_metrics/BACW_59_insert_histogram.pdf MINIMUM_PCT=0.5 INPUT=BACW_59.deduplicated.sorted.bam OUTPUT=insert_metrics/BACW_59_insert_metrics.txt    DEVIATIONS=10.0 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Apr 11 16:55:49 CEST 2025

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
252	147	94	20	1000	261.515964	128.835645	145824608	FR	83	121	149	171	189	203	215	237	331	521	899			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
20	31
21	46
22	66
23	83
24	132
25	171
26	212
27	279
28	355
29	426
30	596
31	630
32	625
33	666
34	814
35	876
36	1054
37	1267
38	1569
39	2016
40	2387
41	2307
42	2130
43	2056
44	2126
45	2204
46	2483
47	2702
48	3112
49	3809
50	4233
51	3918
52	3597
53	3494
54	3533
55	3865
56	4169
57	4839
58	5918
59	8214
60	10442
61	10312
62	7817
63	5912
64	5493
65	5488
66	6097
67	6800
68	8177
69	11256
70	15649
71	18561
72	18192
73	13957
74	11076
75	9687
76	10134
77	11427
78	13871
79	17817
80	20888
81	22724
82	23004
83	21885
84	20103
85	18801
86	19075
87	20695
88	23106
89	27421
90	33471
91	38380
92	37841
93	32597
94	28624
95	28606
96	29982
97	32899
98	36300
99	43076
100	55029
101	71287
102	83766
103	80911
104	64341
105	51034
106	48213
107	51715
108	58116
109	66158
110	81020
111	105133
112	140632
113	175278
114	182095
115	162028
116	142410
117	147203
118	175378
119	217319
120	263750
121	275930
122	289522
123	303277
124	328315
125	350047
126	359493
127	390489
128	492707
129	650203
130	587913
131	583484
132	631230
133	644922
134	645379
135	652695
136	713647
137	786953
138	875843
139	984826
140	1074828
141	1149762
142	1232873
143	1370947
144	1576724
145	1776043
146	1876990
147	1904977
148	1894236
149	1859416
150	1794545
151	1724396
152	1670700
153	1657265
154	1668191
155	1678367
156	1659400
157	1605861
158	1514111
159	1414084
160	1313811
161	1218063
162	1136660
163	1071224
164	1019129
165	985222
166	956745
167	926778
168	889503
169	842241
170	789159
171	734077
172	679098
173	633705
174	592063
175	562127
176	539858
177	522659
178	506332
179	488224
180	468092
181	446143
182	417766
183	390503
184	367246
185	346728
186	328756
187	314141
188	301140
189	290817
190	279013
191	265949
192	250930
193	234605
194	218553
195	206233
196	194567
197	184264
198	175884
199	169080
200	162842
201	155110
202	146887
203	138881
204	130554
205	122696
206	115420
207	109753
208	106025
209	102508
210	100054
211	96426
212	92771
213	89592
214	84229
215	81072
216	77364
217	75901
218	74909
219	73917
220	74410
221	74565
222	74086
223	72442
224	70790
225	69725
226	68945
227	69389
228	69491
229	70246
230	71523
231	73533
232	74888
233	75925
234	75294
235	75466
236	75535
237	75581
238	76519
239	77826
240	79981
241	83287
242	86417
243	88609
244	89693
245	90614
246	90708
247	90116
248	91999
249	94483
250	99623
251	104561
252	108589
253	112378
254	114824
255	115562
256	116670
257	118164
258	119857
259	126123
260	134498
261	145378
262	154627
263	160328
264	163401
265	167069
266	170663
267	176993
268	185510
269	195489
270	206088
271	216856
272	229565
273	240239
274	251085
275	260480
276	272234
277	287378
278	304291
279	321261
280	333320
281	344944
282	357352
283	374050
284	391032
285	413448
286	433895
287	457237
288	478391
289	496537
290	509970
291	521867
292	533301
293	546151
294	560769
295	574107
296	588460
297	600331
298	611663
299	623508
300	633238
301	638611
302	647526
303	653414
304	657547
305	658547
306	661418
307	658649
308	662055
309	665549
310	671411
311	676823
312	681929
313	684611
314	681060
315	678402
316	671285
317	663154
318	659492
319	655987
320	655023
321	658129
322	658108
323	658062
324	657305
325	651625
326	645771
327	640684
328	636309
329	631586
330	629982
331	624664
332	619738
333	615069
334	610011
335	603543
336	596788
337	591188
338	586695
339	580853
340	573660
341	567255
342	558510
343	547329
344	537005
345	526944
346	518818
347	508414
348	499966
349	491802
350	482278
351	473725
352	461358
353	447966
354	434371
355	420367
356	408791
357	395487
358	384160
359	374376
360	364602
361	354456
362	342228
363	329814
364	317976
365	304804
366	291038
367	280199
368	269554
369	260057
370	250876
371	241461
372	233068
373	222669
374	212610
375	202257
376	193123
377	183823
378	176236
379	169072
380	161552
381	156775
382	149819
383	143308
384	137056
385	130802
386	124711
387	118654
388	113625
389	108201
390	104441
391	100918
392	97020
393	93983
394	90441
395	85911
396	82991
397	79145
398	77282
399	74291
400	71959
401	69784
402	68221
403	66305
404	64378
405	62527
406	61405
407	60367
408	58181
409	57491
410	56394
411	56001
412	56294
413	56154
414	55406
415	55041
416	54001
417	53073
418	52392
419	51848
420	52016
421	52369
422	53067
423	54511
424	54635
425	55396
426	55420
427	54939
428	54780
429	55417
430	56225
431	57674
432	59248
433	60839
434	61860
435	62009
436	61732
437	61438
438	61578
439	62030
440	62789
441	64452
442	66273
443	68273
444	69547
445	69600
446	69114
447	68442
448	68771
449	69629
450	70936
451	73205
452	75486
453	77281
454	75994
455	76597
456	77157
457	78216
458	79854
459	81345
460	82249
461	82955
462	82702
463	81611
464	80881
465	80455
466	79803
467	80347
468	80042
469	80346
470	80316
471	80267
472	79226
473	77484
474	76972
475	75929
476	76347
477	76401
478	77235
479	76964
480	77642
481	76697
482	76431
483	76103
484	76063
485	76753
486	76248
487	76407
488	76235
489	77214
490	77202
491	77449
492	77051
493	77637
494	78075
495	78011
496	78424
497	77924
498	78792
499	78377
500	78725
501	78629
502	79892
503	79405
504	79528
505	79624
506	79641
507	80064
508	79503
509	79449
510	79743
511	79422
512	79520
513	79096
514	78880
515	79230
516	79050
517	78965
518	78203
519	77900
520	77793
521	78110
522	76807
523	76936
524	76228
525	76534
526	75656
527	74978
528	74185
529	73457
530	72657
531	72635
532	72255
533	71033
534	69812
535	69473
536	68752
537	67690
538	66880
539	65755
540	64831
541	64260
542	63076
543	62004
544	61421
545	60326
546	59348
547	58670
548	57667
549	56501
550	54960
551	53971
552	52742
553	51697
554	50887
555	49618
556	48597
557	47579
558	46869
559	45625
560	44318
561	43218
562	41965
563	41234
564	40287
565	38983
566	38091
567	37410
568	36018
569	35070
570	34500
571	33429
572	32619
573	31666
574	31050
575	30486
576	29226
577	28485
578	27788
579	26995
580	26692
581	25728
582	25398
583	24677
584	24119
585	23552
586	23153
587	22548
588	22128
589	21704
590	21280
591	20449
592	20157
593	20077
594	19800
595	19424
596	19081
597	18408
598	18722
599	18457
600	18419
601	17772
602	17530
603	17408
604	17178
605	17044
606	16797
607	16706
608	16616
609	16228
610	16337
611	16343
612	16176
613	15946
614	16018
615	15874
616	15587
617	15832
618	15492
619	15591
620	15329
621	15526
622	15119
623	15067
624	15068
625	15056
626	14728
627	15026
628	14859
629	14829
630	14484
631	14599
632	14426
633	14385
634	14283
635	14417
636	14247
637	14148
638	14195
639	14055
640	13998
641	13964
642	13879
643	13911
644	13899
645	13884
646	13816
647	13767
648	13588
649	13740
650	13978
651	13643
652	13633
653	13926
654	13798
655	13651
656	13780
657	13820
658	13790
659	14010
660	13791
661	13918
662	14005
663	14042
664	13997
665	13941
666	14128
667	14384
668	14318
669	14053
670	14111
671	14191
672	13997
673	14256
674	14584
675	14458
676	14452
677	14267
678	14407
679	14557
680	14553
681	14355
682	14319
683	14647
684	14498
685	14836
686	14630
687	14845
688	14757
689	14699
690	14700
691	14649
692	14851
693	14707
694	14633
695	14736
696	14626
697	14808
698	14797
699	14645
700	14577
701	14494
702	14862
703	14545
704	14471
705	14547
706	14725
707	14539
708	14355
709	14111
710	14137
711	14115
712	14110
713	14319
714	14142
715	13970
716	13837
717	13653
718	13870
719	13495
720	13574
721	13498
722	13427
723	13184
724	13259
725	13121
726	12948
727	12859
728	12772
729	12564
730	12326
731	12310
732	12294
733	11963
734	11949
735	11916
736	11670
737	11542
738	11417
739	11031
740	11180
741	10864
742	10801
743	10493
744	10494
745	10504
746	10263
747	10045
748	9965
749	9885
750	9451
751	9231
752	9529
753	9210
754	8955
755	8822
756	8630
757	8479
758	8130
759	8161
760	8098
761	7776
762	7697
763	7546
764	7405
765	7338
766	7225
767	6994
768	6822
769	6860
770	6635
771	6719
772	6490
773	6396
774	6360
775	6138
776	6056
777	6085
778	5943
779	5675
780	5644
781	5566
782	5390
783	5305
784	5302
785	5143
786	5094
787	4931
788	4943
789	4835
790	4692
791	4673
792	4546
793	4543
794	4509
795	4330
796	4425
797	4401
798	4234
799	4170
800	4278
801	4115
802	4083
803	4084
804	3979
805	3946
806	3995
807	3869
808	3786
809	3703
810	3829
811	3786
812	3784
813	3697
814	3715
815	3626
816	3560
817	3679
818	3516
819	3582
820	3482
821	3504
822	3681
823	3527
824	3566
825	3520
826	3463
827	3573
828	3456
829	3531
830	3482
831	3418
832	3453
833	3441
834	3501
835	3402
836	3495
837	3409
838	3456
839	3407
840	3319
841	3363
842	3244
843	3236
844	3314
845	3313
846	3334
847	3296
848	3244
849	3162
850	3250
851	3288
852	3158
853	3214
854	3177
855	3317
856	3196
857	3147
858	3054
859	3147
860	3212
861	3113
862	3090
863	3203
864	3047
865	3020
866	3183
867	3066
868	3029
869	3079
870	3058
871	3056
872	3122
873	3083
874	3053
875	3040
876	2994
877	3089
878	3109
879	3225
880	2936
881	2949
882	3039
883	3070
884	3017
885	3060
886	3029
887	2981
888	2956
889	2922
890	2894
891	2894
892	2934
893	2926
894	2860
895	2821
896	2840
897	2881
898	2743
899	2830
900	2809
901	2740
902	2765
903	2712
904	2693
905	2626
906	2661
907	2659
908	2640
909	2628
910	2682
911	2513
912	2613
913	2605
914	2609
915	2517
916	2487
917	2528
918	2502
919	2330
920	2423
921	2363
922	2318
923	2248
924	2303
925	2255
926	2333
927	2165
928	2154
929	2167
930	2208
931	2157
932	2122
933	2125
934	2115
935	2093
936	1960
937	1963
938	1963
939	1904
940	1892
941	1894
942	1778
943	1869
944	1741
945	1801
946	1773
947	1683
948	1734
949	1727
950	1702
951	1719
952	1614
953	1593
954	1590
955	1596
956	1576
957	1482
958	1449
959	1497
960	1469
961	1461
962	1467
963	1446
964	1396
965	1409
966	1309
967	1377
968	1392
969	1356
970	1426
971	1383
972	1402
973	1401
974	1398
975	1377
976	1310
977	1349
978	1321
979	1337
980	1336
981	1344
982	1304
983	1281
984	1276
985	1337
986	1260
987	1325
988	1382
989	1326
990	1467
991	1507
992	1501
993	1526
994	1480
995	1548
996	1422
997	1433
998	1456
999	1473
1000	1675

