## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=insert_metrics/BACW_42_insert_histogram.pdf MINIMUM_PCT=0.5 INPUT=BACW_42.deduplicated.sorted.bam OUTPUT=insert_metrics/BACW_42_insert_metrics.txt    DEVIATIONS=10.0 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Apr 11 12:30:26 CEST 2025

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
166	146	33	20	1000	214.605181	90.262925	145493767	FR	15	25	37	47	67	127	253	297	365	515	821			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
20	39
21	60
22	131
23	146
24	252
25	372
26	481
27	713
28	980
29	1484
30	1926
31	1867
32	1734
33	1824
34	1973
35	2161
36	2561
37	2971
38	3844
39	4941
40	5667
41	5700
42	5255
43	5099
44	5174
45	5400
46	5610
47	6083
48	7058
49	8954
50	10457
51	9558
52	8517
53	8163
54	8198
55	8588
56	9149
57	9699
58	11713
59	16232
60	20399
61	20263
62	15588
63	11957
64	10777
65	11109
66	11690
67	12507
68	14437
69	18884
70	25914
71	31648
72	31322
73	24543
74	19205
75	17349
76	17597
77	19494
78	22632
79	27417
80	32559
81	35752
82	36740
83	35957
84	32709
85	30432
86	30506
87	32085
88	35615
89	41593
90	49752
91	57496
92	57399
93	50256
94	45065
95	44290
96	47360
97	50457
98	54594
99	63700
100	81082
101	106023
102	123626
103	119661
104	95824
105	79023
106	78053
107	84618
108	94153
109	106880
110	128368
111	164805
112	218961
113	272225
114	285010
115	259270
116	235588
117	249859
118	294116
119	358499
120	419735
121	418596
122	433650
123	451990
124	497756
125	538878
126	565811
127	628268
128	796956
129	1063801
130	950349
131	910125
132	965245
133	981942
134	989027
135	1007975
136	1112038
137	1228994
138	1347457
139	1485907
140	1594587
141	1683739
142	1796478
143	1993145
144	2281559
145	2537791
146	2636823
147	2623004
148	2550207
149	2453740
150	2328849
151	2215430
152	2129069
153	2093252
154	2088774
155	2083218
156	2049195
157	1971673
158	1849990
159	1715464
160	1582827
161	1456000
162	1347121
163	1260710
164	1194263
165	1143640
166	1101332
167	1056079
168	1001469
169	937873
170	864020
171	791655
172	723907
173	662837
174	612961
175	573147
176	539315
177	510640
178	483694
179	454540
180	424706
181	393628
182	363043
183	333213
