## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=insert_metrics/BACW_61_insert_histogram.pdf MINIMUM_PCT=0.5 INPUT=BACW_61.deduplicated.sorted.bam OUTPUT=insert_metrics/BACW_61_insert_metrics.txt    DEVIATIONS=10.0 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Apr 11 17:16:45 CEST 2025

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
186	147	56	20	1000	244.97771	116.295749	146759529	FR	39	61	75	87	113	201	253	301	383	605	943			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
472	68923
473	67995
474	67453
475	66876
476	66635
477	67088
478	67917
479	67647
480	67592
481	66819
482	67096
483	66502
484	66237
485	66509
486	66649
487	66801
488	67085
489	67138
490	67431
491	66979
492	66974
493	67341
494	67024
495	67245
496	67382
497	67216
498	68193
499	67551
500	67976
501	67850
502	67761
503	68085
504	67972
505	68014
506	68112
507	68382
508	68026
509	68197
510	68008
511	67528
512	67405
513	67995
514	67053
515	67239
516	66955
517	67051
518	66569
519	66706
520	65903
521	66421
522	65031
523	64950
524	64811
525	63918
526	63546
527	63663
528	62839
529	62522
530	61909
531	61101
532	60159
533	60046
534	58881
535	58371
536	57875
537	56255
538	56069
539	54631
540	54305
541	53196
542	52144
543	51354
544	50620
545	50017
546	49123
547	47530
548	47080
549	46125
550	44867
551	43719
552	42663
553	42031
554	41005
555	40056
556	38647
557	38107
558	37193
559	35896
560	34914
561	34264
562	33452
563	32510
564	31700
565	31034
566	30112
567	28813
568	28449
569	27246
570	26996
571	26007
572	25561
573	24823
574	24301
575	23248
576	23073
577	22240
578	21689
579	21042
580	20551
581	20028
582	19314
583	19246
584	18764
585	18274
586	17875
587	17283
588	16976
589	16577
590	16344
591	15603
592	15947
593	15453
594	14913
595	14864
596	14941
597	14402
598	14443
599	14133
600	13972
601	13801
602	13755
603	13248
604	13309
605	13252
606	13320
607	12842
608	12839
609	12799
610	12846
611	12595
612	12515
613	12360
614	12291
615	12435
616	12213
617	12168
618	12166
619	12017
620	11869
621	12049
622	11808
623	11948
624	11793
625	11625
626	11901
627	11654
628	11756
629	11540
630	11512
631	11674
632	11413
633	11422
634	11333
635	11521
636	11139
637	11195
638	11483
639	11092
640	11356
641	11203
642	11162
643	11206
644	11381
645	11080
646	11084
647	11038
648	11131
649	11198
650	11205
651	11274
652	11492
653	11127
654	11332
655	11174
656	11401
657	11287
658	11290
659	11243
660	11512
661	11459
662	11666
663	11478
664	11609
665	11435
666	11785
667	11402
668	11541
669	11680
670	11679
671	11705
672	11823
673	11601
674	11715
675	11802
676	11702
677	12124
678	11961
679	11873
680	11765
681	11605
682	11746
683	11586
684	11730
685	11795
686	11737
687	11522
688	11596
689	11841
690	11513
691	11400
692	11473
693	11536
694	11463
695	11439
696	11365
697	11499
698	11488
699	11373
700	11362
701	11361
702	11313
703	11147
704	11244
705	11179
706	11059
707	11066
708	10875
709	10853
710	10751
711	10841
712	10839
713	10424
714	10501
715	10489
716	10282
717	10283
718	10114
719	10166
720	10082
721	10132
722	9703
723	9846
724	9495
725	9455
726	9248
727	9253
728	9210
729	9169
730	8992
731	8639
732	8549
733	8549
734	8369
735	8372
736	8243
737	7956
738	7797
739	7781
740	7680
741	7666
742	7499
743	7270
744	7198
745	7259
746	6904

