## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=insert_metrics/BACW_50_insert_histogram.pdf MINIMUM_PCT=0.5 INPUT=BACW_50.deduplicated.sorted.bam OUTPUT=insert_metrics/BACW_50_insert_metrics.txt    DEVIATIONS=10.0 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Apr 11 14:24:08 CEST 2025

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
185	147	58	20	1000	245.200112	119.324053	137096930	FR	39	59	73	87	117	203	251	301	399	623	997			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
188	262181
189	253443
190	241487
191	228901
192	215376
193	201257
194	187391
195	176915
196	165096
197	157151
198	150139
199	143581
200	137934
201	131194
202	124383
203	116969
204	109295
205	102406
206	97864
207	93076
208	88887
209	86026
210	83630
211	80856
212	77362
213	73714
214	70361
215	67040
216	64221
217	62683
218	61627
219	62378
220	61582
221	61836
222	61038
223	60022
224	59193
225	58218
226	58026
227	58074
228	58282
229	58925
230	59961
231	61673
232	62802
233	63215
234	64105
235	64502
236	64138
237	64508
238	65796
239	66246
240	67534
241	69606
242	72406
243	75720
244	76807
245	77545
246	77725
247	78241
248	79133
249	81504
250	86098
251	90792
252	94793
253	98085
254	100185
255	102543
256	104070
257	105959
258	108494
259	114042
260	121015
261	129932
262	139135
263	145684
264	149799
265	153550
266	158026
267	164581
268	173181
269	182012
270	192663
271	203864
272	215607
273	228493
274	238138
275	247798
276	259740
277	274120
278	290108
279	305356
280	318731
281	328828
282	343071
283	357128
284	376208
285	396026
286	418011
287	439895
288	459035
289	474850
290	487773
291	501481
292	511719
293	525410
294	539706
295	552283
296	564458
297	573090
298	581608
299	592819
300	598325
301	603949
302	608399
303	610760
304	612462
305	612337
306	612172
307	611245
308	607613
309	611211
310	614516
311	617610
312	618142
313	614842
314	609536
315	599962
316	590732
317	579486
318	571337
319	566265
320	561531
321	558669
322	556086
323	553302
324	548159
325	540403
326	530133
327	523557
328	515013
329	506910
330	500669
331	493181
332	486122
333	481679
334	473200
335	467463
336	459600
337	453261
338	445120
339	440006
340	432862
341	424699
342	416424
343	407631
344	398853
345	390238
346	382592
347	376366
348	368442
349	361937
350	354349
351	346534
352	337244
353	327110
354	316846
355	306434
356	297551
357	289908
358	280802
359	274143
360	267184
361	258955
362	249898
363	240852
364	231802
365	222394
366	212907
367	204871
368	197793
369	192045
370	184659
371	179128
372	172137
373	165276
374	158196
375	150883
376	144022
377	137419
378	131658
379	126100
380	121651
381	116417
382	112503
383	107619
384	103045
385	98749
386	94000
387	89594
388	85943
389	83242
390	79932
391	76753
392	74238
393	71909
394	68799
395	66429
396	63907
397	61900
398	59457
399	57517
400	55801
401	54402
402	53302
403	52316
404	50600
405	49489
406	48475
407	47615
408	46359
409	46002
410	45937
411	45166
412	45279
413	45145
414	45199
415	44353
416	43644
417	43663
418	43652
419	43447
420	43537
421	44365
422	44423
423	45325
424	46191
425	46893
426	47042
427	46957
428	47550
429	47428
430	48727
431	49285
432	51052
433	52863
434	53675
435	54492
436	54037
437	54162
438	54358
439	54565
440	55574
441	56919
442	58774
443	60090
444	61003
445	61827
446	61744
447	61564
448	61223
449	62311
450	63069
451	65216
452	66381
453	67348
454	67953
455	67740
456	67770
457	68117
458	69244
459	70691
460	71576
461	72038
462	70982
463	71286
464	71068
465	71063
466	70753
467	70753
468	70616
469	70925
470	71164
471	70252
472	69495
473	68655
474	68322
475	68171
476	68241
477	67896
478	68821
479	68778
480	68067
481	68269
482	67545
483	67237
484	66971
485	66820
486	66834
487	67233
488	67664
489	67284
490	67672
491	67422
492	67483
493	67245
494	67656
495	67677
496	67681
497	67235
498	67345
499	67562
500	67448
501	67438
502	67130
503	67567
504	67185
505	66948
506	66964
507	65817
508	66217
509	65892
510	66077
511	64833
512	65095
513	64859
514	64494
515	64057
516	63570
517	63726
518	62586
519	61875
520	61480
521	60896
522	60197
523	59985
524	59454
525	59130
526	58420
527	57829
528	57011
529	56123
530	55640
531	55410
532	54403
533	53705
534	53421
535	52310
536	51789
537	50905
538	50516
539	49848
540	48573
541	47566
542	47399
543	46514
544	45798
545	45178
546	44041
547	43795
548	42810
549	41844
550	41107
551	40493
552	39372
553	38614
554	38101
555	37365
556	36651
557	35465
558	34924
559	34528
560	33527
561	32794
562	32001
563	30785
564	30428
565	29825
566	29239
567	28713
568	27540
569	27156
570	26288
571	25786
572	25115
573	24746
574	24119
575	23277
576	23379
577	22507
578	21894
579	21764
580	21075
581	20396
582	20178
583	19743
584	19665
585	19064
586	18868
587	18477
588	17866
589	17676
590	17037
591	16965
592	16668
593	16433
594	16010
595	15920
596	15821
597	15608
598	15475
599	15457
600	15048
601	14904
602	14676
603	14550
604	14587
605	14455
606	14308
607	14094
608	14417
609	13831
610	13872
611	13884
612	14009
613	13852
614	13505
615	13491
616	13612
617	13228
618	13426
619	13466
620	13437
621	13256
622	13124
623	13419
624	13225
625	13093
626	13074
627	12980
628	12781
629	12686
630	12750
631	12655
632	12685
633	12769
634	12581
635	12483
636	12786
637	12486
638	12210
639	12472
640	12156
641	12217
642	12152
643	12103
644	12125
645	12062
646	12139
647	12117
648	12081
649	11829
650	11679
651	11875
652	11774
653	11936
654	12072
655	11835
656	11948
657	12011
658	11981
659	11940
660	12033
661	11988
662	11931
663	12132
664	11681
665	11794
666	11872
667	11734
668	11743
669	11757
670	11570
671	11665
672	12037
673	11940
674	12212
675	11977
676	11923
677	12010
678	11824
679	11918
680	11826
681	11644
682	11773
683	11782
684	11830
685	11864
686	11774
687	11901
688	11856
689	11809
690	11648
691	11749
692	11666
693	11491
694	11640
695	11770
696	11601
697	11604
698	11668
699	11375
700	11572
701	11551
702	11361
703	11531
704	11438
705	11072
706	11572
707	11250
708	11174
709	11045
710	10845
711	11037
712	10990
713	10666
714	10640
715	10599
716	10633
717	10371
718	10542
719	10513
720	10176
721	10153
722	10073
723	10117
724	9714
725	9906
726	9816
727	9740
728	9606
729	9694
730	9258
731	9343
732	9278
733	9244
734	8966
735	8845
736	8795
737	8728
738	8700
739	8634
740	8470
741	8178
742	8179
743	7958
744	7931
745	7930
746	7852
747	7565
748	7590
749	7399
750	7466
751	7050
752	7170
753	7088
754	7044
755	7004
756	6784
757	6584
758	6671
759	6480
760	6282
761	6327
762	6267
763	6048
764	5845
765	5913

