## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=insert_metrics/BACW_64_insert_histogram.pdf MINIMUM_PCT=0.5 INPUT=BACW_64.deduplicated.sorted.bam OUTPUT=insert_metrics/BACW_64_insert_metrics.txt    DEVIATIONS=10.0 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Apr 11 17:37:15 CEST 2025

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
189	147	61	20	1000	249.648414	123.597079	161555478	FR	43	65	79	93	123	201	251	301	413	639	1029			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
20	30
21	43
22	67
23	97
24	125
25	134
26	191
27	266
28	312
29	452
30	527
31	587
32	558
33	650
34	686
35	787
36	906
37	1133
38	1350
39	1715
40	1956
41	2048
42	2009
43	1968
44	1956
45	2205
46	2312
47	2634
48	3135
49	4037
50	4705
51	4374
52	4027
53	3770
54	4081
55	4502
56	4803
57	5244
58	6618
59	9482
60	11928
61	12195
62	9437
63	7134
64	6611
65	6873
66	7485
67	8151
68	9557
69	13050
70	17927
71	22050
72	22110
73	17424
74	13470
75	12596
76	13093
77	14704
78	17565
79	22121
80	26498
81	29025
82	29416
83	28075
84	25589
85	24392
86	24882
87	26908
88	30131
89	34346
90	41781
91	46989
92	46638
93	40778
94	35762
95	35582
96	37627
97	41360
98	44984
99	52585
100	66355
101	86361
102	102202
103	96159
104	76855
105	61402
106	59710
107	64457
108	72122
109	83554
110	102593
111	133997
112	177389
113	222029
114	230333
115	206950
116	186457
117	197373
118	235918
119	293040
120	354312
121	358371
122	376845
123	385533
124	419102
125	446956
126	459330
127	500690
128	644542
129	871470
130	764862
131	752562
132	806569
133	816279
134	813971
135	823693
136	904636
137	1000176
138	1105720
139	1243024
140	1360132
141	1449357
142	1548575
143	1728698
144	1991622
145	2246655
146	2361482
147	2371937
148	2348045
149	2291570
150	2215198
151	2122228
152	2045289
153	2023851
154	2032459
155	2040172
156	2014266
157	1937920
158	1824940
159	1702976
160	1576460
161	1456990
162	1354567
163	1273166
164	1212885
165	1170489
166	1137573
167	1103726
168	1060854
169	1001887
170	938139
171	866957
172	800175
173	740556
174	692883
175	655183
176	626054
177	604102
178	584896
179	562231
180	537571
181	506977
182	475196
183	443959
184	413545
185	387908
186	367061
187	350592
188	336157
189	323235
190	310325
191	293907
192	275850
193	256830
194	240228
195	224874
196	211208
197	200060
198	190391
199	183439
200	175696
201	168244
202	158612
203	149301
204	140106
205	130810
206	123753
207	118269
208	112906
209	110290
210	106616
211	103183
212	99408
213	95118
214	90431
215	87475
216	84203
217	81530
218	80492
219	80014
220	80426
221	80292
222	79178
223	77832
224	76858
225	76328
226	76040
227	75759
228	75777
229	76239
230	77177
231	78921
232	79377
233	80388
234	80929
235	81190
236	82849
237	83379
238	83551
239	83963
240	85608
241	87325
242	89219
243	91731
244	92801
245	94586
246	94896
247	95090
248	96471
249	98959
250	103185
251	107567
252	110542
253	114049
254	115862
255	117007
256	119841
257	121217
258	125485
