## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=insert_metrics/BACW_55_insert_histogram.pdf MINIMUM_PCT=0.5 INPUT=BACW_55.deduplicated.sorted.bam OUTPUT=insert_metrics/BACW_55_insert_metrics.txt    DEVIATIONS=10.0 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Apr 11 15:24:45 CEST 2025

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
301	148	112	20	1000	292.426435	141.530532	172631412	FR	23	47	77	119	225	275	299	321	387	503	905			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
20	24
21	37
22	53
23	75
24	103
25	137
26	165
27	227
28	324
29	450
30	578
31	570
32	557
33	514
34	564
35	615
36	754
37	901
38	1108
39	1498
40	1742
41	1783
42	1581
43	1479
44	1560
45	1549
46	1748
47	2035
48	2371
49	3233
50	3932
51	3344
52	2993
53	2709
54	2745
55	3033
56	3196
57	3790
58	4743
59	7026
60	9609
61	9829
62	7126
63	5164
64	4424
65	4665
66	5068
67	5491
68	6709
69	9376
70	14210
71	17301
72	17110
73	12964
74	9632
75	8749
76	9033
77	10436
78	12986
79	16468
80	19702
81	21937
82	21846
83	21323
84	19001
85	17608
86	17700
87	19208
88	21838
89	25747
90	31365
91	35910
92	35499
93	30504
94	26080
95	25975
96	27494
97	29903
98	32731
99	38064
100	47884
101	62377
102	73387
103	70247
104	54508
105	42476
106	40500
107	43003
108	47839
109	55226
110	68552
111	88398
112	117655
113	146055
114	152585
115	137417
116	121856
117	126586
118	149423
119	184141
120	223767
121	233247
122	246005
123	255796
124	278106
125	298113
126	310232
127	339737
128	426937
129	561366
130	509769
131	505386
132	547823
133	561690
134	562228
135	569105
136	623391
137	688790
138	762535
139	851505
140	933083
141	992508
142	1058696
143	1166506
144	1328061
145	1490941
146	1585186
147	1626535
148	1638955
149	1625959
150	1590421
151	1541274
152	1504963
153	1509792
154	1536426
155	1564391
156	1570318
157	1538977
158	1470966
159	1384319
160	1296614
161	1210620
162	1137266
163	1078530
164	1036741
165	1008741
166	986144
167	962025
168	931075
169	886374
170	834163
171	777778
172	719370
173	671111
174	627842
175	595755
176	569945
177	551076
178	533640
179	513317
180	489102
181	461253
182	432369
183	402343
184	375395
185	352835
186	334322
187	316706
188	304568
189	293336
190	281374
191	267168
192	250602
193	235284
194	218102
195	204348
196	192311
197	182534
198	174651
199	168438
200	160637
201	153989
202	146287
203	138144
204	130406
205	121596
206	115373
207	109680
208	106456
209	102811
210	99691
211	96653
212	92728
213	89966
214	85404
215	81743
216	79103
217	76552
218	75595
219	75217
220	75670
221	75135
222	74732
223	73949
224	73077
225	72525
226	72183
227	72605
228	72676
229	73451
230	75471
231	76847
232	78905
233	79820
234	80963
235	81844
236	82352
237	83929
238	84576
239	85552
240	87889
241	90473
242	93613
243	96309
244	98086
245	99917
246	100002
247	101079
248	102747
249	104950
250	109477
251	113822
252	117630
253	122055
254	123936
255	126131
256	127188
257	130058
258	131462
259	137029
260	143897
261	152772
262	161719
263	168376
264	171841
265	175013
266	180655
267	187407
268	195911
269	204555
270	216655
271	228185
272	240946
273	254747
274	265957
275	277978
276	290253
277	305885
278	324136
279	342728
280	359394
281	375118
282	390745
283	410773
284	437088
285	464171
286	490804
287	519984
288	544334
289	570575
290	593065
291	616295
292	638995
293	661244
294	686178
295	712882
296	735465
297	757894
298	777855
299	799704
300	818068
301	836594
302	852781
303	869776
304	882227
305	890773
306	901739
307	907210
308	913546
309	928512
310	941881
311	958654
312	967215
313	972949
314	974061
315	972425
316	967173
317	959400
318	956855
319	953147
320	956400
321	959040
322	963679
323	964766
324	965064
325	959082
326	953132
327	945072
328	939851
329	931556
330	927114
331	919650
332	912752
333	904393
334	895919
335	886069
336	877098
337	869669
338	860018
339	847632
340	838051
341	824413
342	811258
343	793141
344	775316
345	760273
346	743588
347	731686
348	719258
349	705108
350	690660
351	674609
352	653936
353	632607
354	611374
355	590880
356	570812
357	554497
358	539010
359	521784
360	508843
361	491818
362	474138
363	456892
364	436997
365	417163
366	400747
367	382726
368	368918
369	355039
370	342835
371	329213
372	316736
373	302108
374	288987
375	273867
376	262127
377	249292
378	236724
379	228225
380	218817
381	209495
382	202054
383	194327
384	184433
385	176520
386	168315
387	159784
388	152823
389	145845
390	141281
391	135498
392	131130
393	125775
394	122157
395	115783
396	112787
397	107551
398	103955
399	99902
400	97051
401	94800
402	92659
403	90434
404	87872
405	85784
406	83522
407	81076
408	80197
409	78925
410	78290
411	77507
412	76817
413	76900
414	76017
415	75313
416	75036
417	73680
418	73779
419	73881
420	73875
421	74590
422	75292
423	77206
424	78099
425	79100
426	79904
427	79274
428	80328
429	80990
430	82873
431	84368
432	87561
433	89899
434	91349
435	92445
436	93339
437	94169
438	94532
439	95101
440	96930
441	99701
442	102387
443	106190
444	107497
445	108912
446	109033
447	109174
448	109067
449	111416
450	113089
451	115982
452	119014
453	121521
454	122092
455	122733
456	123485
457	124757
458	126243
459	129715
460	132057
461	132313
462	132404
463	133713
464	133179
465	134309
466	134156
467	134172
468	135953
469	136370
470	137475
471	137376
472	136783
473	135894
474	136621
475	136003
476	136683
477	137772
478	138961
479	140623
480	140338
481	141048
482	140955
483	140982
484	141277
485	142236
486	141948
487	143793
488	144030
489	145015
490	145646
491	146084
492	145686
493	146624
494	146952
495	146773
496	147574
497	147973
498	148830
499	148159
500	147853
501	148166
502	148830
503	147991
504	148468
505	148161
506	148070
507	147359
508	146910
509	145694
510	146147
511	144672
512	144836
513	143426
514	143375
515	143192
516	142222
517	140885
518	139849
519	138515
520	137499
521	136620
522	135460
523	134202
524	133286
525	132402
526	131232
527	129496
528	127853
529	126426
530	125552
531	123189
532	122240
533	120696
534	118938
535	117493
536	115425
537	113882
538	112250
539	110307
540	108683
541	106597
542	104931
543	103652
544	101700
545	99751
546	97950
547	96339
548	93847
549	92461
550	90712
551	87925
552	86444
553	84874
554	82535
555	80382
556	79059
557	77472
558	75396
559	73884
560	71146
561	69680
562	68086
563	66502
564	64682
565	62925
566	61881
567	60456
568	58222
569	57181
570	55437
571	54256
572	52658
573	51255
574	50398
575	48935
576	47873
577	46868
578	45885
579	44543
580	43150
581	42733
582	41911
583	40901
584	40331
585	39632
586	38595
587	37880
588	37193
589	36167
590	36216
591	34940
592	34926
593	34230
594	34027
595	33454
596	33131
597	33200
598	32150
599	32247
600	32118
601	31911
602	31793
603	31416
604	31280
605	31158
606	31085
607	30855
608	30856
609	30745
610	30497
611	30457
612	30442
613	30562
614	30580
615	30544
616	30458
617	30675
618	30603
619	30508
620	30261
621	30475
622	30458
623	30537
624	30214
625	30313
626	30662
627	30291
628	30807
629	30268
630	30201
631	29883
632	30253
633	30154
634	30196
635	29985
636	30200
637	30002
638	29920
639	30254
640	29571
641	29752
642	29626
643	29478
644	29597
645	29552
646	29666
647	29946
648	29696
649	29918
650	29959
651	29691
652	29873
653	29724
654	29519
655	29916
656	30041
657	29803
658	30196
659	30324
660	30524
661	30241
662	30495
663	30636
664	30813
665	30995
666	30878
667	30730
668	30918
669	31079
670	30982
671	31513
672	31432
673	31254
674	31498
675	31761
676	31659
677	31276
678	31904
679	32128
680	31741
681	31827
682	32129
683	31861
684	31832
685	32058
686	32223
687	32267
688	32508
689	32143
690	31969
691	31857
692	31898
693	32381
694	32129
695	31740
696	31451
697	31550
698	31646
699	31697
700	31628
701	31335
702	31288
703	31103
704	30864
705	30998
706	30584
707	30276
708	30468
709	30040
710	29909
