#Insert size (bp)	insert size
20.0	30.0
21.0	43.0
22.0	67.0
23.0	97.0
24.0	125.0
25.0	134.0
26.0	191.0
27.0	266.0
28.0	312.0
29.0	452.0
30.0	527.0
31.0	587.0
32.0	558.0
33.0	650.0
34.0	686.0
35.0	787.0
36.0	906.0
37.0	1133.0
38.0	1350.0
39.0	1715.0
40.0	1957.0
41.0	2048.0
42.0	2009.0
43.0	1968.0
44.0	1956.0
45.0	2205.0
46.0	2312.0
47.0	2634.0
48.0	3135.0
49.0	4037.0
50.0	4706.0
51.0	4375.0
52.0	4029.0
53.0	3770.0
54.0	4082.0
55.0	4502.0
56.0	4803.0
57.0	5244.0
58.0	6618.0
59.0	9482.0
60.0	11928.0
61.0	12196.0
62.0	9437.0
63.0	7136.0
64.0	6611.0
65.0	6873.0
66.0	7485.0
67.0	8152.0
68.0	9557.0
69.0	13052.0
70.0	17927.0
71.0	22050.0
72.0	22112.0
73.0	17425.0
74.0	13470.0
75.0	12600.0
76.0	13093.0
77.0	14707.0
78.0	17570.0
79.0	22129.0
80.0	26500.0
81.0	29030.0
82.0	29422.0
83.0	28081.0
84.0	25595.0
85.0	24392.0
86.0	24884.0
87.0	26913.0
88.0	30136.0
89.0	34351.0
90.0	41793.0
91.0	46995.0
92.0	46653.0
93.0	40788.0
94.0	35777.0
95.0	35595.0
96.0	37633.0
97.0	41368.0
98.0	44993.0
99.0	52596.0
100.0	66368.0
101.0	86384.0
102.0	102218.0
103.0	96170.0
104.0	76866.0
105.0	61407.0
106.0	59718.0
107.0	64477.0
108.0	72144.0
109.0	83586.0
110.0	102612.0
111.0	134032.0
112.0	177435.0
113.0	222105.0
114.0	230448.0
115.0	207024.0
116.0	186538.0
117.0	197482.0
118.0	236080.0
119.0	293330.0
120.0	354558.0
121.0	358643.0
122.0	377061.0
123.0	385839.0
124.0	419652.0
125.0	447663.0
126.0	460505.0
127.0	503477.0
128.0	650603.0
129.0	888090.0
130.0	885357.0
131.0	754379.0
132.0	806872.0
133.0	816357.0
134.0	814069.0
135.0	823711.0
136.0	904652.0
137.0	1000177.0
138.0	1105721.0
139.0	1243024.0
140.0	1360132.0
141.0	1449357.0
142.0	1548575.0
143.0	1728698.0
144.0	1991623.0
145.0	2246655.0
146.0	2361482.0
147.0	2371937.0
148.0	2348045.0
149.0	2291570.0
150.0	2215198.0
151.0	2122228.0
152.0	2045289.0
153.0	2023851.0
154.0	2032460.0
155.0	2040172.0
156.0	2014266.0
157.0	1937920.0
158.0	1824940.0
159.0	1702976.0
160.0	1576460.0
161.0	1456990.0
162.0	1354567.0
163.0	1273166.0
164.0	1212885.0
165.0	1170490.0
166.0	1137573.0
167.0	1103726.0
168.0	1060854.0
169.0	1001887.0
170.0	938139.0
171.0	866957.0
172.0	800175.0
173.0	740558.0
174.0	692883.0
175.0	655183.0
176.0	626055.0
177.0	604102.0
178.0	584896.0
179.0	562231.0
180.0	537571.0
181.0	506977.0
182.0	475196.0
183.0	443959.0
184.0	413546.0
185.0	387908.0
186.0	367061.0
187.0	350592.0
188.0	336157.0
189.0	323237.0
190.0	310325.0
191.0	293907.0
192.0	275851.0
193.0	256830.0
194.0	240228.0
195.0	224874.0
196.0	211208.0
197.0	200060.0
198.0	190391.0
199.0	183439.0
200.0	175696.0
201.0	168244.0
202.0	158612.0
203.0	149302.0
204.0	140107.0
205.0	130810.0
206.0	123753.0
207.0	118270.0
208.0	112906.0
209.0	110291.0
210.0	106616.0
211.0	103183.0
212.0	99408.0
213.0	95118.0
214.0	90431.0
215.0	87475.0
216.0	84203.0
217.0	81531.0
218.0	80492.0
219.0	80014.0
220.0	80426.0
221.0	80293.0
222.0	79178.0
223.0	77832.0
224.0	76859.0
225.0	76329.0
226.0	76040.0
227.0	75760.0
228.0	75778.0
229.0	76239.0
230.0	77179.0
231.0	78921.0
232.0	79377.0
233.0	80388.0
234.0	80930.0
235.0	81191.0
236.0	82849.0
237.0	83379.0
238.0	83551.0
239.0	83963.0
240.0	85609.0
241.0	87325.0
242.0	89219.0
243.0	91732.0
244.0	92802.0
245.0	94586.0
246.0	94896.0
247.0	95090.0
248.0	96472.0
249.0	98959.0
250.0	103185.0
251.0	107568.0
252.0	110543.0
253.0	114051.0
254.0	115875.0
255.0	117021.0
256.0	119889.0
257.0	121303.0
258.0	125665.0
259.0	131312.0
260.0	138385.0
261.0	147906.0
262.0	156342.0
263.0	161531.0
264.0	164816.0
265.0	168849.0
266.0	174010.0
267.0	182590.0
268.0	192262.0
269.0	202883.0
270.0	212752.0
271.0	222521.0
272.0	234729.0
273.0	245714.0
274.0	255953.0
275.0	266979.0
276.0	281010.0
277.0	297249.0
278.0	316077.0
279.0	332689.0
280.0	347458.0
281.0	360029.0
282.0	371754.0
283.0	388622.0
284.0	407346.0
285.0	430446.0
286.0	454871.0
287.0	473529.0
288.0	494249.0
289.0	510580.0
290.0	524580.0
291.0	538369.0
292.0	551536.0
293.0	564277.0
294.0	579490.0
295.0	593250.0
296.0	604498.0
297.0	616031.0
298.0	623417.0
299.0	631970.0
300.0	641795.0
301.0	648196.0
302.0	654502.0
303.0	659709.0
304.0	662973.0
305.0	665882.0
306.0	667068.0
307.0	667257.0
308.0	668144.0
309.0	673396.0
310.0	678863.0
311.0	684152.0
312.0	687983.0
313.0	685739.0
314.0	683476.0
315.0	678449.0
316.0	671793.0
317.0	662403.0
318.0	658915.0
319.0	658116.0
320.0	656845.0
321.0	657611.0
322.0	659574.0
323.0	655874.0
324.0	654018.0
325.0	649057.0
326.0	641610.0
327.0	636988.0
328.0	631700.0
329.0	630507.0
330.0	624638.0
331.0	621523.0
332.0	615328.0
333.0	608863.0
334.0	600888.0
335.0	595996.0
336.0	586758.0
337.0	581270.0
338.0	574669.0
339.0	569153.0
340.0	562341.0
341.0	554018.0
342.0	544353.0
343.0	533632.0
344.0	521295.0
345.0	511578.0
346.0	500891.0
347.0	491458.0
348.0	483715.0
349.0	473070.0
350.0	464181.0
351.0	453927.0
352.0	441823.0
353.0	429173.0
354.0	414733.0
355.0	400712.0
356.0	387469.0
357.0	375955.0
358.0	365495.0
359.0	354153.0
360.0	344905.0
361.0	334570.0
362.0	322977.0
363.0	310667.0
364.0	298464.0
365.0	283992.0
366.0	274745.0
367.0	262086.0
368.0	252242.0
369.0	242954.0
370.0	234631.0
371.0	226921.0
372.0	216972.0
373.0	209621.0
374.0	199052.0
375.0	190453.0
376.0	180749.0
377.0	172513.0
378.0	165059.0
379.0	158340.0
380.0	152864.0
381.0	145934.0
382.0	140465.0
383.0	135331.0
384.0	129034.0
385.0	122820.0
386.0	118055.0
387.0	112314.0
388.0	107011.0
389.0	103069.0
390.0	100209.0
391.0	95786.0
392.0	92683.0
393.0	89891.0
394.0	86610.0
395.0	82638.0
396.0	79741.0
397.0	76565.0
398.0	74191.0
399.0	71899.0
400.0	69575.0
401.0	68135.0
402.0	66738.0
403.0	64504.0
404.0	63316.0
405.0	61568.0
406.0	60188.0
407.0	58436.0
408.0	57163.0
409.0	56868.0
410.0	56223.0
411.0	55891.0
412.0	55677.0
413.0	55266.0
414.0	55089.0
415.0	54328.0
416.0	53849.0
417.0	53154.0
418.0	53148.0
419.0	52755.0
420.0	52932.0
421.0	53137.0
422.0	53910.0
423.0	54341.0
424.0	54932.0
425.0	55777.0
426.0	55786.0
427.0	55578.0
428.0	55976.0
429.0	56528.0
430.0	57653.0
431.0	59102.0
432.0	60053.0
433.0	61216.0
434.0	62465.0
435.0	62998.0
436.0	62655.0
437.0	62371.0
438.0	62373.0
439.0	63222.0
440.0	63566.0
441.0	65766.0
442.0	66968.0
443.0	68849.0
444.0	69873.0
445.0	69786.0
446.0	70083.0
447.0	69284.0
448.0	69007.0
449.0	69999.0
450.0	71795.0
451.0	73040.0
452.0	75338.0
453.0	75955.0
454.0	76786.0
455.0	76593.0
456.0	77243.0
457.0	77345.0
458.0	79112.0
459.0	80267.0
460.0	81341.0
461.0	81038.0
462.0	82136.0
463.0	80782.0
464.0	80992.0
465.0	80689.0
466.0	80189.0
467.0	80448.0
468.0	81625.0
469.0	80920.0
470.0	81622.0
471.0	81128.0
472.0	79912.0
473.0	79706.0
474.0	78953.0
475.0	78775.0
476.0	79535.0
477.0	79929.0
478.0	79865.0
479.0	80527.0
480.0	80386.0
481.0	80530.0
482.0	79333.0
483.0	80195.0
484.0	79842.0
485.0	80821.0
486.0	81021.0
487.0	80650.0
488.0	81133.0
489.0	81685.0
490.0	81820.0
491.0	80853.0
492.0	81559.0
493.0	82419.0
494.0	82222.0
495.0	82118.0
496.0	81835.0
497.0	82759.0
498.0	82654.0
499.0	82514.0
500.0	82798.0
501.0	83259.0
502.0	83944.0
503.0	83705.0
504.0	84090.0
505.0	83655.0
506.0	84036.0
507.0	83201.0
508.0	83220.0
509.0	83818.0
510.0	82452.0
511.0	82622.0
512.0	82410.0
513.0	82347.0
514.0	82922.0
515.0	81714.0
516.0	81808.0
517.0	81221.0
518.0	81366.0
519.0	80818.0
520.0	80207.0
521.0	79684.0
522.0	78735.0
523.0	78238.0
524.0	78182.0
525.0	77554.0
526.0	76938.0
527.0	77142.0
528.0	75935.0
529.0	75666.0
530.0	74751.0
531.0	73875.0
532.0	73361.0
533.0	72476.0
534.0	71447.0
535.0	70749.0
536.0	70056.0
537.0	69017.0
538.0	68096.0
539.0	67206.0
540.0	66410.0
541.0	65357.0
542.0	64353.0
543.0	62908.0
544.0	61616.0
545.0	61220.0
546.0	60435.0
547.0	59070.0
548.0	58393.0
549.0	57174.0
550.0	55839.0
551.0	54737.0
552.0	53402.0
553.0	52574.0
554.0	51880.0
555.0	50451.0
556.0	49355.0
557.0	48397.0
558.0	47181.0
559.0	46527.0
560.0	44999.0
561.0	43922.0
562.0	42544.0
563.0	41960.0
564.0	40635.0
565.0	39868.0
566.0	39164.0
567.0	37876.0
568.0	36948.0
569.0	36454.0
570.0	34798.0
571.0	34170.0
572.0	33510.0
573.0	32524.0
574.0	31878.0
575.0	31223.0
576.0	30493.0
577.0	29653.0
578.0	29049.0
579.0	28537.0
580.0	27761.0
581.0	27058.0
582.0	26472.0
583.0	25899.0
584.0	25403.0
585.0	24991.0
586.0	24816.0
587.0	23815.0
588.0	23464.0
589.0	23082.0
590.0	22582.0
591.0	22067.0
592.0	21574.0
593.0	21301.0
594.0	21303.0
595.0	20874.0
596.0	20426.0
597.0	20278.0
598.0	20097.0
599.0	19383.0
600.0	19726.0
601.0	19134.0
602.0	18866.0
603.0	18743.0
604.0	18581.0
605.0	18693.0
606.0	18354.0
607.0	18320.0
608.0	18235.0
609.0	17847.0
610.0	17793.0
611.0	17704.0
612.0	17644.0
613.0	17545.0
614.0	17590.0
615.0	17406.0
616.0	17248.0
617.0	17171.0
618.0	17124.0
619.0	16961.0
620.0	16991.0
621.0	17031.0
622.0	16806.0
623.0	16830.0
624.0	16838.0
625.0	16752.0
626.0	16659.0
627.0	16378.0
628.0	16404.0
629.0	16253.0
630.0	16396.0
631.0	16402.0
632.0	16242.0
633.0	16034.0
634.0	16116.0
635.0	16082.0
636.0	15976.0
637.0	16025.0
638.0	15870.0
639.0	15969.0
640.0	15586.0
641.0	15628.0
642.0	15578.0
643.0	15609.0
644.0	15841.0
645.0	15897.0
646.0	15855.0
647.0	15707.0
648.0	15555.0
649.0	15858.0
650.0	15865.0
651.0	15657.0
652.0	15555.0
