#Position (bp)	mapping quality
3874904.0	38.55652115497519
1.1624711E7	39.083089300534944
1.9374518E7	38.82105046888634
2.7124325E7	39.3094545365941
3.4874132E7	39.50035232457454
4.2623939E7	39.384821261237086
5.0373746E7	39.48664915465245
5.8123553E7	39.50000490484976
6.587336E7	39.41921249576494
7.3623167E7	39.50658239914144
8.1372974E7	39.03946652977268
8.9122781E7	39.37823401923261
9.6872588E7	39.450056206522824
1.04622395E8	39.21160102531591
1.12372202E8	39.407593242376045
1.20122009E8	25.791311714806543
1.27871816E8	13.136973387007421
1.35621623E8	0.0
1.4337143E8	23.303666380519502
1.51121237E8	37.86572754296253
1.58871044E8	38.98970800367678
1.66620851E8	39.36346828054518
1.74370658E8	39.47747161584782
1.82120465E8	39.44709836001108
1.89870272E8	39.422639159564035
1.97620079E8	39.36663765035161
2.05369886E8	38.98222994328838
2.13119693E8	39.48506849593889
2.208695E8	39.25659086982937
2.28619307E8	39.30844244194776
2.36369114E8	39.34639822411805
2.44118921E8	38.751746262180504
2.484751235E8	37.72308277153407
2.52350027E8	39.09658466299247
2.59618535E8	39.41971651198064
2.67368342E8	39.4941810070113
2.75118149E8	39.42144160916125
2.82867956E8	39.34810146802595
2.90617763E8	39.43008135853176
2.9836757E8	39.57763320645333
3.06117377E8	39.40948330838653
3.13867184E8	39.3926646120977
3.21616991E8	39.42882587690505
3.29366798E8	39.55075318154066
3.37116605E8	34.46362805616567
3.44866412E8	35.19002072136989
3.52616219E8	39.397144748542686
3.60366026E8	38.18876314897579
3.68115833E8	39.34106609056575
3.7586564E8	39.10284324820901
3.83615447E8	38.58693877456369
3.91365254E8	39.65425516825408
3.99115061E8	39.440688773978955
4.06864868E8	39.39792257159898
4.14614675E8	39.63524170158055
4.22364482E8	39.41369076528206
4.30114289E8	39.52080831126821
4.37864096E8	39.53967256399937
4.45613903E8	39.467402499035046
4.5336371E8	39.54759509306272
4.61113517E8	39.33317095284801
4.68863324E8	39.404909417909984
4.76613131E8	39.43429888242685
4.84362938E8	39.27841164757087
4.896938965E8	38.89891431681703
4.935688E8	39.15120435121856
4.99862552E8	39.30362698203059
5.07612359E8	39.49664959525938
5.15362166E8	39.37110262716481
5.23111973E8	39.52044106657389
5.3086178E8	39.39029483640857
5.38611587E8	39.50270332585206
5.46361394E8	39.453060542868336
5.54111201E8	39.46934775627379
5.61861008E8	39.48311901403932
5.69610815E8	38.9338814957779
5.77360622E8	39.46155018264493
5.85110429E8	36.28058617068812
5.92860236E8	39.32038893675594
6.00610043E8	39.27821461149724
6.0835985E8	39.38903776082127
6.16109657E8	39.20824425631243
6.23859464E8	39.127331962198205
6.31609271E8	39.41051998383418
6.39359078E8	39.51084872813711
6.47108885E8	39.50940817590553
6.54858692E8	39.42529359402412
6.62608499E8	39.54614855821247
6.70358306E8	39.5322511354197
6.78108113E8	39.39469414083717
6.857142635E8	38.70081018420583
6.89589167E8	37.71023631489133
6.93607727E8	38.71371373313485
7.01357534E8	38.709236762151704
7.09107341E8	39.529465371994554
7.16857148E8	39.505837337908545
7.24606955E8	39.44283131535156
7.32356762E8	39.43844020951026
7.40106569E8	36.61885775436929
7.47856376E8	39.23234906021042
7.55606183E8	39.0382906318086
