#Position (bp)	insert size
3874904.0	244.7730657796469
1.1624711E7	249.02178887247115
1.9374518E7	247.83985818047054
2.7124325E7	251.41808441993254
3.4874132E7	247.19241791234066
4.2623939E7	250.75979693425066
5.0373746E7	246.5949242195148
5.8123553E7	246.70255829056782
6.587336E7	247.81171823034117
7.3623167E7	244.72749875385105
8.1372974E7	246.35818869737554
8.9122781E7	248.78618173869086
9.6872588E7	247.67491265163284
1.04622395E8	245.16347480687637
1.12372202E8	249.12572624291195
1.20122009E8	293.80168220217473
1.27871816E8	341.79558240741363
1.35621623E8	0.0
1.4337143E8	311.5604254370434
1.51121237E8	254.55648517910154
1.58871044E8	252.8421908631867
1.66620851E8	246.83242906792543
1.74370658E8	247.08808398807173
1.82120465E8	248.53822610418982
1.89870272E8	247.35461026406443
1.97620079E8	247.51226647867466
2.05369886E8	249.10920180126683
2.13119693E8	245.4943187133055
2.208695E8	246.48418215903766
2.28619307E8	248.63608596996662
2.36369114E8	247.38737376347362
2.44118921E8	248.02545254219368
2.484751235E8	249.89100589862713
2.52350027E8	241.40177079169433
2.59618535E8	248.11071602039465
2.67368342E8	244.01729689053724
2.75118149E8	248.49901378667838
2.82867956E8	247.87546491531282
2.90617763E8	248.67049416937232
2.9836757E8	246.00409728955023
3.06117377E8	247.62845860809125
3.13867184E8	250.349531252487
3.21616991E8	249.04403877673812
3.29366798E8	243.7456675224647
3.37116605E8	253.83863564527877
3.44866412E8	262.4262499955494
3.52616219E8	246.92807572153126
3.60366026E8	250.32892046164488
3.68115833E8	243.44346406826241
3.7586564E8	244.6139686115876
3.83615447E8	245.75471175708896
3.91365254E8	247.33775227009403
3.99115061E8	246.16677383057387
4.06864868E8	247.54042781679922
4.14614675E8	246.01832746158942
4.22364482E8	249.02171531670854
4.30114289E8	246.36533260023234
4.37864096E8	247.0745567288545
4.45613903E8	246.46475978927737
4.5336371E8	249.0492519628721
4.61113517E8	244.06156044774536
4.68863324E8	245.43649807609643
4.76613131E8	247.1905813786949
4.84362938E8	245.772772970096
4.896938965E8	246.11224483134552
4.935688E8	245.6958869452757
4.99862552E8	245.77264198902557
5.07612359E8	249.40351538848353
5.15362166E8	245.1887895827509
5.23111973E8	246.95764843308984
5.3086178E8	248.7361386631536
5.38611587E8	251.4509072999015
5.46361394E8	248.00986341774234
5.54111201E8	244.55756394112947
5.61861008E8	246.87932470901754
5.69610815E8	244.8297280940378
5.77360622E8	244.3403155929582
5.85110429E8	245.8609792291323
5.92860236E8	246.33954784799894
6.00610043E8	246.0222689172253
6.0835985E8	246.2350929159302
6.16109657E8	247.85083308587386
