#GC Content (%)	Sample	HUMAN (hg19)
1.0	7.4587712817607575E-6	0.0
2.0	9.244268654228583E-6	3.0E-6
3.0	1.2469683262557561E-5	3.0E-6
4.0	1.4168785600873719E-5	1.0E-5
5.0	2.096519495413835E-5	8.0E-6
6.0	3.6775486203893775E-5	1.2000000000000002E-5
7.0	9.370981370984367E-5	6.999999999999999E-6
8.0	2.4801134470472453E-4	9.999999999999999E-6
9.0	6.727293325943294E-4	1.6E-5
10.0	0.0018397822522597917	1.5000000000000002E-5
11.0	0.004589505802549678	1.9999999999999998E-5
12.0	0.009775742105984935	1.6E-5
13.0	0.017957697420284597	1.6E-5
14.0	0.028473556985502167	2.4999999999999998E-5
15.0	0.04008064342874475	2.2000000000000003E-5
16.0	0.05110957430344436	2.6999999999999996E-5
17.0	0.06044818633496656	3.3E-5
18.0	0.06712709844178492	3.7000000000000005E-5
19.0	0.07107284604652579	4.7000000000000004E-5
20.0	0.07128451388019738	5.4999999999999995E-5
21.0	0.06859342375975178	6.400000000000001E-5
22.0	0.06428942474672864	9.3E-5
23.0	0.05963204124568046	1.66E-4
24.0	0.055264397890832276	3.03E-4
25.0	0.0565538149772012	7.059999999999999E-4
26.0	0.04301954330548207	0.0016020000000000001
27.0	0.04393533066748976	0.0033690000000000005
28.0	0.0388482470649159	0.006167999999999999
29.0	0.03295002928503674	0.010352
30.0	0.026740616592143274	0.015647
31.0	0.02097418003769012	0.022148
32.0	0.016203590243558545	0.028808
33.0	0.012400596033580942	0.035106000000000005
34.0	0.009401162036248016	0.041161
35.0	0.007089490107451808	0.047408
36.0	0.005296994737217695	0.052698999999999996
37.0	0.0038964736369297075	0.057517000000000006
38.0	0.0028713965567201544	0.061487999999999994
39.0	0.002096289108656097	0.063321
40.0	0.0015049438982326399	0.060248
41.0	0.0010563808809171743	0.055508
42.0	7.431412854279396E-4	0.051446000000000006
43.0	5.277008685983944E-4	0.048194
44.0	3.6536459942740823E-4	0.044423
45.0	2.526478782041974E-4	0.040655000000000004
46.0	1.8197674026813217E-4	0.03652
47.0	1.3083088005034411E-4	0.032315
48.0	8.835332159244018E-5	0.028137999999999996
49.0	6.42203087194073E-5	0.02458
50.0	4.7661260507004074E-5	0.020810000000000002
51.0	3.487479545255706E-5	0.017532
52.0	1.8949310823932735E-5	0.014506999999999997
53.0	1.6818233314858235E-5	0.012007
54.0	1.0453799132351951E-5	0.010018
55.0	6.8828043874162975E-6	0.008414999999999999
56.0	4.521340120604012E-6	0.007258
57.0	3.0814228847428613E-6	0.006174999999999999
58.0	2.7358427481361853E-6	0.005363000000000001
59.0	1.4687155805783731E-6	0.0046159999999999994
60.0	1.3535222017094812E-6	0.003946
61.0	3.4558013660667604E-7	0.0034579999999999993
62.0	4.031768260411221E-7	0.002915
63.0	2.3038675773778404E-7	0.0024610000000000005
64.0	2.3038675773778404E-7	0.0019950000000000002
65.0	2.0158841302056104E-7	0.0016779999999999998
66.0	0.0	0.0013500000000000003
67.0	8.063536520822442E-7	0.001069
68.0	0.0	8.119999999999999E-4
69.0	5.759668943444601E-8	6.4E-4
70.0	8.639503415166902E-8	5.05E-4
71.0	0.0	4.0299999999999993E-4
72.0	2.8798344717223005E-8	3.2E-4
73.0	0.0	2.79E-4
74.0	0.0	2.0700000000000002E-4
75.0	2.3038675773778404E-7	2.0099999999999998E-4
76.0	0.0	1.54E-4
77.0	0.0	1.12E-4
78.0	2.8798344717223005E-8	7.699999999999999E-5
79.0	0.0	6.3E-5
80.0	2.8798344717223005E-8	3.7E-5
81.0	0.0	2.8000000000000003E-5
82.0	0.0	1.6E-5
83.0	0.0	9.0E-6
84.0	2.8798344717223005E-8	4.0E-6
85.0	0.0	0.0
86.0	5.759668943444601E-8	1.0E-6
87.0	0.0	0.0
88.0	0.0	0.0
89.0	0.0	0.0
90.0	0.0	0.0
91.0	0.0	0.0
92.0	0.0	0.0
93.0	0.0	0.0
94.0	0.0	0.0
95.0	0.0	0.0
96.0	0.0	0.0
97.0	0.0	0.0
98.0	0.0	0.0
99.0	0.0	0.0
100.0	1.1519337886889202E-6	0.0
