#Coverage (X)	Coverage
1.0	91.07629773514395
2.0	88.85854054635232
3.0	85.9569949170546
4.0	82.49369108994134
5.0	78.55464844016565
6.0	74.3080750094136
7.0	69.87409470241985
8.0	65.35573873876353
9.0	60.832495072334126
10.0	56.36494595882226
11.0	51.99591753283102
12.0	47.7581583223179
13.0	43.6783577361006
14.0	39.77366049289294
15.0	36.06006366982961
16.0	32.54832082592995
17.0	29.247112500673282
18.0	26.16095448431399
19.0	23.291176681049848
20.0	20.63729685302482
21.0	18.19856630411205
22.0	15.97034969268286
23.0	13.946195051071768
24.0	12.119317790398952
25.0	10.479075096347714
26.0	9.014947060898194
27.0	7.716585748069505
28.0	6.572332769781937
29.0	5.5707421303595765
30.0	4.698779181527939
31.0	3.943890448325874
32.0	3.2952428858769878
33.0	2.740873098480421
34.0	2.270164111174793
35.0	1.8731005769347036
36.0	1.54051952487157
37.0	1.26282771528129
38.0	1.0327368370202095
39.0	0.8437044362909489
40.0	0.6888829871572
41.0	0.5627452547369955
42.0	0.46060841234420025
43.0	0.37817177187331197
44.0	0.31205953929672603
45.0	0.2590663764588612
46.0	0.2167745455288781
47.0	0.18321131979536176
48.0	0.1565748477842419
49.0	0.13533847844620084
50.0	0.11860841525459875
51.0	0.10526417859936998
