#Position (bp)	insert size
3874904.0	250.56610721088626
1.1624711E7	253.56740774120627
1.9374518E7	252.60287738658909
2.7124325E7	256.7285155052677
3.4874132E7	250.51434330143107
4.2623939E7	256.19232008368994
5.0373746E7	249.67069566696432
5.8123553E7	250.5139137714888
6.587336E7	250.39148722551397
7.3623167E7	243.58136425018938
8.1372974E7	244.094750534055
8.9122781E7	250.1732561442067
9.6872588E7	248.4110873363191
1.04622395E8	243.39846764373632
1.12372202E8	253.1883576756018
1.20122009E8	294.52732786829176
1.27871816E8	339.6103741844238
1.35621623E8	0.0
1.4337143E8	315.0977868466489
1.51121237E8	257.89817036847927
1.58871044E8	257.6361594130778
1.66620851E8	248.98003222436833
1.74370658E8	248.14494695814963
1.82120465E8	250.79118322283188
1.89870272E8	244.6844160040882
1.97620079E8	247.8346931263994
2.05369886E8	253.70710991840463
2.13119693E8	246.57594249209367
2.208695E8	247.86865494919806
2.28619307E8	253.4416737100478
2.36369114E8	248.9440899076664
2.44118921E8	250.78080210123252
2.484751235E8	250.9383879016243
2.52350027E8	243.6068104391065
2.59618535E8	251.89431026590563
2.67368342E8	245.50274591571875
2.75118149E8	252.0329957904249
2.82867956E8	250.08371754428538
2.90617763E8	250.94789454739595
2.9836757E8	247.0926118960181
3.06117377E8	248.1908313244714
3.13867184E8	253.81198880992645
3.21616991E8	251.67040409950343
3.29366798E8	241.18040184882898
3.37116605E8	257.66423077796964
3.44866412E8	266.27976764236143
3.52616219E8	249.88333587365608
3.60366026E8	254.21092610551065
3.68115833E8	245.96879647252138
3.7586564E8	246.40860560086037
3.83615447E8	246.81431386274662
3.91365254E8	245.84728401801556
3.99115061E8	246.32765361413195
4.06864868E8	247.1596525353888
4.14614675E8	245.35135238083146
4.22364482E8	251.00052404330754
4.30114289E8	245.90398876566604
4.37864096E8	246.57347643152983
4.45613903E8	245.80659137361607
4.5336371E8	251.8395009442
4.61113517E8	242.59145509008147
4.68863324E8	248.3356705475738
4.76613131E8	248.4857931734709
4.84362938E8	249.9252981273242
4.896938965E8	251.57313021851127
4.935688E8	244.82822573267788
4.99862552E8	249.13053953839665
5.07612359E8	252.5423174184624
5.15362166E8	244.47764859654671
5.23111973E8	248.6079739420122
5.3086178E8	252.34868205184293
5.38611587E8	255.9376786213427
5.46361394E8	251.4573121302361
5.54111201E8	245.4027796385661
5.61861008E8	248.16117377712533
5.69610815E8	241.53610279249534
5.77360622E8	240.5744745635051
5.85110429E8	245.37283863264494
5.92860236E8	245.65189715386387
6.00610043E8	246.97874359573217
6.0835985E8	246.12404521577466
6.16109657E8	253.09321404103625
6.23859464E8	250.64331841797184
6.31609271E8	249.24938183044696
6.39359078E8	247.790913547251
6.47108885E8	248.65308480494497
6.54858692E8	244.08283395172924
6.62608499E8	250.46999179194003
6.70358306E8	245.80199949190788
6.78108113E8	253.56403324570584
6.857142635E8	255.18326682982817
6.89589167E8	261.75694747562926
6.93607727E8	252.08222829044155
7.01357534E8	247.64914547580523
7.09107341E8	242.3933381003456
7.16857148E8	243.77602213620418
7.24606955E8	245.69925446664269
7.32356762E8	246.26644570998988
7.40106569E8	251.76938632058975
7.47856376E8	244.6817008366926
7.55606183E8	242.3158296131669
7.6335599E8	248.1596592737238
7.71105797E8	248.8440113622887
7.78855604E8	248.49444078602036
7.86605411E8	245.42032975040402
7.94355218E8	248.37625971560476
8.02105025E8	244.7664508421775
8.09854832E8	246.88071624639286
8.17604639E8	243.6359569993488
8.25354446E8	244.04712154528912
8.33104253E8	248.1224525156009
8.4085406E8	246.44650611597726
8.48603867E8	244.05259775189845
8.56353674E8	244.85461934730588
8.64103481E8	242.23788805675449
8.71853288E8	246.79220934833614
8.776941285E8	243.75601471504297
8.81569032E8	246.72676392882852
8.87352902E8	244.13435415971736
8.95102709E8	244.6067921263249
9.02852516E8	241.8178378813491
9.10602323E8	246.46541856861802
9.1835213E8	247.47881704057488
9.26101937E8	249.51496575984015
9.33851744E8	250.45718502726416
9.41601551E8	247.4721857656313
9.49351358E8	250.5786671480922
9.57101165E8	251.3002651487509
9.64850972E8	245.15689436038886
9.72600779E8	247.60298742138366
9.80350586E8	243.34815037723277
9.88100393E8	244.63582506069193
9.958502E8	244.92987667075613
1.003600007E9	244.41467663933196
1.011349814E9	249.95919829395888
1.019099621E9	252.1915287100422
1.026849428E9	249.58469426418606
1.034599235E9	246.44963578641892
1.042349042E9	243.72339310987078
1.050098849E9	249.41173223903564
1.0575860385E9	252.724300953788
1.061460942E9	256.174714843649
1.065598463E9	254.09768218356353
1.07334827E9	251.77916646175967
1.081098077E9	250.59465081420603
1.088847884E9	254.93631774005812
1.096597691E9	256.98554373879165
1.104347498E9	251.0573470735138
1.112097305E9	245.78048488319095
1.119847112E9	248.2661601580307
1.127596919E9	241.05144588352294
1.135346726E9	244.28690896069614
1.143096533E9	244.41804023238652
1.15084634E9	245.35119768517137
1.158596147E9	241.38634763755138
1.166345954E9	247.63600078308306
1.174095761E9	250.14906752303546
1.181845568E9	243.43832872519982
1.189595375E9	246.4153071286618
1.197345182E9	250.93642405525532
1.205094989E9	248.94717546828153
1.212844796E9	249.1023624176251
1.220594603E9	250.08663465386155
1.228236905E9	247.1703941902047
1.2321118085E9	260.7917138899383
1.236094217E9	255.22760220079724
1.243844024E9	243.0852261228026
1.251593831E9	247.45773864826202
1.259343638E9	249.4985260694435
1.267093445E9	249.81075718067737
1.274843252E9	247.78172876470836
1.282593059E9	245.1615142764794
1.290342866E9	256.0270776903926
1.298092673E9	248.50044625507564
1.30584248E9	254.5017956475296
1.313592287E9	244.23470087352533
1.321342094E9	246.93813790989103
1.329091901E9	249.04837617811705
1.336841708E9	252.17094593130872
1.344591515E9	243.71380553688198
1.352341322E9	243.0159705978395
1.360091129E9	250.46434189033857
1.367840936E9	250.33525515533532
1.375590743E9	249.72560620994892
1.38334055E9	250.78752768711286
1.389282865E9	248.76690864987432
1.3931577685E9	247.77838424513166
1.398840164E9	247.1477036419312
1.406589971E9	246.1524847898597
1.414339778E9	248.88998871197595
1.422089585E9	248.4057619285104
1.429839392E9	246.38011023062074
1.437589199E9	248.01556451025763
1.445339006E9	243.84543742269202
1.453088813E9	246.1709028121221
1.46083862E9	245.5060371836901
1.468588427E9	244.93158778412342
1.476338234E9	243.73350728791266
1.484088041E9	246.1098500838572
1.491837848E9	250.74195259471725
1.499587655E9	246.72513000153697
1.507337462E9	243.91055851346863
1.515087269E9	251.20131669305457
1.522837076E9	249.6757048334544
1.530586883E9	246.00651773174158
1.5354753495E9	259.46684680020957
1.539350253E9	249.03828484461127
1.546086497E9	243.83607816366583
1.553836304E9	246.00498936173148
1.561586111E9	242.92908188585608
1.569335918E9	250.50019349744008
1.577085725E9	260.3879739847295
1.584835532E9	362.46044592557325
1.592585339E9	0.0
1.600335146E9	265.7443337163688
1.608084953E9	247.97525829659682
1.61583476E9	246.28809872310143
1.623584567E9	249.83538625152835
1.631334374E9	251.66132153661692
1.639084181E9	247.13623914542666
1.646833988E9	251.46117884215056
1.654583795E9	246.80263753639943
1.662333602E9	256.5707828430305
1.670083409E9	254.8324613352844
1.674420971E9	254.56082853115913
1.6782958745E9	251.12054873839165
1.685583023E9	250.16761476143495
1.69333283E9	248.85845884441022
1.701082637E9	250.4906941928125
1.708832444E9	250.19838403302822
1.716582251E9	255.3321395135865
1.724332058E9	252.50768279277898
1.732081865E9	242.42494722622416
1.739831672E9	246.57879350937824
1.747581479E9	255.01105361106238
1.755331286E9	248.1504317483511
1.763081093E9	248.51135137610945
1.7708309E9	251.29028499553144
1.778580707E9	250.7366078940144
1.786330514E9	249.16653454038124
1.794080321E9	245.98237201030486
1.801830128E9	247.36532527011528
1.8071930415E9	249.78545868358233
1.811067945E9	257.45152756144375
1.817329742E9	250.77140061497963
1.825079549E9	247.55667217030137
1.832829356E9	242.3371844660194
1.840579163E9	248.63463339020433
1.84832897E9	242.77391059738133
1.856078777E9	252.03985123684222
1.863828584E9	258.5522269592723
1.871578391E9	258.91515022117113
1.879328198E9	257.0043283931572
1.887078005E9	250.12459484812626
1.894827812E9	245.99451851942132
1.902577619E9	245.7267374658961
1.910327426E9	243.4139770231571
1.918077233E9	246.27695223110229
1.92582704E9	249.17614386355208
1.933576847E9	248.76659646532633
1.940609712E9	244.685239294967
1.9444846155E9	258.10162212087977
1.949076461E9	254.66043378580832
1.956826268E9	250.72500608703936
1.964576075E9	245.44415328114178
